STORENAME,WHICHCVS,ADDRESS,시도,구군
장현프라자점,GS25,"경기 시흥시 장현능곡로9, B02호 (장곡동 309)",경기도,시흥시
장현행복점,GS25,"경기 시흥시 진말로35, 상가 101호 (장곡동 404-2, LH18단지)",경기도,시흥시
장현호반점,GS25,"경기 시흥시 장현순환로58, 1231동 지1층2-110호 (장현동)",경기도,시흥시
장호원공원점,GS25,경기 이천시 장호원읍 서동대로8829번길27 (장호원리 382),경기도,이천시
장호원으뜸점,GS25,"경기 이천시 장호원읍 장감로88, 1층 101호 (장호원리 61)",경기도,이천시
장호원점,GS25,경기 이천시 장호원읍 샘재로159(장호원리 113-10),경기도,이천시
장호원진암점,GS25,경기 이천시 장호원읍 서동대로8763(진암리 306-1),경기도,이천시
장호원초교점,GS25,경기 이천시 장호원읍 장터로15번길21 (진암리 34-10),경기도,이천시
적성미래점,GS25,경기 파주시 적성면 감악산로1216 (구읍리 157-1),경기도,파주시
적성사랑점,GS25,"경기 파주시 적성면 솥뒤로18, 1층 전체 (마지리 45-10)",경기도,파주시
적성천사,GS25,"경기 파주시 적성면 청송로1004, 1층 전체 (마지리 53-6, 강원보신탕)",경기도,파주시
전곡명정점,GS25,"경기 연천군 전곡읍 전은길24, 101호(전곡리 411-3, 명정아파트)",경기도,연천군
전곡산단점,GS25,"경기 화성시 서신면 전곡산단8나길13, 전면기준 우측면 일부 (전곡리 1113-9)",경기도,화성시
전곡조흥점,GS25,경기 연천군 전곡읍 전곡로87번길41 (전곡리 268-10),경기도,연천군
전곡중앙점,GS25,"경기 연천군 전곡읍 전곡로144-1, 1층 (전곡리 468-3)",경기도,연천군
점촌본점,GS25,"경기 평택시 점촌로18, 1층 (서정동 893-15)",경기도,평택시
정교공단점,GS25,경기 포천시 가산면 마정로308(정교리 209),경기도,포천시
정남서봉로점,GS25,"경기 화성시 정남면 서봉로855, 1층 (문학리 286-13)",경기도,화성시
정남세자로점,GS25,경기 화성시 정남면 세자로76 (관항리 81-3),경기도,화성시
정남승리점,GS25,"경기 화성시 정남면 정남동로156, 101호,102호,103호 (음양리 330-4)",경기도,화성시
정남신리점,GS25,경기 화성시 정남면 신백길163 (신리 51-13),경기도,화성시
정남에이스점,GS25,경기 화성시 정남면 만년로376 (발산리 697),경기도,화성시
정남용수점,GS25,경기 화성시 정남면 가장로174 (용수리 77-3),경기도,화성시
정발산공원점,GS25,"경기 고양시 일산동구 일산로463번길51-1, 1층 (정발산동 1161)",경기도,고양시
정발산이레점,GS25,"경기 고양시 일산동구 무궁화로25-3, 109호 (장항동 741-3, 이레빌딩)",경기도,고양시
정발산점,GS25,"경기 고양시 일산동구 무궁화로181번길36, 1층 (정발산동 1219-4)",경기도,고양시
정왕군서점,GS25,경기 시흥시 군서로42번길21 (정왕1동 1186-1),경기도,시흥시
정왕길산점,GS25,"경기 시흥시 경기과기대로219, , 길산SST지식산업센터 1층 129호, 130호 (정왕동 1277-14)",경기도,시흥시
정왕다사랑점,GS25,"경기 시흥시 정왕천로414번길10, 1층 (정왕동 1516-8)",경기도,시흥시
정왕모닝점,GS25,"경기 시흥시 봉우재로11번길26, 102호 (정왕동 1611-6)",경기도,시흥시
정왕문영점,GS25,"경기 시흥시 함송로23, 107108호 (정왕동 1881-8, 미성프라자)",경기도,시흥시
정왕발레르텔점,GS25,"경기 시흥시 만해로41, 101동 1층 102호 (정왕동 2123-2, 케이피유디에스벤처타운)",경기도,시흥시
정왕보성점,GS25,"경기 시흥시 소망공원로323, 1층 118호 (정왕동 1287-5)",경기도,시흥시
정왕사랑점,GS25,"경기 시흥시 정왕천로369번길52, 1층(정왕1동 1580-9)",경기도,시흥시
정왕센터점,GS25,"경기 시흥시 평안상가5길7-6, 102호 (정왕동 1782-8)",경기도,시흥시
정왕스틸랜드점,GS25,"경기 시흥시 오이도로21, 116호 (정왕동 2210, STEEL LAND)",경기도,시흥시
정왕시티점,GS25,"경기 시흥시 정왕대로233번길34, 101호(정왕1동 1600)",경기도,시흥시
정왕신라점,GS25,"경기 시흥시 중심상가로193, 104호 (정왕1동 1737-17, 센타프라자)",경기도,시흥시
정왕연세점,GS25,"경기 시흥시 함송로14번길13-13, 105호 (정왕동 1884-9, 시화연세빌딩)",경기도,시흥시
정왕영남점,GS25,"경기 시흥시 옥구천동로422, 101동 104호 (정왕동 1873-2, 영남아파트)",경기도,시흥시
정왕원룸점,GS25,"경기 시흥시 군서로10번길26, 102호(정왕1동 1178)",경기도,시흥시
정왕월드점,GS25,"경기 시흥시 오동마을로45번길39, 1층 (정왕동 2314-2)",경기도,시흥시
정왕유호점,GS25,"경기 시흥시 공단1대로263, 상가동 1층 124호 (정왕동 1277-6, 유호N시티오피스텔)",경기도,시흥시
정왕제일점,GS25,"경기 시흥시 역전로33, 1층 101호(정왕1동 1398)",경기도,시흥시
정왕진솔점,GS25,"경기 시흥시 봉우재로61번길21, 101호 (정왕동 1826-7)",경기도,시흥시
정왕천로점,GS25,"경기 시흥시 정왕천로433, 102호(정왕1동 1173-7)",경기도,시흥시
정왕충현점,GS25,"경기 시흥시 역전로301번길10-4, 1층전체 (정왕본동 2305-42, 하림빌딩)",경기도,시흥시
정왕케이점,GS25,"경기 시흥시 정왕천로389번길19, 101호 (정왕동 1556)",경기도,시흥시
정왕큰솔로점,GS25,"경기 시흥시 큰솔로96번길23, 101호,102호 (정왕동 1531-11)",경기도,시흥시
정왕타운점,GS25,"경기 시흥시 군서로41, 101호 (정왕1동 1212-3)",경기도,시흥시
정왕평안점,GS25,경기 시흥시 역전로302번길20-6 (정왕동 2299-1),경기도,시흥시
정왕프라자점,GS25,"경기 시흥시 군자천로321, 104호 (정왕동 1731-16, 시화태원프라자)",경기도,시흥시
정왕한일점,GS25,"경기 시흥시 옥구천서로373번길40, 24동 104호 (정왕동 1865, 한일아파트분산상가)",경기도,시흥시
정왕해공원점,GS25,"경기 시흥시 큰솔로66번길11, 102호(1층 상가) (정왕동 1542)",경기도,시흥시
정자권호점,GS25,경기 수원시 장안구 수성로275번길108 (정자동 31-11),경기도,수원시
정자백궁점,GS25,"경기 성남시 분당구 정자일로158, 103호 (정자동 159-5, 백궁프라자2)",경기도,성남시
정자벽산점,GS25,"경기 수원시 장안구 정자천로188번길49, 1층 코너(정자2동 29-3)",경기도,수원시
정자스카이점,GS25,"경기 수원시 장안구 장안로92, 1층 (정자동 48-8)",경기도,수원시
정자스타파크점,GS25,"경기 성남시 분당구 정자일로121, 더샵스타파크 상가동 디14호 (정자동 174-1)",경기도,성남시
정자으뜸점,GS25,경기 성남시 분당구 백현로144번길7-6 (정자동 44-3),경기도,성남시
정자한라점,GS25,경기 수원시 장안구 만석로20번길28 (정자동 919),경기도,수원시
제부매바위점,GS25,"경기 화성시 서신면 해안길218, 1층 (제부리 190-23)",경기도,화성시
제부바다점,GS25,"경기 화성시 서신면 해안길438, A호 전면기준 좌측면일부 (제부리 288-31)",경기도,화성시
제부중앙점,GS25,"경기 화성시 서신면 제부로252-4, 1층 (송교리 379-7)",경기도,화성시
조암남로점,GS25,"경기 화성시 우정읍 조암북로68번길12-7, 1층 전체 (조암리 810-1)",경기도,화성시
조암동로점,GS25,경기 화성시 우정읍 조암동로35번길1 (조암리 802-2),경기도,화성시
조암산호점,GS25,경기 화성시 장안면 사랑길13 (사곡리 170),경기도,화성시
조암서로점,GS25,경기 화성시 우정읍 조암서로40 (조암리 360-12),경기도,화성시
조암타운점,GS25,"경기 화성시 우정읍 조암남로33번길9-7, 1층 (조암리 266-58)",경기도,화성시
조원뉴타운점,GS25,경기 수원시 장안구 금당로39번길33 (조원동 855-1),경기도,수원시
주엽고점,GS25,"경기 고양시 일산서구 대산로211번길29, 1층 (대화동 2148-14)",경기도,고양시
주엽르네상스점,GS25,"경기 고양시 일산서구 중앙로1427, 주엽역삼부르네상스오피스텔 가동 상가 146호,147호 (주엽동 107)",경기도,고양시
주엽문촌점,GS25,"경기 고양시 일산서구 대산로162, 104호 (주엽동 5, 문촌마을2단지)",경기도,고양시
주엽본점,GS25,"경기 고양시 일산서구 킨텍스로340, 분산상가 (주엽동 14, 문촌마을7단지아파트)",경기도,고양시
주엽역점,GS25,"경기 고양시 일산서구 강성로121, 109호(주엽1동 66, 삼희프라자)",경기도,고양시
주엽한사랑점,GS25,"경기 고양시 일산서구 중앙로1416, 101호 (주엽동 71-2, 한사랑빌딩)",경기도,고양시
죽전단대점,GS25,경기 용인시 수지구 죽전로168번길17(죽전1동 1339-1),경기도,용인시
죽전도담마을점,GS25,"경기 용인시 수지구 푸른솔로47, 상가 102호 (죽전1동 414, 도담마을뜨리에체아파트)",경기도,용인시
죽전동성점,GS25,"경기 용인시 수지구 용구대로2742 (상가동 501, 동성1차아파트)",경기도,용인시
죽전성운점,GS25,"경기 용인시 수지구 현암로141, 105호 (죽전동 1189-3, 성운코아)",경기도,용인시
죽전솔하임점,GS25,"경기 용인시 수지구 정든로5, 109110호 (죽전동 1088-2)",경기도,용인시
죽전중앙,GS25,"경기 용인시 수지구 대지로58, 107호 (이디야 커피숍) (죽전동 1254-1)",경기도,용인시
죽전탄천점,GS25,"경기 용인시 수지구 대지로15번길80, 1층 (죽전동 1118, 대지마을현대홈타운3차2단지아파트)",경기도,용인시
죽전현대점,GS25,경기 용인시 수지구 죽전로248 (죽전동 1375-4),경기도,용인시
중동공원점,GS25,"경기 부천시 원미구 소향로149, B동 112호(중1동 1160-3, 필레오파크)",경기도,부천시
중동길주점,GS25,"경기 부천시 원미구 길주로275, 103호(중3동 1058-2, 중동프라자)",경기도,부천시
중동꽃길점,GS25,"경기 부천시 원미구 신흥로190-1, 102 중동 위브더스테이트상가2동 (중동, 위브더스테이트)",경기도,부천시
중동꿈마을점,GS25,"경기 부천시 계남로346번길40, 1층 (중동 1096-6)",경기도,부천시
중동뉴서울점,GS25,경기 부천시 중동로71번길36 (송내동 523-4),경기도,부천시
중동덕유마을점,GS25,"경기 부천시 도약로144, 101호 (중동 1041)",경기도,부천시
중동덕유점,GS25,"경기 부천시 중동로329, 105호, 106호 (중동 1040-5)",경기도,부천시
중동디아뜨점,GS25,"경기 부천시 원미구 소향로113, 111호(중1동 1168-1, 디아뜨갤러리)",경기도,부천시
중동뜨란채점,GS25,"경기 부천시 원미구 도약로105, 상가 106,107호 (중동 1027-3)",경기도,부천시
중동마들렌점,GS25,"경기 부천시 원미구 길주로183, 108호 (중동 1031-3, 영라이프빌딩)",경기도,부천시
중동무지개점,GS25,"경기 부천시 부흥로177번길16, 1층 (중동 590-21)",경기도,부천시
중동미리내점,GS25,"경기 부천시 원미구 소향로227, A동 104호(중1동 1144-3, 디아뜨갤러리)",경기도,부천시
중동복사골점,GS25,경기 부천시 원미구 중동로161 (중동 720-1),경기도,부천시
중동본점,GS25,경기 부천시 심중로114번길35 (중동 1203-7),경기도,부천시
중동부흥점,GS25,"경기 부천시 원미구 계남로265, 1층(1073) (중동 1073)",경기도,부천시
중동서흥점,GS25,"경기 부천시 원미구 부흥로315번길14, 103호 (중2동 1120-1, 아이엔유포비스타오피스텔)",경기도,부천시
중동설악점,GS25,"경기 부천시 계남로193, 106호 (중동 1051-12)",경기도,부천시
중동센트럴점,GS25,"경기 부천시 중동로254번길50, 108,109호 (중동 1146-2)",경기도,부천시
중동스위티점,GS25,"경기 부천시 부흥로307번길31, 102호 (중동 1123-2, 대우마이빌스위티)",경기도,부천시
중동스타점,GS25,"경기 부천시 계남로143, 분산상가 1층 104,105호 (중동 1041, 덕유마을)",경기도,부천시
중동시장점,GS25,"경기 부천시 부흥로188번길33, 1층 (중동 726-17)",경기도,부천시
중동엘지점,GS25,"경기 부천시 조마루로295, 101호 (중동 1130-10, 부천프라자)",경기도,부천시
중동역점,GS25,"경기 부천시 중동로85번길8, 1층 (상동 328-9)",경기도,부천시
중동으뜸점,GS25,"경기 부천시 원미구 조마루로285번길40, 106호(중1동 1134-4, 굿모닝로얄프라자)",경기도,부천시
중동은하수점,GS25,"경기 부천시 원미구 소향로204, 제상가동 제1층 제108호 (중1동 1178, 미리내마을)",경기도,부천시
중동중앙점,GS25,경기 부천시 원미구 부흥로307번길52 (중2동 1127-6),경기도,부천시
중동타운점,GS25,경기 부천시 원미구 석천로174(중1동 1159-8),경기도,부천시
중동타워점,GS25,"경기 부천시 원미구 부흥로315번길62, 114호(중2동 1126-1, 필그린타워)",경기도,부천시
중동푸르지오점,GS25,"경기 부천시 소향로181, 상가 165호 (중동 1153, 중동센트럴파크푸르지오)",경기도,부천시
중동프린스점,GS25,"경기 부천시 원미구 중동로254번길27, 108, 109호 (중동 1150-8, 프린스프라자)",경기도,부천시
중동한라점,GS25,"경기 부천시 원미구 계남로127, 105호 (중4동 1028-1, 한라마을아파트)",경기도,부천시
중동한화점,GS25,"경기 부천시 신흥로173, 1층 일부 코너 호 (중동 1131, 중동아크로텔)",경기도,부천시
중동해중점,GS25,"경기 부천시 원미구 길주로272, 103호(중1동 1141, 코스모폴리탄)",경기도,부천시
중동헤리움점,GS25,"경기 부천시 길주로284, 102호 (중동 1141-3)",경기도,부천시
중동현대점,GS25,"경기 부천시 원미구 소향로119, 113 중동 디아뜨2 113114호 (중동, 디아뜨2)",경기도,부천시
중산누리점,GS25,"경기 고양시 일산동구 탄중로346, 상가동 1층104호,105호 (중산동 1573)",경기도,고양시
중산두산점,GS25,"경기 고양시 일산동구 중산로269, 상가동 지하 8호 (중산동 1555, 중산마을1단지)",경기도,고양시
중산산들점,GS25,"경기 고양시 일산동구 중산로157번길54-4, 101호(중산동 1664-4, 다우빌딩)",경기도,고양시
중산서현점,GS25,"경기 고양시 일산동구 탄중로398, 105,106,107호 (중산동 1574, 중산마을8단지아파트)",경기도,고양시
중산영원점,GS25,"경기 고양시 일산동구 탄중로417번길3, 1층 일부(중산동 1582)",경기도,고양시
중산중앙점,GS25,경기 고양시 일산동구 중산로247 (중산동 1560-1),경기도,고양시
중산코오롱점,GS25,"경기 고양시 일산동구 고봉로422, 분산상가동 101,102호 (중산동 1556)",경기도,고양시
중산현해점,GS25,"경기 고양시 일산동구 중산로105, 110호(중산동 1693)",경기도,고양시
중앙성모점,GS25,경기 동두천시 동광로51-1(중앙동 577-107),경기도,동두천시
중앙알파점,GS25,경기 안산시 단원구 예술대학로4길4-23 (고잔동 642-6),경기도,안산시
중앙주공점,GS25,"경기 안산시 단원구 당곡3로20, 103,4호(고잔2동 671-1)",경기도,안산시
중원도서관점,GS25,"경기 성남시 중원구 둔촌대로183, 1층 (성남동 3122)",경기도,성남시
지산리조트점,GS25,"경기 이천시 마장면 지산로267, 1층 (해월리 산28-7, 메이플콘도)",경기도,이천시
지산중앙점,GS25,경기 평택시 지산로20번길47 (지산동 800-4),경기도,평택시
지제교차로점,GS25,"경기 평택시 지제로133-9, 1층 우측코너 (지제동 896-2)",경기도,평택시
지제센시티점,GS25,"경기 평택시 지제동삭1로41, 131동 6호 7호 (지제동 33, 지제역더샵센트럴시티)",경기도,평택시
지제센트럴점,GS25,경기 평택시 지제동삭1로163 (동삭동 364),경기도,평택시
지제오렌지점,GS25,"경기 평택시 지제로170, A동 101호,102호 (지제동 302-6)",경기도,평택시
지제힐스점,GS25,"경기 평택시 지제동삭1로91, B동 상가 101호 (세교동, 힐스테이트지제역)",경기도,평택시
지축명성점,GS25,경기 고양시 덕양구 삼송로299 (지축동 724-28),경기도,고양시
지축본점,GS25,"경기 고양시 덕양구 오부자로43, S001동 1호,2호 (지축동, 고양지축엘에이치4단지)",경기도,고양시
지축사랑점,GS25,"경기 고양시 덕양구 오부자로150, 1호, 2호 (지축동)",경기도,고양시
지축역점,GS25,"경기 고양시 덕양구 지축로70, 102호일부, 103호 (지축동)",경기도,고양시
지축초원점,GS25,경기 고양시 덕양구 안진5길10 (지축동 0),경기도,고양시
지행공원점,GS25,경기 동두천시 중앙로130 (지행동 693-1),경기도,동두천시
지행아이다빌점,GS25,경기 동두천시 이담로96 (지행동 358),경기도,동두천시
지행역점,GS25,경기 동두천시 평화로2261번길52 (지행동 735),경기도,동두천시
진건동성점,GS25,"경기 남양주시 진건읍 사릉로470, 제 상가동 101104 (신월리 99-1)",경기도,남양주시
진건사랑점,GS25,경기 남양주시 진건읍 진건오남로65(용정리 796-4),경기도,남양주시
진건주공점,GS25,"경기 남양주시 진건읍 사릉로372번길23-1, 상가 101102호 (용정리 856, 진건주공2단지)",경기도,남양주시
진건타운점,GS25,경기 남양주시 진건읍 진건오남로86번길44-21 (용정리 751-13),경기도,남양주시
진사쌍용점,GS25,"경기 안성시 공도읍 진건중길15-9, 상가 105호,106호 (진사리 643-1)",경기도,안성시
진안명가점,GS25,"경기 화성시 효행로1040번길13, 1층 전체(진안동 882-7)",경기도,화성시
진안자이점,GS25,"경기 화성시 병점동로151, 101호(진안동 193-2)",경기도,화성시
진안제일점,GS25,"경기 화성시 병점중앙로156번길3, 1층 (진안동 878-17, 비전빌딩)",경기도,화성시
진안주공점,GS25,"경기 화성시 병점4로102, 105호 (진안동 908, 진안골마을주공아파트10단지단지내상가)",경기도,화성시
진위서로점,GS25,경기 평택시 진위면 진위서로92 (견산리 440-2),경기도,평택시
진위엘지로점,GS25,경기 평택시 진위면 갈곶길64 (갈곶리 255-1),경기도,평택시
진위중앙점,GS25,"경기 평택시 진위면 봉남길50-1, 1층 (봉남리 331-5)",경기도,평택시
진위힐스점,GS25,"경기 평택시 진위면 엘지로55-31, 1층 (갈곶리 397-3, 삼익그린빌I)",경기도,평택시
진접공단점,GS25,"경기 남양주시 진접읍 진벌로145, 1층 (진벌리 486-5)",경기도,남양주시
진접궁의문점,GS25,"경기 남양주시 진접읍 양진로1020번길32-1, 101호 (연평리 846,상가동)",경기도,남양주시
진접부영점,GS25,"경기 남양주시 진접읍 해밀예당3로36, 상가동 105호 (금곡리 1107, 부영사랑으로아파트)",경기도,남양주시
진접부평리점,GS25,경기 남양주시 진접읍 부마로49-1 (부평리 437-9),경기도,남양주시
진접신창점,GS25,"경기 남양주시 진접읍 진벌로85-1, 상가동 1층 (진벌리 657,신창비바패밀리아파트)",경기도,남양주시
진접역점,GS25,경기 남양주시 진접읍 해밀예당1로190번길28-1 (금곡리 1037-6),경기도,남양주시
진접예당점,GS25,경기 남양주시 진접읍 해밀예당1로235번길15-1 (금곡리 1014-4),경기도,남양주시
진접유보라점,GS25,"경기 남양주시 진접읍 해밀예당1로145, 상가 102호(금곡리 971, 반도유보라아파트)",경기도,남양주시
진접장현점,GS25,경기 남양주시 진접읍 장현로147번길1 (장현리 207-7),경기도,남양주시
진접중앙점,GS25,"경기 남양주시 진접읍 해밀예당1로40, 101호 (금곡리 1081-1, 화성프라자)",경기도,남양주시
진접지웰점,GS25,"경기 남양주시 진접읍 해밀예당3로102, 101-1, 102호 (금곡리)",경기도,남양주시
진접타운점,GS25,"경기 남양주시 진접읍 경복대로17번안길68, 1층 101호 (연평리 47-2)",경기도,남양주시
진접해밀점,GS25,경기 남양주시 진접읍 해밀예당1로79-1 (금곡리 967),경기도,남양주시
진접행복점,GS25,"경기 남양주시 진접읍 금강로1530-31, 103호 (장현리 50-3, 남양주장현5 2BL 행복주택)",경기도,남양주시
차병원,GS25,경기 성남시 분당구 야탑로59(야탑동 351),경기도,성남시
차산늘찬빌점,GS25,"경기 남양주시 화도읍 수레로1120번길42-4 (차산리 49, 늘찬빌)",경기도,남양주시
차산초교점,GS25,"경기 남양주시 화도읍 수레로1105-31, 지하1층 (차산리 84-11)",경기도,남양주시
창룡대로점,GS25,"경기 수원시 팔달구 창룡대로74, 상가 103호, 104호 (남수동 11-75)",경기도,수원시
창현두산점,GS25,"경기 남양주시 화도읍 수레로1233번길10, 두산슈퍼 (창현리 757)",경기도,남양주시
창현사랑점,GS25,경기 남양주시 화도읍 마석중앙로38-1 (창현리 495-1),경기도,남양주시
창현은하점,GS25,"경기 남양주시 화도읍 수레로1234-13, 1층 101호(창현리 745, 창현두산아파트)",경기도,남양주시
창현이안점,GS25,경기 남양주시 화도읍 수레로1168(창현리 672-6),경기도,남양주시
창현주공점,GS25,"경기 남양주시 화도읍 녹촌로11, 상가동 101호 (창현리 769-1, 창현주공아파트)",경기도,남양주시
처인구청점,GS25,경기 용인시 처인구 금령로56번길5 (김량장동 289-3),경기도,용인시
처인금령점,GS25,"경기 용인시 처인구 금령로34번길9, 1층 (김량장동 334-22)",경기도,용인시
처인금학로점,GS25,"경기 용인시 처인구 금학로297, 1층 (역북동 634-21)",경기도,용인시
처인센트럴점,GS25,"경기 용인시 처인구 금령로71번길6-4, 1층 (김량장동 254-72)",경기도,용인시
천리타운점,GS25,경기 용인시 처인구 이동면 백옥대로640 (천리 237-5),경기도,용인시
천천원룸점,GS25,경기 수원시 장안구 일월로76번길10-3 (천천동 385-32),경기도,수원시
천천타운점,GS25,경기 수원시 장안구 화산로125번길26 (천천동 339-17),경기도,수원시
천천한누리점,GS25,경기 수원시 장안구 정자로22 (천천동 502-1),경기도,수원시
철산롯데캐슬점,GS25,"경기 광명시 시청로50, 철산역롯데캐슬sk뷰클래스티지 C동상가 (철산동 233)",경기도,광명시
철산사성로점,GS25,"경기 광명시 광복로70, 1층 (철산동 56-8)",경기도,광명시
청계옛골점,GS25,"경기 성남시 수정구 청계산로440, 1층 (상적동 212-4)",경기도,성남시
청덕광도점,GS25,"경기 용인시 기흥구 언동로71번길64, 1층 104호 (청덕동 482-1, 상가동)",경기도,용인시
청덕빌리지점,GS25,"경기 용인시 기흥구 구성로279번길46, 1층 (청덕동 537-1)",경기도,용인시
청덕타운점,GS25,경기 용인시 기흥구 구성2로5번길25 (청덕동 551-9),경기도,용인시
청덕테크노점,GS25,"경기 용인시 기흥구 구성로357, A동 113호 (청덕동 556, 용인테크노벨리)",경기도,용인시
청북IC점,GS25,경기 평택시 청북읍 서해로1758 (현곡리 342-13),경기도,평택시
청북대박점,GS25,"경기 평택시 청북읍 신포길64, 1층 (현곡리 298-21)",경기도,평택시
청북드림테크점,GS25,경기 평택시 청북읍 드림산단4로40 (율북리 0),경기도,평택시
청북브라운스톤점,GS25,"경기 평택시 청북읍 청북남로365, 상가동 106호,107호 (옥길리 1071)",경기도,평택시
청북사거리점,GS25,"경기 평택시 청북읍 안청로3길28, 1층 (옥길리 1062-1)",경기도,평택시
청북서로점,GS25,"경기 평택시 청북읍 청북서로302, 1층 (고렴리 824-2)",경기도,평택시
청북서해로점,GS25,경기 평택시 청북읍 서해로1540 (후사리 271-1),경기도,평택시
청북신도시점,GS25,"경기 평택시 청북면 안청로2길4, 102호 (옥길리 1165-1)",경기도,평택시
청북현곡점,GS25,경기 평택시 청북읍 청원로19 (현곡리 288),경기도,평택시
청북휴게소점,GS25,경기 평택시 청북면 서해로1457 (후사리 388-8),경기도,평택시
청춘로드점,GS25,경기 동두천시 어수로75 (생연동 820-3),경기도,동두천시
청평강변나루점,GS25,경기 가평군 청평면 구청평로64 (청평리 626-13),경기도,가평군
청평삼밭골점,GS25,"경기 가평군 설악면 유명로2005 (회곡리 243-8, 삼밭골주유소)",경기도,가평군
청평제일점,GS25,"경기 가평군 청평면 청평중앙로72번길3-1, 1층 (청평리 316-4)",경기도,가평군
청평하나점,GS25,"경기 가평군 청평면 경춘로1234 (상천리 1134, 가평한우곰탕)",경기도,가평군
청학제일점,GS25,경기 남양주시 별내면 청학로114번길37 (청학리 350-2),경기도,남양주시
청학주공점,GS25,"경기 남양주시 별내면 청학로68번길23-1, 상가-106 (청학리 409-3, 청학3단지)",경기도,남양주시
청학프라자점,GS25,"경기 남양주시 별내면 청학로68번길7, 109호(청학리 413-5, 양지프라자)",경기도,남양주시
초원로드점,GS25,경기 김포시 대곶면 대곶북로158번길1 (초원지리 600-5),경기도,김포시
초월남촌점,GS25,경기 광주시 초월읍 경충대로1329 (대쌍령리 367-4),경기도,광주시
초월대쌍령점,GS25,경기 광주시 초월읍 무들로47번길61 (대쌍령리 339-5),경기도,광주시
초월리치빌점,GS25,"경기 광주시 초월읍 경안천로295, 상가 101호 (지월리 546, 단지내)",경기도,광주시
초월산이점,GS25,"경기 광주시 초월읍 경충대로912, 104호 (산이리 92-12, 유석빌딩)",경기도,광주시
초월선동센터점,GS25,"경기 광주시 초월읍 산수로210번길3, 1층 (선동리 294)",경기도,광주시
초월승리점,GS25,경기 광주시 초월읍 산이길44-6 (산이리 181-1),경기도,광주시
초월용수점,GS25,경기 광주시 초월읍 장담길84 (용수리 423-1),경기도,광주시
초월우림점,GS25,경기 광주시 초월읍 무들로12 (대쌍령리 218-3),경기도,광주시
초월이편한점,GS25,"경기 광주시 초월읍 경충대로1127번길55, 초월이편한세상 아파트 상가동 제지1층 B107호 (쌍동리 393)",경기도,광주시
초월코아루점,GS25,"경기 광주시 초월읍 독고개길14-23, 상가동 103호 (산이리 18-1)",경기도,광주시
초월타운점,GS25,경기 광주시 초월읍 산이길13-2 (산이리 13-23),경기도,광주시
초월효명점,GS25,경기 광주시 경안천로121 (송정동 13),경기도,광주시
초이중앙점,GS25,"경기 하남시 초이로158, 1층 (초이동 168-2)",경기도,하남시
초지사랑점,GS25,경기 안산시 단원구 신촌4길24(초지동 708),경기도,안산시
초지에비뉴점,GS25,"경기 안산시 단원구 원포공원2로21, 105,106호 (초지동 743-7)",경기도,안산시
초지타운점,GS25,"경기 안산시 단원구 화랑로159, 121호122호123호124호 (초지동)",경기도,안산시
추자스타힐점,GS25,"경기 광주시 오포읍 오포안로272, 1층 (추자리 492)",경기도,광주시
축석본점,GS25,경기 포천시 소흘읍 광릉수목원로1169 (이동교리 733-11),경기도,포천시
축석옹달샘점,GS25,경기 의정부시 호국로1992 (자일동 94-5),경기도,의정부시
춘의산업단지점,GS25,"경기 부천시 원미로201번길72, 1층 (춘의동 196-5)",경기도,부천시
춘의우남점,GS25,"경기 부천시 원미구 계남로301번길48, 1층 (춘의동 141-4)",경기도,부천시
출판도시점,GS25,"경기 파주시 회동길145(문발동 524-3, 아시아출판문화센터)",경기도,파주시
출판행복도시점,GS25,"경기 파주시 문발로415, 1층 (신촌동 740-5, 두영빌딩)",경기도,파주시
칠괴산단점,GS25,"경기 평택시 산단로271, 101호 (칠괴동 52-10)",경기도,평택시
칠원동광점,GS25,"경기 평택시 원칠원길58, 105, 106, 107호 (칠원동 49-1)",경기도,평택시
킨텍스드림점,GS25,"경기 고양시 일산서구 킨텍스로240, 상가동 166,167,168호 (대화동 2603, 킨텍스꿈에그린)",경기도,고양시
킨텍스스타점,GS25,"경기 고양시 일산서구 킨텍스로217-23, 상가동 104-1,2,3호 (대화동 2702)",경기도,고양시
킹덤키즈풀빌라점,GS25,"경기 가평군 설악면 미사리로614-16, 1층 (미사리 320-19, 관리동)",경기도,가평군
타임테라스점,GS25,"경기 화성시 동탄중앙로200, 상가동 타임테라스 3층 303호 (반송동 98)",경기도,화성시
탄벌낙원점,GS25,경기 광주시 송정로39 (탄벌동 1-3),경기도,광주시
탄현3단지점,GS25,"경기 고양시 일산서구 일현로92, 상가동 103/104호 (탄현동 1484, 탄현마을)",경기도,고양시
탄현대림점,GS25,경기 고양시 일산서구 탄현로6번길7 (탄현동 1593-14),경기도,고양시
탄현드림점,GS25,경기 고양시 일산서구 일현로41번길8-1 (탄현동 1560-6),경기도,고양시
탄현본점,GS25,"경기 파주시 탄현면 방촌로955, 1층 전체 (문지리 208-1)",경기도,파주시
탄현제일점,GS25,경기 고양시 일산서구 일중로104 (일산동 1868),경기도,고양시
탄현큰마을점,GS25,"경기 고양시 일산서구 일현로140, 주상가동 103호 (탄현동 121, 큰마을대림아파트)",경기도,고양시
탄현파워점,GS25,"경기 고양시 일산서구 산현로17번길7-14, 101,102호 (탄현동 1575-6)",경기도,고양시
탄현풍림점,GS25,"경기 고양시 일산서구 현중로8, 107호, 108호 (탄현동 1585)",경기도,고양시
