STORENAME,WHICHCVS,ADDRESS,시도,구군
애월한담누리점,GS25,제주 제주시 애월읍 일주서로6158 (애월리 2443-2),제주특별자치도,제주시
엘리시안제주CC점,GS25,제주 제주시 애월읍 평화로1738-116 (어음리 3914),제주특별자치도,제주시
연동가락점,GS25,"제주 제주시 연동9길26, 1층 (연동 273-30)",제주특별자치도,제주시
연동국기점,GS25,제주 제주시 국기로3길11(연동 1503-4),제주특별자치도,제주시
연동누리안점,GS25,제주 제주시 신대로144(연동 304-11),제주특별자치도,제주시
연동달그네점,GS25,제주 제주시 노연로96 (연동 274-2),제주특별자치도,제주시
연동대림점,GS25,"제주 제주시 과원북4길73(연동 1400-3, 효정빌딩)",제주특별자치도,제주시
연동모디움점,GS25,"제주 제주시 삼무로1길10-9, 105호 (연동 260-38)",제주특별자치도,제주시
연동바다점,GS25,"제주 제주시 제원길14(연동 261-39, 한서빌딩)",제주특별자치도,제주시
연동베스트점,GS25,제주 제주시 성신로1길30 (연동 2325-1),제주특별자치도,제주시
연동삼무점,GS25,제주 제주시 삼무로47 (연동 271-22),제주특별자치도,제주시
연동서강점,GS25,제주 제주시 신대로16길43(연동 273-40),제주특별자치도,제주시
연동신광점,GS25,제주 제주시 도령로76(연동 251-57),제주특별자치도,제주시
연동신라점,GS25,"제주 제주시 노연로61, 105호 (연동 252-14, 다울하우스)",제주특별자치도,제주시
연동아산점,GS25,"제주 제주시 사장길26, 1층 (연동 299-5)",제주특별자치도,제주시
연동에코점,GS25,"제주 제주시 신광로16, 1층 101호 상가 (연동 260-15, 에코드파리)",제주특별자치도,제주시
연동은수길점,GS25,제주 제주시 연동1318-3번지,제주특별자치도,제주시
연동제원점,GS25,제주 제주시 연동3길14(연동 251-61),제주특별자치도,제주시
연동중앙점,GS25,"제주 제주시 연동7길35, 1층 (연동 273-35)",제주특별자치도,제주시
연동하이츠빌점,GS25,"제주 제주시 신대로6길14, 1층 (연동 290-37)",제주특별자치도,제주시
연동해피점,GS25,제주 제주시 제원길43 (연동 262-16),제주특별자치도,제주시
열린병원점,GS25,제주 서귀포시 일주동로8640 (동홍동 1539-14),제주특별자치도,서귀포시
예래자스름점,GS25,제주 서귀포시 예래로38 (상예동 581-4),제주특별자치도,서귀포시
오라연미점,GS25,"제주 제주시 연사길91, 1층 (오라이동 1837)",제주특별자치도,제주시
오라중앙점,GS25,"제주 제주시 연사2길30, 휴연스킨케어 (오라이동 1498-2)",제주특별자치도,제주시
오션스위츠점,GS25,제주 제주시 탑동해안로74(삼도이동 1260-1),제주특별자치도,제주시
오션스타콘도점,GS25,"제주 서귀포시 성산읍 섭지코지로169, 1층 (고성리 105)",제주특별자치도,서귀포시
옹포중앙점,GS25,"제주 제주시 한림읍 한림로475, 1층 5호 (옹포리 588-2)",제주특별자치도,제주시
외도대박점,GS25,제주 제주시 우정로16길30 (외도일동 538-6),제주특별자치도,제주시
외도미소점,GS25,제주 제주시 우령8길23 (외도일동 491-1),제주특별자치도,제주시
외도수피아점,GS25,"제주 제주시 우정로4길4, 1층 105호 (외도일동 418-6)",제주특별자치도,제주시
외도우정점,GS25,제주 제주시 일주서로7326(외도일동 405-4),제주특별자치도,제주시
외도월대점,GS25,제주 제주시 도근내길24 (외도일동 435-22),제주특별자치도,제주시
외도해피점,GS25,"제주 제주시 우정로5길8, 1층 (외도일동 477-1)",제주특별자치도,제주시
용담열린점,GS25,제주 제주시 용남1길1(용담일동 237-1),제주특별자치도,제주시
용담전망대점,GS25,제주 제주시 용담삼동2400번지 1층,제주특별자치도,제주시
월산마을점,GS25,제주 제주시 월산남길19 (노형동 3371-1),제주특별자치도,제주시
월정해변점,GS25,제주 제주시 구좌읍 월정7길52-1 (월정리 2-1),제주특별자치도,제주시
이도구남점,GS25,제주 제주시 구남동2길11-1 (이도이동 2005-8),제주특별자치도,제주시
이도사랑점,GS25,제주 제주시 연삼로417(이도이동 1059-18),제주특별자치도,제주시
이도서광점,GS25,제주 제주시 서광로288 (이도이동 1776-3),제주특별자치도,제주시
이도신설점,GS25,제주 제주시 신설로2길1 (이도이동 1970-22),제주특별자치도,제주시
이도에코점,GS25,제주 제주시 연북로706 (이도이동 68-13),제주특별자치도,제주시
이도오복점,GS25,제주 제주시 고산동산5길35 (이도이동 1049-6),제주특별자치도,제주시
이도월드컵점,GS25,"제주 제주시 서광로29길21, 상가동 101,102호 (이도일동 1650-4)",제주특별자치도,제주시
이도중앙로점,GS25,"제주 제주시 중앙로376, 1층 (이도이동 2018-3)",제주특별자치도,제주시
이도프라임점,GS25,제주 제주시 중앙로262 (이도이동 1011),제주특별자치도,제주시
이중섭거리점,GS25,"제주 서귀포시 이중섭로16, GS25이중섭거리점 (서귀동 417-19)",제주특별자치도,서귀포시
이호해수욕장점,GS25,제주 제주시 이호일동440-5번지,제주특별자치도,제주시
이호현사점,GS25,제주 제주시 테우해안로142 (이호일동 1790),제주특별자치도,제주시
일도대림점,GS25,제주 제주시 태성로20 (일도이동 89),제주특별자치도,제주시
일도신천지점,GS25,제주 제주시 천수로85 (일도이동 420-5),제주특별자치도,제주시
일도연수중길점,GS25,제주 제주시 연수중길16 (일도이동 58-5),제주특별자치도,제주시
정든마을점,GS25,제주 제주시 달마루길20-1(노형동 2576-6),제주특별자치도,제주시
제대정문점,GS25,제주 제주시 제주대학로113(아라이동 34-13),제주특별자치도,제주시
제대후문점,GS25,제주 제주시 산천단동2길20(아라일동 368-65),제주특별자치도,제주시
제주S중앙병원점,GS25,제주 제주시 월랑로91(이호이동 22),제주특별자치도,제주시
제주간드락점,GS25,제주 제주시 간월동로10(아라이동 1370-8),제주특별자치도,제주시
제주강정점,GS25,제주 서귀포시 이어도로752 (강정동 2482-7),제주특별자치도,서귀포시
제주고마로점,GS25,"제주 제주시 고마로65-1, 1층 (일도이동 355-14)",제주특별자치도,제주시
제주고성점,GS25,제주 제주시 애월읍 고성남길28 (고성리 132-6),제주특별자치도,제주시
제주공룡랜드점,GS25,제주 제주시 애월읍 하광로515-2 (광령리 2637),제주특별자치도,제주시
제주과원점,GS25,제주 제주시 과원로51 (연동 1536),제주특별자치도,제주시
제주곽지점,GS25,제주 제주시 애월읍곽지리 1575-13번지,제주특별자치도,제주시
제주관광대점,GS25,제주 제주시 애월읍 평화로2727(광령리 2619-1),제주특별자치도,제주시
제주관덕정점,GS25,제주 제주시 관덕로17(삼도이동 989-1),제주특별자치도,제주시
제주광양점,GS25,"제주 제주시 광양10길2, GS25 제주광양점 (이도이동 1772-23)",제주특별자치도,제주시
제주교래점,GS25,제주 제주시 조천읍 비자림로658 (교래리 524-4),제주특별자치도,제주시
제주구남점,GS25,"제주 제주시 구남동8길50, GS25 제주구남점 (아라일동 6033-10)",제주특별자치도,제주시
제주구억점,GS25,제주 서귀포시 대정읍구억리 975-15번지,제주특별자치도,서귀포시
제주구좌점,GS25,"제주 제주시 구좌읍 구좌로8, 3호 (평대리 151-5)",제주특별자치도,제주시
제주국제점,GS25,"제주 서귀포시 대정읍 글로벌에듀로145번길40, 108호 (구억리 1060)",제주특별자치도,서귀포시
제주귀일중점,GS25,제주 제주시 애월읍 항몽로34 (하귀2리 1310-1),제주특별자치도,제주시
제주그랜드점,GS25,제주 제주시 연동4길28 (연동 256-18),제주특별자치도,제주시
제주난타파크점,GS25,제주 제주시 선돌목동길56-26 (오등동 10-1),제주특별자치도,제주시
제주남녕점,GS25,제주 제주시 남녕로28 (연동 1956-2),제주특별자치도,제주시
제주남문점,GS25,제주 제주시 남성로159 (삼도이동 202-4),제주특별자치도,제주시
제주남양점,GS25,제주 제주시 신광로8길22 (연동 252-62),제주특별자치도,제주시
제주남원점,GS25,제주 서귀포시 남원읍 태위로680-1 (남원리 107-4),제주특별자치도,서귀포시
제주노형점,GS25,제주 제주시 도령로31(노형동 1295-17),제주특별자치도,제주시
제주노형중점,GS25,제주 제주시 노형5길42 (노형동 3810-10),제주특별자치도,제주시
제주대동점,GS25,"제주 제주시 대동길2, 1층 (이호이동 114-3)",제주특별자치도,제주시
제주대원점,GS25,제주 제주시 아연로516 (아라일동 2744-2),제주특별자치도,제주시
제주대흘점,GS25,제주 제주시 조천읍 중산간동로700 (대흘리 1611-1),제주특별자치도,제주시
제주도남점,GS25,제주 제주시 도남로17길3 (도남동 68-8),제주특별자치도,제주시
제주도두점,GS25,제주 제주시 서해안로160(도두일동 2625-5),제주특별자치도,제주시
제주도련중앙점,GS25,제주 제주시 삼봉로120 (도련일동 1766-5),제주특별자치도,제주시
제주도청점,GS25,"제주 제주시 신대로63, 101~102호(연동 301-10)",제주특별자치도,제주시
제주도평점,GS25,제주 제주시 우평로174 (도평동 740-7),제주특별자치도,제주시
제주동광점,GS25,제주 제주시 연신로15(일도이동 71-19),제주특별자치도,제주시
제주동교점,GS25,제주 제주시 동문로68(일도이동 993-5),제주특별자치도,제주시
제주동문점,GS25,제주 제주시 중앙로13길16-2 (이도일동 1330-24),제주특별자치도,제주시
제주동문중앙점,GS25,제주 제주시 동문로6길9 (일도일동 1139-3),제주특별자치도,제주시
제주동여중점,GS25,제주 제주시 천수로23 (이도이동 324-4),제주특별자치도,제주시
제주드림타워점,GS25,제주 제주시 원노형6길11 (노형동 931-14),제주특별자치도,제주시
제주메종글래드호텔점,GS25,"제주 제주시 노연로80, 1층 (연동 263-15, 제주그랜드호텔)",제주특별자치도,제주시
제주문예회관,GS25,제주 제주시 동광로85 (일도이동 361-22),제주특별자치도,제주시
제주문화점,GS25,제주 제주시 중앙로62 (일도일동 1451-1),제주특별자치도,제주시
제주바오젠점,GS25,제주 제주시 신광로21 (연동 271-6),제주특별자치도,제주시
제주반딧불점,GS25,제주 제주시 한경면 녹차분재로506 (저지리 3138-3),제주특별자치도,제주시
제주베두리점,GS25,제주 제주시 삼무로77(연동 291-40),제주특별자치도,제주시
제주보목점,GS25,제주 서귀포시 칠십리로458-1 (보목동 682-5),제주특별자치도,서귀포시
제주보성점,GS25,제주 제주시 중앙로198(이도일동 1787-10),제주특별자치도,제주시
제주봉성점,GS25,제주 제주시 애월읍 어림비로2 (봉성리 3273-8),제주특별자치도,제주시
제주비자림점,GS25,제주 제주시 구좌읍평대리 3240-7번지,제주특별자치도,제주시
제주비자숲길점,GS25,제주 제주시 구좌읍 다랑쉬북로37 (평대리 3196-1),제주특별자치도,제주시
제주사평점,GS25,"제주 제주시 사평4길24-10, 104지하동 101호 (오라이동 1341-1)",제주특별자치도,제주시
제주산방산점,GS25,"제주 서귀포시 안덕면 산방로260(사계리 236-4, 원광슈퍼민박)",제주특별자치도,서귀포시
제주산방산호텔점,GS25,제주 서귀포시 대정읍 일주서로2093 (안성리 214),제주특별자치도,서귀포시
제주삼무점,GS25,제주 제주시 삼무로1길3(연동 260-10),제주특별자치도,제주시
제주삼양초교점,GS25,제주 제주시 지석14길15 (삼양이동 2181-33),제주특별자치도,제주시
제주삼화점,GS25,제주 제주시 화삼북로2길32(화북일동 1023-2),제주특별자치도,제주시
제주서부관광점,GS25,제주 제주시 노형로39 (해안동 2354),제주특별자치도,제주시
제주선덕점,GS25,"제주 제주시 선덕로26, 1층 106호 (연동 314-90)",제주특별자치도,제주시
제주성산일출점,GS25,제주 서귀포시 성산읍 일출로264-1 (성산리 139-3),제주특별자치도,서귀포시
제주성산항점,GS25,제주 서귀포시 성산읍 성산등용로88 (성산리 360-5),제주특별자치도,서귀포시
제주성읍점,GS25,제주 서귀포시 표선면 서성일로24 (성읍리 1650-1),제주특별자치도,서귀포시
제주세화점,GS25,제주 제주시 구좌읍 구좌로77-1(세화리 1369-2),제주특별자치도,제주시
제주세화해변점,GS25,제주 제주시 구좌읍 해맞이해안로1440 (세화리 1479-1),제주특별자치도,제주시
제주수덕점,GS25,제주 제주시 수덕5길40(노형동 2612-8),제주특별자치도,제주시
제주신대로점,GS25,제주 제주시 선덕로4길22 (연동 315-7),제주특별자치도,제주시
제주신성로점,GS25,"제주 제주시 신성로45, 1층 (도남동 905-20)",제주특별자치도,제주시
제주신엄점,GS25,"제주 제주시 애월읍 일주서로6733, 1층 102호 (신엄리 702-3, 은창빌라)",제주특별자치도,제주시
제주신평점,GS25,제주 서귀포시 대정읍신평리 364-1번지,제주특별자치도,서귀포시
제주신화월드2호점,GS25,제주 서귀포시 안덕면 신화역사로304번길38 (서광리 산24),제주특별자치도,서귀포시
제주신화월드점,GS25,제주 서귀포시 안덕면 신화역사로304번길38 (서광리 산24),제주특별자치도,서귀포시
제주씨앤호텔점,GS25,제주 제주시 일주서로7490 (내도동 15-1),제주특별자치도,제주시
제주아라점,GS25,제주 제주시 중앙로576(아라일동 1718-30),제주특별자치도,제주시
제주아란점,GS25,제주 제주시 아란2길31 (아라일동 6048-4),제주특별자치도,제주시
제주아로마점,GS25,제주 제주시 연동10길5(연동 284-11),제주특별자치도,제주시
제주아쿠아플라넷점,GS25,"제주 서귀포시 성산읍 섭지코지로95, 2층 멀티샵 (고성리 127-3, Aqua Planet Jeju)",제주특별자치도,서귀포시
제주애월고점,GS25,제주 제주시 애월읍 일주서로6372 (애월리 3),제주특별자치도,제주시
제주애월점,GS25,제주 제주시 애월읍 애월로113(애월리 1582-1),제주특별자치도,제주시
제주애월중점,GS25,제주 제주시 애월읍 애월로151 (애월리 1750-5),제주특별자치도,제주시
제주에코그린점,GS25,"제주 제주시 한림읍 귀덕6길94, 에코그린리조트 (귀덕리 1502)",제주특별자치도,제주시
제주연문점,GS25,"제주 제주시 일주서로7778 (노형동 1023-4, 다복빌라)",제주특별자치도,제주시
제주연북점,GS25,"제주 제주시 과원북4길82, 1층 (연동 1481-1)",제주특별자치도,제주시
제주연오로점,GS25,제주 제주시 연오로4 (연동 320-29),제주특별자치도,제주시
제주연중점,GS25,제주 제주시 연동13길9(연동 292-36),제주특별자치도,제주시
제주영어마을점,GS25,제주 서귀포시 대정읍보성리 2405번지 104호,제주특별자치도,서귀포시
제주오남로점,GS25,"제주 제주시 오남로6길31, 102,103호 (오라일동 982-5)",제주특별자치도,제주시
제주오로라호텔점,GS25,"제주 제주시 논세길51 (내도동 239-1, 제주오로라호텔)",제주특별자치도,제주시
제주올레리조트점,GS25,"제주 제주시 애월읍 부룡수길33, 올레리조트 (신엄리 2867-3)",제주특별자치도,제주시
제주옹달샘점,GS25,"제주 제주시 아연로295, 101호 (오등동 1692-11, 아연빌라)",제주특별자치도,제주시
제주와흘점,GS25,"제주 제주시 조천읍 남조로2188, 1층 (와흘리 165-59)",제주특별자치도,제주시
제주용담점,GS25,제주 제주시 용담로113(용담일동 310-14),제주특별자치도,제주시
제주용화점,GS25,제주 제주시 용화로26(용담이동 629-5),제주특별자치도,제주시
제주용흥점,GS25,제주 제주시 용담로89 (용담이동 359-60),제주특별자치도,제주시
제주우령점,GS25,제주 제주시 우령서로20 (외도일동 1815),제주특별자치도,제주시
제주원노형점,GS25,제주 제주시 원노형3길34 (노형동 904-9),제주특별자치도,제주시
제주원당점,GS25,"제주 제주시 선사로8길80, 1층 (삼양일동 1579-7)",제주특별자치도,제주시
제주월랑점,GS25,제주 제주시 월랑로93 (도두일동 2280-2),제주특별자치도,제주시
제주월산타운점,GS25,제주 제주시 월산북길46 (도평동 100),제주특별자치도,제주시
제주유수암점,GS25,제주 제주시 애월읍 유수암로2 (유수암리 1928),제주특별자치도,제주시
제주유정점,GS25,제주 제주시 서광로20길12 (삼도일동 574-24),제주특별자치도,제주시
제주이도점,GS25,"제주 제주시 오복4길4 (이도이동 1064-21, 장원빌딩)",제주특별자치도,제주시
제주이호로드점,GS25,제주 제주시 일주서로7589 (이호일동 753-7),제주특별자치도,제주시
제주이호점,GS25,제주 제주시 일주서로7519 (이호일동 1918-6),제주특별자치도,제주시
제주인화점,GS25,제주 제주시 동광로113(일도이동 359-8),제주특별자치도,제주시
제주일고점,GS25,제주 제주시 진군1길13 (노형동 737-2),제주특별자치도,제주시
제주일도점,GS25,"제주 제주시 고마로127 (일도이동 48-2, 경천빌딩)",제주특별자치도,제주시
제주정방폭포점,GS25,"제주 서귀포시 칠십리로214번길36, 1층 (동홍동 280-3)",제주특별자치도,서귀포시
제주조수점,GS25,제주 제주시 한경면 용금로463 (조수리 408),제주특별자치도,제주시
제주중앙여고,GS25,제주 제주시 이도이동1979-21번지,제주특별자치도,제주시
제주중앙여중점,GS25,"제주 제주시 서사로11길5 (삼도이동 598-20, 신영빌라)",제주특별자치도,제주시
제주진군점,GS25,"제주 제주시 진군3길16, 1층 (노형동 747-8)",제주특별자치도,제주시
제주천수점,GS25,"제주 제주시 동광로154, 101호 (일도이동 371-2, 일도월드하우스)",제주특별자치도,제주시
제주첨단점,GS25,제주 제주시 첨단로217 (영평동 2169-12),제주특별자치도,제주시
제주추사관점,GS25,제주 서귀포시 대정읍 추사로36번길1 (안성리 1642-4),제주특별자치도,서귀포시
제주칠성로점,GS25,제주 제주시 관덕로15길15(일도일동 1305),제주특별자치도,제주시
제주칼호텔점,GS25,제주 제주시 중앙로144 (삼도이동 1241-13),제주특별자치도,제주시
제주코아루점,GS25,"제주 제주시 고마로16, 114호 (일도이동 602-1)",제주특별자치도,제주시
제주탑동점,GS25,제주 제주시 중앙로21(건입동 1417),제주특별자치도,제주시
제주테디밸리CC점,GS25,"제주 서귀포시 안덕면 한창로365 (상창리 2893, 테지밸리호텔)",제주특별자치도,서귀포시
제주토비스점,GS25,제주 제주시 애월읍 애월로1길8 (애월리 2505),제주특별자치도,제주시
제주표선점,GS25,"제주 서귀포시 표선면 표선중앙로90(표선리 634, GS25)",제주특별자치도,서귀포시
제주플레이스캠프,GS25,제주 서귀포시 성산읍 동류암로20 (고성리 297-1),제주특별자치도,서귀포시
제주하가타운점,GS25,제주 제주시 애월읍 하가로152 (하가리 1384-3),제주특별자치도,제주시
제주하귀로점,GS25,제주 제주시 애월읍 하귀로23길1(하귀2리 1884-3),제주특별자치도,제주시
제주하귀점,GS25,제주 제주시 애월읍 일주서로7143(하귀1리 492-8),제주특별자치도,제주시
제주하나호텔점,GS25,"제주 서귀포시 중문관광로72번길53 (색달동 2812-2, 하나호텔)",제주특별자치도,서귀포시
제주한경점,GS25,제주 제주시 한경면 중산간서로3662(저지리 1724-5),제주특별자치도,제주시
제주한라점,GS25,"제주 제주시 한라대학로63 (노형동 756, 록담빌딩)",제주특별자치도,제주시
제주한림리조트점,GS25,"제주 제주시 한림읍 일주서로5083-5, 한림리조트 (협재리 1193)",제주특별자치도,제주시
제주한수풀점,GS25,제주 제주시 한림읍 한림로708 (대림리 1812-9),제주특별자치도,제주시
제주함덕점,GS25,제주 제주시 조천읍 함덕13길2(함덕리 1002-16),제주특별자치도,제주시
제주함덕해변점,GS25,제주 제주시 조천읍 조함해안로530 (함덕리 1004-30),제주특별자치도,제주시
제주해도점,GS25,"제주 제주시 애월읍 하광로8, 104동 101호 (하귀1리 551)",제주특별자치도,제주시
제주해안점,GS25,"제주 제주시 해안마을길43, 1층 (해안동 2077-5)",제주특별자치도,제주시
제주협재점,GS25,"제주 제주시 한림읍 한림로330, 1층 GS25한림협재점 (협재리 2514-2)",제주특별자치도,제주시
제주화북점,GS25,"제주 제주시 진동로5길31 (화북일동 1947-24, 화북시장아파트)",제주특별자치도,제주시
제주화순점,GS25,"제주 서귀포시 안덕면 화순로98(화순리 333-1, GS25제주화순점)",제주특별자치도,서귀포시
조천상록점,GS25,제주 제주시 조천읍 조천북4길33 (조천리 2866-3),제주특별자치도,제주시
조천풍경점,GS25,"제주 제주시 조천읍 일주동로817, 1층 (신촌리 631)",제주특별자치도,제주시
중문단지점,GS25,제주 서귀포시 중문관광로110번길32 (색달동 2864-2),제주특별자치도,서귀포시
중문마을점,GS25,제주 서귀포시 천제연로207번길16-1 (중문동 2011-19),제주특별자치도,서귀포시
중문사거리점,GS25,제주 서귀포시 중문로80 (중문동 1351-1),제주특별자치도,서귀포시
중문상예점,GS25,제주 서귀포시 일주서로1076 (상예동 260),제주특별자치도,서귀포시
중문시티점,GS25,제주 서귀포시 중문상로27 (중문동 2050-5),제주특별자치도,서귀포시
중문오션클라우드점,GS25,제주 서귀포시 천제연로178번길26 (중문동 2330-9),제주특별자치도,서귀포시
중문중앙점,GS25,제주 서귀포시 천제연로178-1 (중문동 2118-1),제주특별자치도,서귀포시
중문희망점,GS25,제주 서귀포시 중문로53 (중문동 1616-1),제주특별자치도,서귀포시
크라운점,GS25,제주 제주시 삼무로3길26(연동 281-19),제주특별자치도,제주시
클럽이에스제주점,GS25,제주 서귀포시 1100로501 (하원동 산80-2),제주특별자치도,서귀포시
탐라도서관점,GS25,제주 제주시 노형1길43 (노형동 3801-11),제주특별자치도,제주시
탐라스테이점,GS25,제주 제주시 애월읍 애월해안로881 (하귀2리 2732),제주특별자치도,제주시
탑동공원점,GS25,제주 제주시 탑동로37 (삼도이동 1192-4),제주특별자치도,제주시
파르나스제주점,GS25,"제주 서귀포시 중문관광로72번길100, 1층 (색달동 3039-1, 파르나스호텔)",제주특별자치도,서귀포시
퍼시픽랜드점,GS25,"제주 서귀포시 중문관광로154-17 (색달동 2950-4, 퍼시픽랜드)",제주특별자치도,서귀포시
폴에이리조트점,GS25,"제주 서귀포시 월드컵로45번길40 (법환동 978, 제주원더리조트)",제주특별자치도,서귀포시
표선동서로점,GS25,제주 서귀포시 표선면 표선동서로76 (표선리 1372-5),제주특별자치도,서귀포시
표선매봉점,GS25,제주 서귀포시 표선면 일주동로6200 (세화리 122-5),제주특별자치도,서귀포시
표선중앙점,GS25,제주 서귀포시 표선면 표선동서로239(표선리 688-1),제주특별자치도,서귀포시
한담애월점,GS25,제주 제주시 애월읍 애월로11 (애월리 2467),제주특별자치도,제주시
한라대학점,GS25,"제주 제주시 한라대학로72 (노형동 1554, 미래주택)",제주특별자치도,제주시
한라병원점,GS25,"제주 제주시 도령로65 (연동 1963-2, 한라병원)",제주특별자치도,제주시
한라수목원점,GS25,제주 제주시 연동978번지,제주특별자치도,제주시
한라체육관점,GS25,제주 제주시 서광로4길10 (오라일동 2442-15),제주특별자치도,제주시
한림금능점,GS25,제주 제주시 한림읍 한림로224 (금능리 2088-54),제주특별자치도,제주시
한림동명점,GS25,제주 제주시 한림읍 한림중앙로72 (동명리 1579-8),제주특별자치도,제주시
한림명랑점,GS25,제주 제주시 한림읍 명랑로4 (한림리 1071),제주특별자치도,제주시
한림오일장점,GS25,"제주 제주시 한림읍 한수풀로56, 56, C동 (대림리)",제주특별자치도,제주시
한림옹포점,GS25,제주 제주시 한림읍옹포리 559-1번지,제주특별자치도,제주시
한림월광점,GS25,제주 제주시 한림읍 일주서로5876 (귀덕리 1179-1),제주특별자치도,제주시
한림초교점,GS25,제주 제주시 한림읍 한림로4길27 (한림리 1534-12),제주특별자치도,제주시
한림항점,GS25,"제주 제주시 한림읍 한림해안로143, 1층 (한림리 1328-14)",제주특별자치도,제주시
한화리조트제주점,GS25,제주 제주시 명림로575-107 (회천동 3-16),제주특별자치도,제주시
함덕골든튤립점,GS25,"제주 제주시 조천읍 조함해안로504, 102호 (함덕리 1269-19)",제주특별자치도,제주시
함덕교차로점,GS25,제주 제주시 조천읍 함덕로2 (함덕리 272-61),제주특별자치도,제주시
함덕라마다점,GS25,제주 제주시 조천읍 신북로474 (함덕리 3077-1),제주특별자치도,제주시
함덕코업시티점,GS25,제주 제주시 조천읍 조함해안로474 (함덕리 1010),제주특별자치도,제주시
화북거로마을점,GS25,제주 제주시 거로남4길37 (화북이동 3314-5),제주특별자치도,제주시
화북주공점,GS25,제주 제주시 동화로1길49-9 (화북일동 13-6),제주특별자치도,제주시
화북진남점,GS25,제주 제주시 진남로33 (화북일동 4201-2),제주특별자치도,제주시
화순아일랜드점,GS25,제주 서귀포시 안덕면 화순중앙로94 (화순리 358-3),제주특별자치도,서귀포시
화순육거리점,GS25,"제주 서귀포시 안덕면 화순로142, C동 1층 (화순리 1055-3)",제주특별자치도,서귀포시
효돈사거리점,GS25,제주 서귀포시 일주동로8139 (하효동 631-2),제주특별자치도,서귀포시
서귀올레시장점,세븐일레븐,제주 서귀포시 중앙로48번길 17-1,제주특별자치도,서귀포시
서귀포가시리점,세븐일레븐,제주 서귀포시 표선면 중산간동로 5264,제주특별자치도,서귀포시
서귀포강정점,세븐일레븐,제주 서귀포시 신서귀로97번길 87 1층 101호,제주특별자치도,서귀포시
서귀포강정천점,세븐일레븐,제주 서귀포시 이어도로 685-1 해 성식당,제주특별자치도,서귀포시
서귀포고성점,세븐일레븐,"제주 서귀포시 성산읍 고성동서로 66, 1층",제주특별자치도,서귀포시
서귀포남원신례점,세븐일레븐,제주 서귀포시 남원읍 신례동로 2,제주특별자치도,서귀포시
서귀포노블휘닉스점,세븐일레븐,제주 서귀포시 태평로 505 1층,제주특별자치도,서귀포시
서귀포대성사거리점,세븐일레븐,제주 서귀포시 일주동로 7627,제주특별자치도,서귀포시
서귀포대정로드점,세븐일레븐,제주 서귀포시 대정읍 일과리 1452-1외 1필지,제주특별자치도,서귀포시
서귀포대정상모점,세븐일레븐,제주 서귀포시 대정읍 비행장로 35,제주특별자치도,서귀포시
서귀포대평점,세븐일레븐,제주 서귀포시 안덕면 대평감산로 35,제주특별자치도,서귀포시
서귀포대포점,세븐일레븐,제주 서귀포시 이어도로 163 (대포동),제주특별자치도,서귀포시
서귀포더웰테라스점,세븐일레븐,"제주 서귀포시 천제연로 144, 102호(중문동, 청목더웰테라스)",제주특별자치도,서귀포시
서귀포더포그레이스점,세븐일레븐,제주 서귀포시 성산읍 해맞이해안로 2670,제주특별자치도,서귀포시
서귀포덕수점,세븐일레븐,제주 서귀포시 안덕면 덕수서로 91,제주특별자치도,서귀포시
서귀포동광IC점,세븐일레븐,제주 서귀포시 동광로 164,제주특별자치도,서귀포시
서귀포동문점,세븐일레븐,제주 서귀포시 동문로 70 (서귀동),제주특별자치도,서귀포시
서귀포동백마을점,세븐일레븐,제주 서귀포시 남원읍 한신로 543,제주특별자치도,서귀포시
서귀포동홍로점,세븐일레븐,제주 서귀포시 동홍로99번길 9,제주특별자치도,서귀포시
서귀포동홍센터점,세븐일레븐,제주 서귀포시 동홍로 45 (동홍로),제주특별자치도,서귀포시
서귀포동홍점,세븐일레븐,제주 서귀포시 동홍중앙로 70,제주특별자치도,서귀포시
서귀포동홍중앙점,세븐일레븐,제주 서귀포시 동홍중앙로 17,제주특별자치도,서귀포시
서귀포동홍현대점,세븐일레븐,제주 서귀포시 동홍남로 70 (동홍동),제주특별자치도,서귀포시
서귀포라마다점,세븐일레븐,제주 서귀포시 서호중로 55,제주특별자치도,서귀포시
서귀포라메르점,세븐일레븐,"제주 서귀포시 김정문화로 47, B101호(법환동)",제주특별자치도,서귀포시
서귀포로얄포레점,세븐일레븐,제주 서귀포시 대정읍 일주서로 2173,제주특별자치도,서귀포시
서귀포롯데기숙사점,세븐일레븐,제주 서귀포시 상예동 예래로109번길 14,제주특별자치도,서귀포시
서귀포롯데호텔점,세븐일레븐,제주 서귀포시 중문관광로72번길 35,제주특별자치도,서귀포시
서귀포모슬포항점,세븐일레븐,제주 서귀포시 대정읍 최남단해안 로 44,제주특별자치도,서귀포시
서귀포밸류호텔점,세븐일레븐,제주 서귀포시 김정문화로 51 1층,제주특별자치도,서귀포시
서귀포범섬점,세븐일레븐,제주 서귀포시 월드컵로 169,제주특별자치도,서귀포시
서귀포법환소담점,세븐일레븐,제주 서귀포시 막숙포로 152,제주특별자치도,서귀포시
서귀포법환점,세븐일레븐,제주 서귀포시 이어도로 938,제주특별자치도,서귀포시
서귀포본점,세븐일레븐,제주 서귀포시 중정로 32 (서귀동),제주특별자치도,서귀포시
서귀포사계엘린점,세븐일레븐,제주 서귀포시 사계로 187-3,제주특별자치도,서귀포시
서귀포사계포구점,세븐일레븐,제주 서귀포시 안덕면 사계남로 153번길 2,제주특별자치도,서귀포시
