대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
100836,느릅나무껍질,단일식품,기호식,떡류,찐떡,1
100840,느릅나무열매누룩,복합식품,기타,기타,기타,1
100841,느릅나무열매말림,복합식품,기타,기타,기타,1
100842,느릅나무열매장,복합식품,조미식,장류,된장,6
100844,느티떡,복합식품,기호식,떡류,찐떡,6
100845,느티시루떡,복합식품,기호식,떡류,찐떡,1
100846,늑압소,복합식품,기타,기타,기타,1
100847,능금,기술,기타,기타,기타,2
100848,능금단,복합식품,기타,기타,기타,2
100849,능금미수가루,복합식품,기타,기타,기타,1
100850,능금술,복합식품,주류,기타,기타,1
100851,능금음료,복합식품,기호식,음청류,기타,1
100855,다시마,복합식품,부식,나물류,생채,2
100856,다시마구이,복합식품,기타,기타,기타,1
100857,다시마식초,복합식품,조미식,양념류,양념류,1
100858,다시마자반,복합식품,부식,장아찌류,기타,3
100859,다시마찜,복합식품,부식,찜류,찜,1
100860,다시마튀각,복합식품,부식,장아찌류,기타,5
100861,다식,복합식품,기호식,한과류,다식,57
100864,다을과,복합식품,기호식,한과류,다식,1
100866,닥나무잎주,복합식품,주류,기타,기타,1
100867,닥주,복합식품,주류,양조곡주,혼양곡주류,1
100868,단술,복합식품,주류,양조곡주,기타,2
100869,단자,복합식품,기호식,떡류,친떡,20
100870,단호박,단일식품,기타,기타,기타,1
100872,달걀,단일식품,기타,기타,기타,8
100874,달걀경단,복합식품,기호식,떡류,삶은떡,1
100875,달걀구이,복합식품,부식,구이류,구이,4
100876,달걀국,복합식품,부식,국류,맑은장국,1
100877,달걀국수,복합식품,주식,면류,국수,2
100878,달걀꿀과자,복합식품,기호식,한과류,기타,1
100879,달걀누르미,복합식품,부식,구이류,구이,1
100881,달걀볶음,복합식품,부식,찜류,볶음,1
100882,달걀선,복합식품,부식,찜류,선,1
100884,달걀쌈,복합식품,부식,구이류,전,3
100885,달걀타락스프,복합식품,기타,기타,기타,1
100887,달걀자,복합식품,기타,기타,기타,1
100888,달걀장,복합식품,조미식,장류,기타,4
100889,달걀장아찌,복합식품,부식,장아찌류,장아찌,2
100890,달걀장조림,복합식품,부식,찜류,조림,1
100891,달걀조림,복합식품,부식,찜류,조림,1
100892,달걀조치,복합식품,부식,전골류,찌개,1
100893,달걀죽,복합식품,주식,죽류,죽,2
100894,달걀지짐이,복합식품,부식,국류,탕류,1
100895,달걀찌개,복합식품,부식,전골류,찌개,3
100896,달걀탕,복합식품,부식,국류,탕류,6
100898,달걀튀김,복합식품,기타,기타,기타,1
100899,달래장아찌,복합식품,부식,장아찌류,장아찌,4
100900,달래절임,복합식품,부식,김치,기타,1
100906,닭가슴살무침,복합식품,부식,나물류,냉채,1
100910,닭고기만두,복합식품,기호식,떡류,삶은떡,1
100911,닭고기밥,복합식품,주식,밥류,기타,1
100914,닭장아찌,복합식품,부식,장아찌류,기타,1
100915,닭장조림,복합식품,부식,찜류,조림,1
100918,닭곰탕,복합식품,부식,국류,곰국,4
100919,닭구이,복합식품,부식,구이류,구이,18
100920,닭국,복합식품,부식,국류,탕류,9
100922,닭김치,복합식품,부식,김치,기타,2
100923,닭깍두기,복합식품,부식,김치,무김치,2
100925,닭냉면,복합식품,주식,면류,냉면,1
100926,닭냉채,복합식품,부식,나물류,냉채,1
100927,닭만두,복합식품,부식,찜류,찜,1
100928,닭모래주머니속껍질구이,복합식품,부식,구이류,구이,1
100929,닭백숙,복합식품,기타,기타,기타,5
100930,닭볶음,복합식품,부식,찜류,볶음,11
100931,닭볶음탕,복합식품,부식,찜류,볶음,1
100933,닭수육,복합식품,기타,기타,기타,1
100934,닭스프,복합식품,기타,기타,기타,1
100935,닭쌈,복합식품,부식,구이류,전,1
100936,닭적,복합식품,부식,구이류,적,4
100937,닭전골,복합식품,부식,전골류,전골,3
100938,닭조림,복합식품,기타,기타,기타,5
100939,닭죽,복합식품,주식,죽류,죽,8
100940,닭찜,복합식품,부식,찜류,찜,27
100941,닭창자국,복합식품,부식,국류,기타,1
100942,닭탕,복합식품,부식,국류,탕류,7
100943,닭튀김,복합식품,부식,구이류,구이,2
100944,닭포,복합식품,부식,장아찌류,기타,1
100945,닭회,복합식품,부식,회류,생회,2
100946,담두시법,복합식품,기타,보관법,,1
100947,담북장,복합식품,조미식,장류,된장,5
100948,담수장,복합식품,주류,기타,기타,1
100949,당,복합식품,조미식,양념류,양념류,23
100950,당귀,단일식품,부식,나물류,생채,6
100951,당귀가루,단일식품,기타,기타,기타,1
100952,당귀국,복합식품,부식,국류,기타,1
100953,당귀나물,복합식품,부식,나물류,기타,1
100954,당귀다식,복합식품,기호식,한과류,다식,4
100955,당귀단자,복합식품,기호식,떡류,친떡,2
100956,당귀떡,복합식품,기호식,떡류,기타,2
100957,당귀뿌리,기술,기타,보관법,,1
100958,당귀소주,복합식품,주류,기타,기타,1
100959,당귀술,복합식품,기호식,떡류,지진떡,2
100962,당귀줄기구이,복합식품,부식,구이류,구이,1
100963,당귀차,복합식품,기호식,음청류,다류,2
100964,당귀편,복합식품,부식,찜류,초,3
100965,당근,단일식품,기타,기타,기타,1
100966,당근김치,복합식품,기타,기타,기타,3
100967,당근무침,복합식품,부식,나물류,숙채,1
100968,당근절임,복합식품,기타,기타,기타,3
100969,당근정과,복합식품,기호식,한과류,정과,2
100970,당나귀창자,기술,부식,국류,기타,1
100971,당량법주,복합식품,주류,양조곡주,순곡주류,1
100973,당정과,복합식품,기호식,한과류,정과,3
100974,대구,단일식품,기타,기타,기타,5
100975,대구국,복합식품,부식,국류,맑은장국,8
100976,대구껍질누르미,복합식품,부식,구이류,구이,1
100977,대구껍질무침,복합식품,부식,회류,초회,1
100978,대구껍질탕,복합식품,부식,국류,탕류,1
100979,대구명태찌개,복합식품,부식,전골류,찌개,2
100981,대구전유어,복합식품,부식,구이류,전유어,2
100982,대구조림,복합식품,부식,찜류,조림,2
100983,대구찌개,복합식품,부식,국류,맑은장국,1
100984,대구회,단일식품,부식,회류,생회,2
100986,대나무잎떡,복합식품,기호식,떡류,찐떡,1
100987,대나무잎영양밥,복합식품,주식,밥류,기타,1
100988,대나무잎주,복합식품,주류,기타,기타,1
100989,대나무잎죽,복합식품,주식,죽류,죽,1
100990,대나무잎찰밥,복합식품,주식,밥류,흰밥,1
100991,대나무진액주,복합식품,주류,기타,기타,2
100992,대나무통고기구이,복합식품,부식,구이류,구이,1
100993,대나무통밥,복합식품,주식,밥류,흰밥,1
100994,대나무통주,복합식품,주류,양조곡주,순곡주류,1
100996,대두,단일식품,주식,죽류,죽,1
100997,대두식초,복합식품,조미식,양념류,양념류,1
100998,대두장,복합식품,조미식,장류,기타,1
100999,대두주,복합식품,주식,죽류,죽,2
101000,대두즙,복합식품,주식,죽류,즙,1
101001,대두천세고주,복합식품,주류,기타,기타,1
101002,대마술,복합식품,주류,양조곡주,혼양곡주류,1
101003,대만두,복합식품,주식,면류,만두,7
101006,대맥장,복합식품,조미식,장류,기타,1
101007,대맥초,복합식품,조미식,양념류,양념류,2
101009,대약과,복합식품,기호식,한과류,유밀과,11
101010,대주백타국,복합식품,주류,기타,기타,1
101012,대추,단일식품,조미식,양념류,고명류,24
101015,대추경단,복합식품,기호식,떡류,삶은떡,1
101017,대추기름,복합식품,조미식,양념류,양념류,1
101018,대추껍질,복합식품,기타,기타,기타,1
101019,대추단자,복합식품,기호식,떡류,친떡,6
101020,대추떡,복합식품,기호식,떡류,찐떡,2
101021,대추란,복합식품,기호식,한과류,기타,1
101022,대추미음,복합식품,주식,죽류,미음,3
101023,대추사향차,복합식품,기호식,음청류,음료류,1
101025,대추송편,복합식품,기호식,떡류,찐떡,1
101026,대추식초,복합식품,주류,기타,기타,10
101027,대추엿,복합식품,기호식,한과류,기타,2
101028,대추엿강정,복합식품,기호식,한과류,엿강정,2
101029,대추인절미,복합식품,기호식,떡류,친떡,5
101031,대추전병,복합식품,기호식,떡류,지진떡,1
101032,대추정과,복합식품,기호식,한과류,정과,3
101034,대추주악,복합식품,기호식,떡류,지진떡,7
101035,대추죽,복합식품,주식,죽류,죽,3
101036,대추차,단일식품,기호식,음청류,음료류,2
101038,대추탕,복합식품,기호식,음청류,음료류,1
101039,대추편,복합식품,부식,장아찌류,기타,4
101041,대추포,복합식품,부식,장아찌류,기타,2
101044,대하무침,복합식품,부식,회류,초회,5
101045,대하볶음,복합식품,부식,찜류,볶음,2
101047,대하전,복합식품,부식,구이류,전,2
101049,대하찜,복합식품,부식,찜류,찜,1
101050,대합,단일식품,기타,기타,기타,1
101051,대합구이,복합식품,부식,구이류,구이,5
101053,대합식해,복합식품,부식,젓갈류,식해,1
101054,대합요리,복합식품,기타,기타,기타,1
101055,대합전골,복합식품,부식,전골류,전골,1
101056,대합전유어,복합식품,부식,구이류,전유어,1
101057,대합젓,복합식품,부식,젓갈류,발효젓,2
101059,대합찜,복합식품,부식,찜류,찜,3
101060,대합회,단일식품,부식,회류,생회,3
101062,대화전유어,복합식품,부식,구이류,전유어,1
101063,대화찜,복합식품,부식,찜류,찜,2
101065,더덕구이,복합식품,부식,구이류,구이,7
101066,더덕나물,복합식품,부식,나물류,기타,1
101067,더덕된장,복합식품,조미식,장류,기타,1
101068,더덕떡,복합식품,기호식,떡류,찐떡,1
101069,더덕산승,복합식품,기호식,떡류,지진떡,1
101070,더덕생채,복합식품,부식,나물류,생채,3
101071,더덕자반,복합식품,부식,장아찌류,기타,5
101072,더덕장,복합식품,조미식,장류,기타,3
101073,더덕장아찌,복합식품,부식,장아찌류,장아찌,1
101075,더덕절임,복합식품,기타,기타,기타,1
101076,더덕튀김,복합식품,기호식,떡류,기타,1
101077,도꼬마리된장죽,복합식품,주식,죽류,기타,1
101079,도꼬마리씨죽,복합식품,주식,죽류,죽,3
101080,도꼬마리잎국,복합식품,부식,국류,기타,1
101081,도꼬마리잎나물,복합식품,부식,나물류,숙채,1
101082,도꼬마리차,복합식품,기호식,음청류,다류,1
101083,도라지,단일식품,부식,찜류,찜,5
101084,도라지나물,복합식품,부식,나물류,숙채,8
101085,도라지생채,복합식품,부식,나물류,생채,10
101086,도라지식초,복합식품,부식,찜류,초,3
101087,도라지식해,복합식품,부식,젓갈류,식해,1
101088,도라지자반,복합식품,부식,장아찌류,기타,1
101089,도라지장아찌,복합식품,부식,찜류,기타,1
101090,도라지적,복합식품,부식,구이류,적,1
101091,도라지정과,복합식품,기호식,한과류,정과,10
101092,도라지졸임,복합식품,기호식,한과류,정과,1
101093,도라지찜,복합식품,부식,찜류,찜,1
101094,도라지차,단일식품,기호식,음청류,다류,1
101097,도루묵찌개,복합식품,부식,전골류,찌개,1
101098,도미구이,복합식품,부식,구이류,구이,5
101099,도미국,복합식품,부식,국류,맑은장국,7
101100,도미국수,복합식품,주식,면류,국수,9
101102,도미백숙,복합식품,부식,국류,곰국,1
101103,도미어채,복합식품,부식,회류,기타,1
101104,도미자반,복합식품,부식,장아찌류,기타,1
101105,도미전유어,복합식품,부식,구이류,전유어,1
101106,도미조림,복합식품,부식,찜류,조림,1
101107,도미찌개,복합식품,부식,전골류,찌개,1
101108,도미찜,복합식품,부식,찜류,찜,11
101109,도소주,복합식품,주류,양조곡주,혼양곡주류,6
101110,도원주,복합식품,주류,기타,기타,1
101111,도인주,복합식품,주류,양조곡주,혼양곡주류,3
101112,도인죽,복합식품,주식,죽류,죽,1
101113,도적법,복합식품,부식,구이류,구이,1
101114,도주,복합식품,주류,양조곡주,혼양곡주류,1
101115,도토리다식,복합식품,기호식,한과류,다식,1
101117,도토리떡,복합식품,기호식,떡류,기타,1
101121,도하백포,복합식품,부식,장아찌류,기타,1
101122,도화달걀법,복합식품,기타,기타,기타,1
101123,도화주,복합식품,주류,양조곡주,순곡주류,11
101125,돈전병,복합식품,기호식,떡류,지진떡,3
101126,돌나물김치,복합식품,부식,김치,야채김치,2
101130,동아선,복합식품,부식,찜류,선,2
101131,동아즙,복합식품,기타,기타,기타,1
101134,동동주,복합식품,주류,양조곡주,순곡주류,11
101135,동마자죽,복합식품,주식,죽류,죽,1
101136,동미명주,복합식품,주류,양조곡주,순곡주류,1
101139,동부인절미,복합식품,기호식,떡류,친떡,1
101141,동아,단일식품,부식,나물류,생채,8
101144,동아초절임,복합식품,부식,장아찌류,장아찌,2
101148,동아국,복합식품,부식,국류,맑은장국,2
101149,동아김치,복합식품,부식,김치,과일김치,11
101151,동아돈채,복합식품,기타,기타,기타,1
101154,동아만두,복합식품,주식,면류,만두,2
101155,동아볶음,복합식품,부식,찜류,볶음,1
101156,동아석박지,복합식품,부식,김치,무김치,8
101160,동아장아찌,복합식품,부식,김치,과일김치,1
101161,동아적,복합식품,부식,구이류,적,3
101162,동아전,복합식품,부식,구이류,구이,7
101163,동아절임,복합식품,기타,기타,기타,5
101164,동아정과,복합식품,기호식,한과류,정과,18
101165,동아주,복합식품,기호식,떡류,찐떡,2
