"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001393","휘경중학교","03","공립","N","","5","120","24","4","98","24.5","5","103","20.6","2","5","2.5","0","0","0","16","326","20.4","31","10.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001545","강남중학교","03","공립","N","","5","95","19","4","84","21","5","109","21.8","1","2","2","0","0","0","15","290","19.3","26","11.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001546","강현중학교","03","공립","N","","5","122","24.4","5","114","22.8","5","128","25.6","1","8","8","0","0","0","16","372","23.3","30","12.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001547","관악중학교","03","공립","N","","4","91","22.8","5","105","21","4","91","22.8","1","3","3","0","0","0","14","290","20.7","29","10"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001548","광신중학교","03","사립","N","","4","81","20.3","4","87","21.8","4","90","22.5","0","0","0","0","0","0","12","258","21.5","22","11.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001549","국사봉중학교","03","공립","N","","5","111","22.2","5","113","22.6","5","119","23.8","2","8","4","0","0","0","17","351","20.6","33","10.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001550","난우중학교","03","공립","N","","6","158","26.3","7","179","25.6","7","184","26.3","2","11","5.5","0","0","0","22","532","24.2","38","14"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001551","남강중학교","03","사립","N","","5","113","22.6","5","105","21","6","128","21.3","0","0","0","0","0","0","16","346","21.6","28","12.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001552","남서울중학교","03","공립","N","","4","84","21","4","91","22.8","4","100","25","2","8","4","0","0","0","14","283","20.2","24","11.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001553","남성중학교","03","공립","N","","4","77","19.3","5","116","23.2","4","104","26","1","7","7","0","0","0","14","304","21.7","24","12.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001554","당곡중학교","03","공립","N","","7","156","22.3","8","201","25.1","7","173","24.7","2","11","5.5","0","0","0","24","541","22.5","49","11"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001555","대방중학교","03","공립","N","","9","222","24.7","9","247","27.4","10","285","28.5","1","4","4","0","0","0","29","758","26.1","49","15.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001556","동양중학교","03","사립","N","","5","114","22.8","5","115","23","6","133","22.2","0","0","0","0","0","0","16","362","22.6","27","13.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001557","동작중학교","03","공립","N","","5","114","22.8","5","137","27.4","5","143","28.6","0","0","0","0","0","0","15","394","26.3","28","14.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001558","문창중학교","03","공립","N","","5","111","22.2","5","104","20.8","7","173","24.7","1","2","2","0","0","0","18","390","21.7","32","12.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001559","미성중학교","03","공립","N","","6","145","24.2","6","152","25.3","6","157","26.2","1","6","6","0","0","0","19","460","24.2","31","14.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001560","봉림중학교","03","공립","N","","4","85","21.3","4","90","22.5","4","100","25","1","7","7","0","0","0","13","282","21.7","24","11.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001561","봉원중학교","03","공립","N","","6","143","23.8","7","163","23.3","7","180","25.7","2","12","6","0","0","0","22","498","22.6","42","11.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001562","사당중학교","03","공립","N","","7","177","25.3","6","142","23.7","7","176","25.1","1","7","7","0","0","0","21","502","23.9","35","14.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001563","상도중학교","03","공립","N","","6","139","23.2","6","149","24.8","8","190","23.8","0","0","0","0","0","0","20","478","23.9","36","13.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001564","상현중학교","03","공립","N","","7","168","24","7","174","24.9","7","188","26.9","1","7","7","0","0","0","22","537","24.4","46","11.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001565","서울문영여자중학교","03","사립","N","","4","73","18.3","4","85","21.3","5","95","19","0","0","0","0","0","0","13","253","19.5","24","10.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001566","성남중학교","03","사립","N","","7","183","26.1","8","212","26.5","8","213","26.6","0","0","0","0","0","0","23","608","26.4","38","16"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001567","성보중학교","03","사립","N","","6","122","20.3","6","135","22.5","8","183","22.9","0","0","0","0","0","0","20","440","22","33","13.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001568","신관중학교","03","공립","N","","4","79","19.8","4","75","18.8","4","66","16.5","1","1","1","0","0","0","13","221","17","27","8.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001569","삼성중학교","03","공립","N","","4","79","19.8","4","89","22.3","4","91","22.8","1","7","7","0","0","0","13","266","20.5","23","11.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001570","신림중학교","03","공립","N","","4","98","24.5","5","108","21.6","4","109","27.3","1","2","2","0","0","0","14","317","22.6","28","11.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001571","영등포중학교","03","공립","N","","4","74","18.5","4","57","14.3","4","67","16.8","1","5","5","0","0","0","13","203","15.6","25","8.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001572","인헌중학교","03","공립","N","","6","145","24.2","7","154","22","7","151","21.6","0","0","0","0","0","0","20","450","22.5","37","12.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001573","장승중학교","03","공립","N","","7","184","26.3","8","193","24.1","8","218","27.3","2","8","4","0","0","0","25","603","24.1","50","12.1"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001575","중앙대학교사범대학부속중학교","03","사립","N","","9","206","22.9","8","213","26.6","9","206","22.9","0","0","0","0","0","0","26","625","24","47","13.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001696","공릉중학교","03","공립","N","","10","199","19.9","10","230","23","11","266","24.2","1","5","5","0","0","0","32","700","21.9","55","12.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001697","광운중학교","03","사립","N","","5","96","19.2","6","107","17.8","6","125","20.8","0","0","0","0","0","0","17","328","19.3","29","11.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001698","노곡중학교","03","공립","N","","5","118","23.6","5","101","20.2","6","141","23.5","1","4","4","0","0","0","17","364","21.4","31","11.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001699","노원중학교","03","공립","N","","6","133","22.2","7","156","22.3","6","155","25.8","2","4","2","0","0","0","21","448","21.3","39","11.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001700","노일중학교","03","공립","N","","5","108","21.6","6","142","23.7","6","140","23.3","0","0","0","0","0","0","17","390","22.9","30","13"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001701","녹천중학교","03","공립","N","","6","135","22.5","6","156","26","6","154","25.7","1","6","6","0","0","0","19","451","23.7","36","12.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001702","도봉중학교","03","공립","N","","6","132","22","5","113","22.6","7","153","21.9","1","3","3","0","0","0","19","401","21.1","37","10.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001703","방학중학교","03","공립","N","","5","129","25.8","6","129","21.5","6","133","22.2","2","7","3.5","0","0","0","19","398","20.9","31","12.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001704","백운중학교","03","공립","N","","6","134","22.3","7","173","24.7","8","188","23.5","2","8","4","0","0","0","23","503","21.9","45","11.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001705","북서울중학교","03","공립","N","","6","128","21.3","7","154","22","7","154","22","0","0","0","0","0","0","20","436","21.8","42","10.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001706","불암중학교","03","공립","N","","11","314","28.5","12","358","29.8","12","373","31.1","0","0","0","0","0","0","35","1045","29.9","59","17.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001707","상경중학교","03","공립","N","","7","152","21.7","7","158","22.6","9","204","22.7","1","7","7","0","0","0","24","521","21.7","45","11.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001708","상계제일중학교","03","공립","N","","8","163","20.4","8","173","21.6","8","186","23.3","2","9","4.5","0","0","0","26","531","20.4","47","11.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001709","상계중학교","03","공립","N","","7","152","21.7","8","182","22.8","8","166","20.8","2","14","7","0","0","0","25","514","20.6","46","11.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001710","상명중학교","03","사립","N","","9","248","27.6","9","286","31.8","9","277","30.8","0","0","0","0","0","0","27","811","30","45","18"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001711","상원중학교","03","공립","N","","6","128","21.3","7","143","20.4","7","143","20.4","0","0","0","0","0","0","20","414","20.7","35","11.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001712","선덕중학교","03","사립","N","","9","229","25.4","8","223","27.9","9","247","27.4","0","0","0","0","0","0","26","699","26.9","42","16.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001713","수락중학교","03","공립","N","","6","138","23","6","144","24","7","168","24","2","9","4.5","0","0","0","21","459","21.9","34","13.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001714","신도봉중학교","03","공립","N","","7","167","23.9","7","159","22.7","7","175","25","2","6","3","0","0","0","23","507","22","37","13.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001715","신방학중학교","03","공립","N","","6","126","21","7","137","19.6","7","163","23.3","0","0","0","0","0","0","20","426","21.3","40","10.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001716","신상중학교","03","공립","N","","5","101","20.2","6","107","17.8","6","133","22.2","0","0","0","0","0","0","17","341","20.1","32","10.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001717","신창중학교","03","공립","N","","5","97","19.4","5","109","21.8","5","125","25","2","10","5","0","0","0","17","341","20.1","31","11"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001718","염광중학교","03","사립","N","","5","96","19.2","5","112","22.4","6","114","19","0","0","0","0","0","0","16","322","20.1","28","11.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001719","온곡중학교","03","공립","N","","7","164","23.4","8","191","23.9","8","176","22","1","6","6","0","0","0","24","537","22.4","45","11.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001720","월계중학교","03","공립","N","","5","101","20.2","5","117","23.4","5","121","24.2","2","8","4","0","0","0","17","347","20.4","33","10.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001721","재현중학교","03","사립","N","","8","181","22.6","8","170","21.3","8","177","22.1","0","0","0","0","0","0","24","528","22","46","11.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001722","정의여자중학교","03","사립","N","","5","105","21","5","99","19.8","6","115","19.2","0","0","0","0","0","0","16","319","19.9","27","11.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001723","중계중학교","03","공립","N","","10","274","27.4","11","317","28.8","10","305","30.5","1","6","6","0","0","0","32","902","28.2","58","15.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001724","중원중학교","03","공립","N","","5","107","21.4","7","142","20.3","8","169","21.1","2","8","4","0","0","0","22","426","19.4","40","10.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001725","중평중학교","03","공립","N","","9","264","29.3","10","277","27.7","11","311","28.3","1","5","5","0","0","0","31","857","27.6","52","16.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001726","창동중학교","03","공립","N","","9","210","23.3","9","217","24.1","10","262","26.2","2","6","3","0","0","0","30","695","23.2","52","13.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001727","창북중학교","03","공립","N","","7","162","23.1","7","162","23.1","8","186","23.3","0","0","0","0","0","0","22","510","23.2","44","11.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001728","창일중학교","03","공립","N","","8","185","23.1","9","222","24.7","10","242","24.2","0","0","0","0","0","0","27","649","24","50","13"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001729","청원중학교","03","사립","N","","7","193","27.6","7","204","29.1","7","185","26.4","0","0","0","0","0","0","21","582","27.7","35","16.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001730","태랑중학교","03","공립","N","","7","152","21.7","9","206","22.9","9","225","25","1","4","4","0","0","0","26","587","22.6","51","11.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001731","하계중학교","03","공립","N","","10","216","21.6","12","265","22.1","13","302","23.2","1","4","4","0","0","0","36","787","21.9","63","12.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001732","한천중학교","03","공립","N","","9","206","22.9","9","228","25.3","8","202","25.3","2","5","2.5","0","0","0","28","641","22.9","48","13.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001924","경성중학교","03","사립","N","","5","105","21","5","105","21","5","127","25.4","0","0","0","0","0","0","15","337","22.5","26","13"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001925","광성중학교","03","사립","N","","5","121","24.2","5","125","25","5","140","28","0","0","0","0","0","0","15","386","25.7","27","14.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001926","구산중학교","03","공립","N","","7","175","25","7","184","26.3","9","230","25.6","2","11","5.5","0","0","0","25","600","24","48","12.5"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001927","대성중학교","03","사립","N","","8","140","17.5","8","142","17.8","9","171","19","0","0","0","0","0","0","25","453","18.1","42","10.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001928","덕산중학교","03","공립","N","","5","107","21.4","5","124","24.8","5","113","22.6","1","3","3","0","0","0","16","347","21.7","34","10.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001929","동도중학교","03","사립","N","","8","213","26.6","8","228","28.5","8","242","30.3","0","0","0","0","0","0","24","683","28.5","41","16.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001930","동명여자중학교","03","사립","N","","4","71","17.8","4","84","21","4","86","21.5","0","0","0","0","0","0","12","241","20.1","24","10"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001931","명지중학교","03","사립","N","","10","260","26","10","241","24.1","10","237","23.7","0","0","0","0","0","0","30","738","24.6","50","14.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001932","불광중학교","03","공립","N","","7","167","23.9","6","164","27.3","8","206","25.8","2","12","6","0","0","0","23","549","23.9","45","12.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001933","상신중학교","03","공립","N","","5","96","19.2","4","93","23.3","5","121","24.2","1","7","7","0","0","0","15","317","21.1","28","11.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001934","서연중학교","03","공립","N","","4","60","15","4","84","21","5","102","20.4","1","4","4","0","0","0","14","250","17.9","29","8.6"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001935","서울여자중학교","03","공립","N","","8","209","26.1","8","229","28.6","8","219","27.4","1","5","5","0","0","0","25","662","26.5","47","14.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001936","선일여자중학교","03","사립","N","","7","109","15.6","7","130","18.6","8","151","18.9","0","0","0","0","0","0","22","390","17.7","39","10"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001937","선정중학교","03","사립","N","","9","175","19.4","9","228","25.3","9","202","22.4","0","0","0","0","0","0","27","605","22.4","46","13.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001938","성사중학교","03","공립","N","","4","87","21.8","5","108","21.6","5","129","25.8","2","3","1.5","0","0","0","16","327","20.4","36","9.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001939","성산중학교","03","공립","N","","6","133","22.2","7","160","22.9","8","198","24.8","1","5","5","0","0","0","22","496","22.5","37","13.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001940","성서중학교","03","공립","N","","6","139","23.2","6","145","24.2","8","193","24.1","1","6","6","0","0","0","21","483","23","42","11.5"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001941","숭문중학교","03","사립","N","","6","160","26.7","6","175","29.2","6","174","29","0","0","0","0","0","0","18","509","28.3","34","15"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001942","숭실중학교","03","사립","N","","6","106","17.7","6","121","20.2","6","132","22","0","0","0","0","0","0","18","359","19.9","30","12"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001943","신수중학교","03","공립","N","","6","135","22.5","6","162","27","6","172","28.7","1","2","2","0","0","0","19","471","24.8","32","14.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001944","신연중학교","03","공립","N","","5","120","24","4","105","26.3","6","141","23.5","2","5","2.5","0","0","0","17","371","21.8","30","12.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001945","아현중학교","03","공립","N","","7","177","25.3","7","187","26.7","6","176","29.3","2","11","5.5","0","0","0","22","551","25","40","13.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001946","연북중학교","03","공립","N","","4","93","23.3","4","98","24.5","5","112","22.4","1","5","5","0","0","0","14","308","22","30","10.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001947","연서중학교","03","공립","N","","4","89","22.3","4","90","22.5","6","132","22","1","7","7","0","0","0","15","318","21.2","36","8.8"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001948","연신중학교","03","공립","N","","5","102","20.4","5","123","24.6","7","165","23.6","1","4","4","0","0","0","18","394","21.9","35","11.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001949","연천중학교","03","공립","N","","4","79","19.8","5","111","22.2","6","128","21.3","0","0","0","0","0","0","15","318","21.2","32","9.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001950","연희중학교","03","공립","N","","10","249","24.9","9","214","23.8","10","258","25.8","0","0","0","0","0","0","29","721","24.9","54","13.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001951","영락중학교","03","사립","N","","8","227","28.4","8","215","26.9","8","232","29","0","0","0","0","0","0","24","674","28.1","40","16.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001952","예일여자중학교","03","사립","N","","8","212","26.5","8","218","27.3","8","210","26.3","0","0","0","0","0","0","24","640","26.7","44","14.5"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001953","은평중학교","03","공립","N","","7","159","22.7","7","179","25.6","8","192","24","2","12","6","0","0","0","24","542","22.6","45","12"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001955","이화여자대학교사범대학부속이화・금란중학교","03","사립","N","","6","161","26.8","6","161","26.8","6","162","27","0","0","0","0","0","0","18","484","26.9","39","12.4"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001956","인창중학교","03","사립","N","","6","108","18","6","119","19.8","6","112","18.7","0","0","0","0","0","0","18","339","18.8","30","11.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001958","정원여자중학교","03","사립","N","","7","124","17.7","7","110","15.7","8","131","16.4","0","0","0","0","0","0","22","365","16.6","37","9.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001959","중암중학교","03","공립","N","","9","235","26.1","10","260","26","13","326","25.1","1","6","6","0","0","0","33","827","25.1","55","15"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001960","중앙여자중학교","03","사립","N","","5","108","21.6","5","101","20.2","5","103","20.6","0","0","0","0","0","0","15","312","20.8","28","11.1"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001961","증산중학교","03","공립","N","","6","116","19.3","4","87","21.8","4","85","21.3","1","5","5","0","0","0","15","293","19.5","27","10.9"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 은평구","S010001962","충암중학교","03","사립","N","","10","262","26.2","10","235","23.5","10","269","26.9","0","0","0","0","0","0","30","766","25.5","50","15.3"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001963","한성중학교","03","사립","N","","6","97","16.2","6","92","15.3","6","120","20","0","0","0","0","0","0","18","309","17.2","29","10.7"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 서대문구","S010001964","홍은중학교","03","공립","N","","4","100","25","5","122","24.4","5","117","23.4","1","4","4","0","0","0","15","343","22.9","26","13.2"
"서울특별시교육청","서울특별시서부교육지원청","서울특별시 마포구","S010001965","홍익대학교사범대학부속여자중학교","03","사립","N","","5","132","26.4","5","131","26.2","5","130","26","0","0","0","0","0","0","15","393","26.2","27","14.6"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002143","건국대학교사범대학부속중학교","03","사립","N","","8","197","24.6","8","198","24.8","8","203","25.4","0","0","0","0","0","0","24","598","24.9","40","15"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002144","경수중학교","03","공립","N","","4","82","20.5","4","86","21.5","5","99","19.8","2","5","2.5","0","0","0","15","272","18.1","25","10.9"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002145","광남중학교","03","공립","N","","13","361","27.8","13","404","31.1","13","426","32.8","0","0","0","0","0","0","39","1191","30.5","68","17.5"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002146","광양중학교","03","공립","N","","6","135","22.5","6","143","23.8","7","163","23.3","0","0","0","0","0","0","19","441","23.2","39","11.3"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002147","광장중학교","03","공립","N","","8","178","22.3","8","180","22.5","9","204","22.7","0","0","0","0","0","0","25","562","22.5","45","12.5"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002148","광진중학교","03","공립","N","","4","74","18.5","5","110","22","5","118","23.6","2","4","2","0","0","0","16","306","19.1","30","10.2"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002149","광희중학교","03","공립","N","","10","243","24.3","10","275","27.5","10","276","27.6","2","11","5.5","0","0","0","32","805","25.2","55","14.6"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002150","구의중학교","03","공립","N","","5","124","24.8","6","134","22.3","6","148","24.7","1","6","6","0","0","0","18","412","22.9","35","11.8"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002151","대원국제중학교","03","사립","N","","5","164","32.8","5","166","33.2","5","168","33.6","0","0","0","0","0","0","15","498","33.2","37","13.5"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002152","동마중학교","03","공립","N","","5","106","21.2","6","132","22","6","148","24.7","2","11","5.5","0","0","0","19","397","20.9","37","10.7"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002153","동국대학교사범대학부속여자중학교","03","사립","N","","6","141","23.5","6","143","23.8","7","187","26.7","0","0","0","0","0","0","19","471","24.8","38","12.4"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002154","무학중학교","03","공립","N","","10","244","24.4","10","282","28.2","10","279","27.9","0","0","0","0","0","0","30","805","26.8","50","16.1"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002155","성수중학교","03","공립","N","","4","65","16.3","4","71","17.8","4","77","19.3","0","0","0","0","0","0","12","213","17.8","24","8.9"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002156","성원중학교","03","공립","N","","4","54","13.5","4","68","17","4","88","22","1","5","5","0","0","0","13","215","16.5","26","8.3"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002157","신양중학교","03","공립","N","","4","84","21","4","96","24","5","109","21.8","0","0","0","0","0","0","13","289","22.2","24","12"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002158","옥정중학교","03","공립","N","","8","188","23.5","8","208","26","9","228","25.3","2","8","4","0","0","0","27","632","23.4","43","14.7"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002159","용곡중학교","03","공립","N","","9","215","23.9","9","217","24.1","10","228","22.8","0","0","0","0","0","0","28","660","23.6","52","12.7"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 광진구","S010002160","자양중학교","03","공립","N","","8","206","25.8","9","219","24.3","10","249","24.9","2","12","6","0","0","0","29","686","23.7","48","14.3"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002161","한양대학교사범대학부속중학교","03","사립","N","","7","150","21.4","7","158","22.6","7","177","25.3","0","0","0","0","0","0","21","485","23.1","35","13.9"
"서울특별시교육청","서울특별시성동광진교육지원청","서울특별시 성동구","S010002162","행당중학교","03","공립","N","","4","73","18.3","4","82","20.5","5","92","18.4","0","0","0","0","0","0","13","247","19","24","10.3"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 강북구","S010002263","강북중학교","03","공립","N","","5","118","23.6","5","123","24.6","5","138","27.6","2","8","4","0","0","0","17","387","22.8","33","11.7"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002264","고려대학교사범대학부속중학교","03","사립","N","","10","202","20.2","10","240","24","10","270","27","0","0","0","0","0","0","30","712","23.7","52","13.7"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002265","고명중학교","03","사립","N","","5","129","25.8","5","149","29.8","5","143","28.6","0","0","0","0","0","0","15","421","28.1","27","15.6"
"서울특별시교육청","서울특별시성북강북교육지원청","서울특별시 성북구","S010002266","남대문중학교","03","사립","N","","7","160","22.9","7","145","20.7","7","169","24.1","0","0","0","0","0","0","21","474","22.6","42","11.3"
