"키","분류1","분류2","분류3","검색어","명칭","행정 시","행정 구","행정 동"
"BE_IW04-0207","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","익산촬영세트장","익산촬영세트장","전라북도","익산시","성당면"
"BE_IW04-0208","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","인생은아름다워/촬영지","인생은아름다워촬영지","제주특별자치도","서귀포시","대정읍"
"BE_IW04-0248","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","태극기휘날리며촬영지","태극기휘날리며촬영지","","",""
"BE_IW04-0249","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","태극기휘날리며촬영지","태극기휘날리며촬영지","","",""
"BE_IW04-0109","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","불새촬영지","불새촬영지","","",""
"BE_IW04-0110","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","불새촬영지","불새촬영지","","",""
"BE_IW04-0111","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","불암촬영소","불암촬영소","","",""
"BE_IW04-0112","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","산불촬영장소","산불촬영장소","전라남도","담양군","용면"
"BE_IW04-0113","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도촬영장","상도촬영장","경상북도","상주시","사벌면"
"BE_IW04-0114","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도/촬영지","상도촬영지","전라북도","고창군","아산면"
"BE_IW04-0115","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도촬영지","상도촬영지","","",""
"BE_IW04-0116","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도촬영지","상도촬영지","","",""
"BE_IW04-0117","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도촬영지","상도촬영지","경상북도","상주시","중동면"
"BE_IW04-0118","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","상도촬영지","상도촬영지","","",""
"BE_IW04-0119","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동생가","서동생가","","",""
"BE_IW04-0120","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요/오픈세트장","서동요오픈세트장","충청남도","부여군","충화면"
"BE_IW04-0121","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요/제2오픈세트장","서동요제2오픈세트장","전라북도","익산시","여산면"
"BE_IW04-0122","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요촬영지","서동요촬영지","","",""
"BE_IW04-0123","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요촬영지","서동요촬영지","충청남도","부여군","부여읍"
"BE_IW04-0124","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요촬영지","서동요촬영지","","",""
"BE_IW04-0125","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요촬영지","서동요촬영지","충청남도","부여군","충화면"
"BE_IW04-0126","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요촬영지","서동요촬영지","","",""
"BE_IW04-0127","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요테마파크","서동요테마파크","","",""
"BE_IW04-0128","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서동요테마파크매표소","서동요테마파크매표소","","",""
"BE_IW04-0129","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서울1945촬영지","서울1945촬영지","","",""
"BE_IW04-0130","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","서편제촬영지","서편제촬영지","전라남도","완도군","청산면"
"BE_IW04-0131","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","선물촬영지","선물촬영지","전라남도","보성군","보성읍"
"BE_IW04-0132","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","선생김봉두촬영지","선생김봉두촬영지","","",""
"BE_IW04-0133","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","설악씨네라마","설악씨네라마","","",""
"BE_IW04-0134","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","섬스튜디오미사리세트장","섬스튜디오미사리세트장","","",""
"BE_IW04-0135","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","섬진강기차마을영화촬영장","섬진강기차마을영화촬영장","","",""
"BE_IW04-0136","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'객주'/배경지","소설'객주'배경지","경상북도","청송군","부동면"
"BE_IW04-0137","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'남한산성'/배경지","소설'남한산성'배경지","경기도","광주시","중부면"
"BE_IW04-0138","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'녹두장군'/배경지","소설'녹두장군'배경지","전라북도","고창군","아산면"
"BE_IW04-0139","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'녹두장군'배경지","소설'녹두장군'배경지","","",""
"BE_IW04-0140","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'논개'배경지","소설'논개'배경지","","",""
"BE_IW04-0141","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'리진'배경지","소설'리진'배경지","","",""
"BE_IW04-0142","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설'토지'/배경지","소설'토지'배경지","경상남도","하동군","악양면"
"BE_IW04-0143","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","소설역마배경지","소설역마배경지","","",""
"BE_IW04-0144","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","송악산촬영지","송악산촬영지","제주특별자치도","서귀포시","대정읍"
"BE_IW04-0145","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","쇠머리코지","쇠머리코지","","",""
"BE_IW04-0146","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","순수의시대촬영지","순수의시대촬영지","","",""
"BE_IW04-0147","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","순수의시대촬영지","순수의시대촬영지","","",""
"BE_IW04-0148","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","순수의시대촬영지","순수의시대촬영지","","",""
"BE_IW04-0149","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","순천드라마촬영장","순천드라마촬영장","","",""
"BE_IW04-0150","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스마일어게인촬영지","스마일어게인촬영지","","",""
"BE_IW04-0151","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스톱모션/스튜디오","스톱모션스튜디오","강원도","춘천시","서면"
"BE_IW04-0152","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스튜디오1","스튜디오1","경기도","남양주시","조안면"
"BE_IW04-0153","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스튜디오2","스튜디오2","경기도","남양주시","조안면"
"BE_IW04-0154","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스튜디오3","스튜디오3","경기도","남양주시","조안면"
"BE_IW04-0155","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스튜디오5","스튜디오5","경기도","남양주시","조안면"
"BE_IW04-0156","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","스튜디오아라","스튜디오아라","","",""
"BE_IW04-0157","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","슬픈연가/세트장","슬픈연가세트장","인천광역시","옹진군","북도면"
"BE_IW04-0158","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","신라의달밤촬영지","신라의달밤촬영지","","",""
"BE_IW04-0159","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","신선바위","신선바위","","",""
"BE_IW04-0160","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","실미도촬영지","실미도촬영지","인천광역시","중구","용유동"
"BE_IW04-0161","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","아름다운시절촬영지","아름다운시절촬영지","","",""
"BE_IW04-0011","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","MBC드라마화정촬영지","MBC드라마화정촬영지","","",""
"BE_IW04-0012","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","SBS드라마/드림세트장","SBS드라마드림세트장","부산광역시","기장군","기장읍"
"BE_IW04-0013","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","SBS매월대야외촬영장","SBS매월대야외촬영장","","",""
"BE_IW04-0014","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","SBS촬영장소","SBS촬영장소","충청북도","제천시","금성면"
"BE_IW04-0015","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","TV드라마선택촬영장소","TV드라마선택촬영장소","","",""
"BE_IW04-0016","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","YEG프로덕션","YEG프로덕션","경기도","이천시","마장면"
"BE_IW04-0017","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","YMCA야구단촬영지","YMCA야구단촬영지","","",""
"BE_IW04-0018","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","YMCA야구단/촬영지","YMCA야구단촬영지","경상북도","안동시","풍천면"
"BE_IW04-0019","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","YMCA야구단촬영지","YMCA야구단촬영지","","",""
"BE_IW04-0020","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가은오픈/세트장","가은오픈세트장","경상북도","문경시","가은읍"
"BE_IW04-0021","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을동화/촬영장","가을동화촬영장","강원도","속초시","조양동"
"BE_IW04-0022","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을동화촬영지","가을동화촬영지","","",""
"BE_IW04-0023","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을동화/촬영지","가을동화촬영지","강원도","고성군","거진읍"
"BE_IW04-0024","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을동화/촬영지","가을동화촬영지","경상북도","예천군","용궁면"
"BE_IW04-0025","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을동화촬영지은서네집","가을동화촬영지은서네집","","",""
"BE_IW04-0026","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","가을로/촬영지","가을로촬영지","경상북도","포항시 북구","죽장면"
"BE_IW04-0027","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","건축학개론촬영지","건축학개론촬영지","","",""
"BE_IW04-0028","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","건축학개론촬영지/한가인의집","건축학개론촬영지한가인의집","제주특별자치도","서귀포시","남원읍"
"BE_IW04-0029","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","겨울연가/촬영장","겨울연가촬영장","강원도","평창군","대관령면"
"BE_IW04-0030","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","겨울연가촬영장소","겨울연가촬영장소","","",""
"BE_IW04-0031","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","겨울연가촬영지","겨울연가촬영지","","",""
"BE_IW04-0032","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","겨울연가촬영지","겨울연가촬영지","","",""
"BE_IW04-0033","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","고맙습니다촬영지","고맙습니다촬영지","","",""
"BE_IW04-0034","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","고양아쿠아스튜디오","고양아쿠아스튜디오","","",""
"BE_IW04-0035","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","공동경비구역JSA촬영지","공동경비구역JSA촬영지","","",""
"BE_IW04-0036","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","광희문","광희문","충청북도","제천시","청풍면"
"BE_IW04-0037","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","구름계단촬영지","구름계단촬영지","","",""
"BE_IW04-0038","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","구서도역/영상촬영장소","구서도역영상촬영장소","전라북도","남원시","사매면"
"BE_IW04-0039","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","군선세트장","군선세트장","","",""
"BE_IW04-0040","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","궁촬영지","궁촬영지","","",""
"BE_IW04-0041","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","궁항전라/좌수영","궁항전라좌수영","전라북도","부안군","변산면"
"BE_IW04-0042","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","그대그리고나/촬영지","그대그리고나촬영지","경상북도","영덕군","강구면"
"BE_IW04-0043","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","금산대장금/촬영지","금산대장금촬영지","충청남도","금산군","부리면"
"BE_IW04-0044","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","나주영상/테마파크","나주영상테마파크","전라남도","나주시","공산면"
"BE_IW04-0045","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","남양주종합촬영소","남양주종합촬영소","","",""
"BE_IW04-0046","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","남양주/종합촬영소","남양주종합촬영소","경기도","남양주시","조안면"
"BE_IW04-0047","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","남양주종합촬영소스스튜디오3","남양주종합촬영소스스튜디오3","","",""
"BE_IW04-0048","관광/숙박","테마-보호구역","영화/드라마/CF 촬영소","내마음의풍금영화촬영지","내마음의풍금영화촬영지","","",""
