NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
468,N000263-33-06,N000263,수산물,품목대표,메기-자연산,2018,부산,6월,수산물,어류,100,g,-,-,-,-,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
469,N000264-ZZ-AVG,N000264,수산물,품목대표,멸치,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.7,23.1,0,238,60.5,344.6,-,수('2018),국립수산과학원
470,N000264-33-09,N000264,수산물,품목대표,멸치,2018,부산,9월,수산물,어류,100,g,127,73.4,17.7,5.4,-,0.3,0,496,3.6,125,-,38,125,0.04,0.26,8.8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,수('2018),국립수산과학원
471,N000264-33-04,N000264,수산물,품목대표,멸치,2018,부산,4월,수산물,어류,100,g,-,-,17.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.1,774,1339,1473,520,708,753,191,898,644,958,598,185,1015,1270,2587,823,527,630,215,-,-,-,-,-,-,-,수('2018),국립수산과학원
472,N000265-33-09,N000265,수산물,품목대표,멸치-근육,2018,부산,9월,수산물,어류,100,g,-,-,-,-,5.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
473,N000266-70-06,N000266,수산물,품목대표,멸치-소건품-대멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,333,25.3,50.9,12.2,12.2,0.7,-,1506,13.7,0,-,0,0,0,0.02,6.4,-,48.4,2459,4227,4416,1411,2070,1988,818,2797,1359,2282,1848,120,2446,4540,10068,761,2831,2097,542,-,-,-,-,-,-,10.9,수('2018),국립수산과학원
474,N000267-70-06,N000267,수산물,품목대표,멸치-소건품-소멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,334,19.9,54.9,10.7,10.7,0.4,-,1654,13.7,0,-,0,0,0,0.05,4.9,-,53.2,2806,4527,5011,1611,2227,2151,617,3083,1434,3332,1508,270,3565,6238,9614,1385,2428,1681,201,-,-,-,-,-,-,14.1,수('2018),국립수산과학원
475,N000268-70-06,N000268,수산물,품목대표,멸치-소건품-자멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,285,30.4,46.5,9.2,9.2,0.6,-,1272,6.2,0,-,0,0,0,0.01,2,-,45.7,2477,3982,4468,1369,2118,2112,521,2878,1567,2531,1335,18,3062,5039,7319,1272,1878,1774,286,-,-,-,-,-,-,13.3,수('2018),국립수산과학원
476,N000269-70-06,N000269,수산물,품목대표,멸치-소건품-중멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,341,20.5,54.3,11.7,11.7,0.3,-,1385,16.6,0,-,0,0,0,0.02,3,-,52.8,2817,4570,5261,1705,2438,2480,538,3234,1932,3002,1791,22,2956,5844,8593,1446,1976,2203,178,-,-,-,-,-,-,13.2,수('2018),국립수산과학원
477,N000270-11-05,N000270,수산물,품목대표,멸치-알,2018,기장(대변항),5월,수산물,어류,100,g,-,-,24.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.8,1136,1995,1633,299,833,1057,389,1265,669,652,769,151,1552,1797,3008,908,629,1183,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
478,N000271-ZZ-AVG,N000271,수산물,품목대표,멸치-액젓,2018,전국(대표),평균,수산물,수산가공품,100,g,39,68.1,8.6,0.1,-,0.001,0,730,10.1,0,-,0,0,0.12,0.29,2.6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,수('2018),국립수산과학원
479,N000271-70-06,N000271,수산물,품목대표,멸치-액젓,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,8.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.2,302,560,581,13,276,339,228,350,1574,399,190,21,473,868,1180,218,303,326,30,-,-,-,-,-,-,-,수('2018),국립수산과학원
480,N000272-70-06,N000272,수산물,품목대표,멸치-자건품-대멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,51.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,2374,4426,4231,1446,2252,2086,596,2775,1028,4232,2059,681,3191,4867,7452,2596,1665,1804,1261,-,-,-,-,-,-,-,수('2018),국립수산과학원
481,N000272-33-11,N000272,수산물,품목대표,멸치-자건품-대멸,2018,부산,11월,수산물,수산가공품,100,g,-,-,-,-,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
482,N000272-33-09,N000272,수산물,품목대표,멸치-자건품-대멸,2018,부산,9월,수산물,수산가공품,100,g,303,26.2,47.4,9.8,-,2.5,0,1905,16.2,0,-,0,0,0.12,0.11,13.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.1,수('2018),국립수산과학원
483,N000272-33-05,N000272,수산물,품목대표,멸치-자건품-대멸,2018,부산,5월,수산물,수산가공품,100,g,-,-,-,-,-,-,-,-,-,-,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
484,N000273-33-09,N000273,수산물,품목대표,멸치-자건품-세멸,2018,부산,9월,수산물,수산가공품,100,g,239,36.8,42.4,6,-,0.9,0,902,5.5,0,-,0,0,0.07,0.08,5.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.9,수('2018),국립수산과학원
485,N000274-70-06,N000274,수산물,품목대표,멸치-자건품-소멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,54.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.6,2382,4569,4286,1436,2221,2163,604,2813,976,4297,2261,616,3095,4781,7738,2250,1628,1816,767,-,-,-,-,-,-,-,수('2018),국립수산과학원
486,N000275-70-06,N000275,수산물,품목대표,멸치-자건품-중멸,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,54.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.5,2312,4365,4254,1405,2206,2081,611,2755,1037,4246,2128,673,3172,4768,7424,2586,1666,1794,1051,-,-,-,-,-,-,-,수('2018),국립수산과학원
487,N000275-33-09,N000275,수산물,품목대표,멸치-자건품-중멸,2018,부산,9월,수산물,수산가공품,100,g,232,35,38.9,5.1,-,4.8,0,1290,15.9,0,-,0,0,0.11,0.1,11.6,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.2,수('2018),국립수산과학원
488,N000276-ZZ-AVG,N000276,수산물,품목대표,멸치-자건품-혼합,2018,전국(대표),평균,수산물,수산가공품,100,g,-,-,-,-,4.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
489,N000277-33-04,N000277,수산물,품목대표,멸치-전어체,2018,부산,4월,수산물,어류,100,g,-,-,-,-,4.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
490,N000278-40-06,N000278,수산물,품목대표,멸치-젓갈,2018,신안,6월,수산물,수산가공품,100,g,118,57.7,14,6.3,-,0.001,-,874,5.6,200,-,60,200,0.02,0.23,6.3,-,12.8,643,1032,1136,129,599,644,246,729,641,699,436,31,881,1533,1868,404,569,568,239,-,-,-,-,-,-,22,수('2018),국립수산과학원
491,N000278-33-04,N000278,수산물,품목대표,멸치-젓갈,2018,부산,4월,수산물,수산가공품,100,g,-,-,-,-,3.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
492,N000279-ZZ-AVG,N000279,수산물,품목대표,명태,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81.5,1.9,0,-,-,-,-,수('2018),국립수산과학원
493,N000279-76-02,N000279,수산물,품목대표,명태,2018,사천,2월,수산물,어류,100,g,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
494,N000279-60-AVG,N000279,수산물,품목대표,명태,2018,주문진,평균,수산물,어류,100,g,80,80.3,17.5,0.7,-,0.001,0,109,1.5,55,-,17,55,0.04,0.13,2.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
495,N000279-33-11,N000279,수산물,품목대표,명태,2018,부산,11월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
496,N000279-33-04,N000279,수산물,품목대표,명태,2018,부산,4월,수산물,어류,100,g,-,-,17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.5,757,1320,1452,550,641,711,189,863,333,982,537,190,944,1292,2720,794,488,639,136,-,-,-,-,-,-,-,수('2018),국립수산과학원
497,N000280-60-04,N000280,수산물,품목대표,명태-간,2018,주문진,4월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
498,N000280-33-02,N000280,수산물,품목대표,명태-간,2018,부산,2월,수산물,어류,100,g,-,-,-,-,41.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
499,N000281-70-06,N000281,수산물,품목대표,명태-동건품(포),2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,350,16.3,74.6,3.6,3.6,0.3,-,179,2.3,0,-,0,-,0,0.13,20.4,-,71.3,2928,5353,5375,2173,2805,3250,1847,3302,2107,5073,1944,361,5225,7455,1101,3425,3894,3796,509,-,-,-,-,-,-,5.2,수('2018),국립수산과학원
500,N000282-ZZ-AVG,N000282,수산물,품목대표,명태-명란젓,2018,전국(대표),평균,수산물,수산가공품,100,g,126,66,20.5,3,-,2.7,0,28,1.2,220,-,66,220,0.48,0.52,8.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.8,수('2018),국립수산과학원
501,N000282-70-06,N000282,수산물,품목대표,명태-명란젓,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,20,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,19.1,1018,1751,1456,253,782,940,489,1101,606,855,757,82,1400,1751,3188,314,1199,1135,130,-,-,-,-,-,-,-,수('2018),국립수산과학원
502,N000283-70-06,N000283,수산물,품목대표,명태-소건품,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,70.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.2,3248,5802,5429,2189,2915,3312,1801,3515,2250,4446,2023,409,4472,7510,1125,1799,2558,3289,597,-,-,-,-,-,-,-,수('2018),국립수산과학원
503,N000284-70-05,N000284,수산물,품목대표,명태-소건품(노가리),2018,"통영,알래스카산",5월,수산물,수산가공품,100,g,351,16.1,74.3,3.8,3.8,0.3,-,2066,2.9,0,-,0,-,0,0.21,6.2,-,71.3,3177,5739,5611,2209,2974,3346,1696,3521,1987,4770,2363,510,4976,7658,1144,2582,3179,3564,652,-,-,-,-,-,-,5.5,수('2018),국립수산과학원
504,N000285-ZZ-AVG,N000285,수산물,품목대표,명태-소건품(코다리),2018,전국(대표),평균,수산물,수산가공품,100,g,290,31.1,61.7,3.1,-,0.001,0,243,2.7,0,-,0,-,0.15,0.22,8.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.1,수('2018),국립수산과학원
505,N000286-ZZ-AVG,N000286,수산물,품목대표,명태-알,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.4,6.7,4.3,-,-,-,-,수('2018),국립수산과학원
506,N000286-60-04,N000286,수산물,품목대표,명태-알,2018,주문진,4월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.68,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
507,N000287-ZZ-AVG,N000287,수산물,품목대표,명태-조미건품(포),2018,전국(대표),평균,수산물,수산가공품,100,g,319,17.5,43.9,1.5,-,29.2,0,392,5.9,0,-,0,0,0.03,0.08,4.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.9,수('2018),국립수산과학원
508,N000287-33-06,N000287,수산물,품목대표,명태-조미건품(포),2018,부산,6월,수산물,수산가공품,100,g,-,-,37.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.5,2045,2411,2401,696,1539,1764,908,1733,713,2250,1052,122,2082,4657,7078,868,2805,1393,103,-,-,-,-,-,-,-,수('2018),국립수산과학원
509,N000288-ZZ-AVG,N000288,수산물,품목대표,명태-창란젓,2018,전국(대표),평균,수산물,수산가공품,100,g,116,64.3,12.9,3.2,-,8.2,0,99,1.4,30,-,6,30,0.13,0.2,3.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.4,수('2018),국립수산과학원
510,N000288-70-06,N000288,수산물,품목대표,명태-창란젓,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,9.3,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,9.3,318,512,443,212,282,373,120,351,300,560,181,19,568,880,2532,560,593,466,68,-,-,-,-,-,-,-,수('2018),국립수산과학원
511,N000290-ZZ-AVG,N000290,수산물,품목대표,명태-포(먹태),2018,전국(대표),평균,수산물,수산가공품,100,g,372,11.3,82.7,2.4,-,0.001,0,300,4.9,0,-,0,0,0.12,0.25,5.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.6,수('2018),국립수산과학원
512,N000291-70-06,N000291,수산물,품목대표,명태-포(북어),2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,358,17.9,70.6,6.2,6.2,0.5,-,231,0.4,0,-,0,-,0,0.04,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8,수('2018),국립수산과학원
513,N000292-35-12,N000292,수산물,품목대표,모래무지,2018,서울(한강),12월,수산물,어류,100,g,77,82.1,15.7,1.1,-,0.001,0,73,1.2,20,-,6,20,0.11,0.06,2.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
514,N000293-30-03,N000293,수산물,품목대표,모무늬돌김-소건품,2018,목포,3월,수산물,수산가공품,100,g,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
515,N000294-ZZ-AVG,N000294,수산물,품목대표,모자반,2018,전국(대표),평균,수산물,해조류,100,g,18,86.2,1.8,0.2,-,5.2,-,209,2.1,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.1,수('2018),국립수산과학원
516,N000294-61-04,N000294,수산물,품목대표,모자반,2018,진도,4월,수산물,해조류,100,g,-,-,5.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.7,260,433,303,117,274,262,110,309,147,260,146,7,394,868,973,308,232,258,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
517,N000294-53-05,N000294,수산물,품목대표,모자반,2018,완도,5월,수산물,해조류,100,g,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
518,N000295-ZZ-AVG,N000295,수산물,품목대표,모자반-염장품,2018,전국(대표),평균,수산물,수산가공품,100,g,18,62.9,3.1,0.2,-,5.1,0.3,221,9.1,150,-,0,150,0.03,0.04,1.1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,수('2018),국립수산과학원
519,N000296-33-04,N000296,수산물,품목대표,모조리상어,2018,부산,4월,수산물,어류,100,g,108,75.1,21.7,1.7,-,0.001,0,83,1.5,40,-,12,40,0.11,0.15,4.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
520,N000297-33-06,N000297,수산물,품목대표,목탁가오리,2018,부산,6월,수산물,어류,100,g,98,74,22.2,0.5,-,0.001,0,685,1.3,10,-,3,10,0.03,0.06,2.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.3,수('2018),국립수산과학원
521,N000298-33-11,N000298,수산물,품목대표,몽치다래,2018,부산,11월,수산물,어류,100,g,159,66.9,24.1,5.9,9.9,0.5,-,6,1.7,25,-,8,25,0.18,0.2,7.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,수('2018),국립수산과학원
522,N000299-76-02,N000299,수산물,품목대표,무늬홍어,2018,사천,2월,수산물,어류,100,g,-,-,-,-,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
523,N000300-ZZ-AVG,N000300,수산물,품목대표,무지개송어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.9,0,0,62.5,32.5,250.2,-,수('2018),국립수산과학원
524,N000300-65-AVG,N000300,수산물,품목대표,무지개송어,2018,청평,평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
525,N000300-65-12,N000300,수산물,품목대표,무지개송어,2018,청평,12월,수산물,어류,100,g,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
526,N000300-65-08,N000300,수산물,품목대표,무지개송어,2018,청평,8월,수산물,어류,100,g,-,-,19.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.4,765,1541,1588,468,813,931,359,906,754,1212,701,958,1194,1873,2763,83,706,820,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
527,N000300-09-AVG,N000300,수산물,품목대표,무지개송어,2018,근덕,평균,수산물,어류,100,g,126,73.3,21.1,3.9,-,0.1,0,33,1.8,65,-,20,65,0.14,0.17,5.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
528,N000301-ZZ-AVG,N000301,수산물,품목대표,문절망둑,2018,전국(대표),평균,수산물,어류,100,g,90,78.2,18.7,1.1,-,0.3,0,14,4,50,-,15,50,0.1,0.05,2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,수('2018),국립수산과학원
529,N000301-33-07,N000301,수산물,품목대표,문절망둑,2018,부산,7월,수산물,어류,100,g,-,-,-,-,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
530,N000301-33-03,N000301,수산물,품목대표,문절망둑,2018,부산,3월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
531,N000302-76-04,N000302,수산물,품목대표,문치가자미,2018,사천,4월,수산물,어류,100,g,-,-,-,-,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
532,N000302-45-06,N000302,수산물,품목대표,문치가자미,2018,여수,6월,수산물,어류,100,g,93,77.7,19.9,0.7,-,0.5,0,16,0.3,45,-,14,45,0.21,0.33,4.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
533,N000303-33-05,N000303,수산물,품목대표,물가자미,2018,부산,5월,수산물,어류,100,g,-,-,-,-,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
534,N000304-ZZ-AVG,N000304,수산물,품목대표,물렁가시붉은새우,2018,전국(대표),평균,수산물,갑각류,100,g,83,79.3,18,0.5,-,0.6,-,-,-,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
535,N000304-01-09,N000304,수산물,품목대표,물렁가시붉은새우,2018,강릉,9월,수산물,갑각류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
536,N000305-72-06,N000305,수산물,품목대표,물레고둥,2018,포항,6월,수산물,패류,100,g,88,76,17.1,0.3,0.3,3.2,-,587,2.1,0,-,0,-,0.05,0.12,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.4,수('2018),국립수산과학원
537,N000306-33-06,N000306,수산물,품목대표,물메기,2018,부산,6월,수산물,어류,100,g,78,81.6,16.4,0.9,-,0.1,0,36,1,0,-,0,-,0.08,0.08,2.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,수('2018),국립수산과학원
538,N000306-02-08,N000306,수산물,품목대표,물메기,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
539,N000307-02-10,N000307,수산물,품목대표,물메기-근육,2018,거제,10월,수산물,어류,100,g,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
540,N000308-02-10,N000308,수산물,품목대표,물메기-내장,2018,거제,10월,수산물,어류,100,g,-,-,-,-,7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
541,N000308-02-08,N000308,수산물,품목대표,물메기-내장,2018,거제,8월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
542,N000309-33-07,N000309,수산물,품목대표,물치다래,2018,부산,7월,수산물,어류,100,g,168,67.9,23.4,7.3,-,0.1,0,35,1.9,50,-,15,50,0.2,0.19,12.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
543,N000310-65-10,N000310,수산물,품목대표,미꾸라지,2018,청평,10월,수산물,어류,100,g,-,-,-,-,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
544,N000310-65-05,N000310,수산물,품목대표,미꾸라지,2018,청평,5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,1.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
545,N000311-ZZ-AVG,N000311,수산물,품목대표,미꾸리,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.8,1.1,0,-,-,-,-,수('2018),국립수산과학원
546,N000311-50-02,N000311,수산물,품목대표,미꾸리,2018,영덕,2월,수산물,어류,100,g,-,-,17.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.5,845,1245,1556,215,676,761,333,904,530,1106,477,32,1135,1978,2576,597,779,746,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
547,N000311-45-06,N000311,수산물,품목대표,미꾸리,2018,여수,6월,수산물,어류,100,g,-,-,-,-,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
