MAPIDX,STORENAME,WHICHCVS,ADDRESS
1051,거제뉴장승포점,CU,경상남도 거제시 옥수로1길 3 문화상가빌라
1052,거제능포미소점,CU,"경상남도 거제시 능포로4길 16-1, (능포동, 화찬빌라)"
1053,거제능포점,CU,경상남도 거제시 능포로5길 5 (능포동)
1054,거제능포해안점,CU,"경상남도 거제시 능포로 227, (능포동)"
1055,거제대계마을점,CU,"경상남도 거제시 장목면 옥포대첩로 776-5, (외포리) 1층"
1056,거제대우점,CU,"경상남도 거제시 두모길 17, (두모동)"
1057,거제대학교점,CU,"경상남도 거제시 마전1길 91, 학생회관 (장승포동)"
1058,거제더샵블루시티점,CU,"경상남도 거제시 상동5길 100 (상동동) 거제더샵블루시티 1층 1동 104, 105호"
1059,거제덕산점,CU,"경상남도 거제시 중곡로 40, (고현동, 거제덕산베스트타운1차아파트)"
1060,거제동부산양점,CU,"경상남도 거제시 동부면 거제남서로 3056, (산양리)"
1061,거제동화점,CU,"경상남도 거제시 거제중앙로 1820, (고현동) 1층"
1062,거제둔덕점,CU,"경상남도 거제시 둔덕면 거제남서로 4602, (하둔리)"
1063,거제맑은샘병원점,CU,"경상남도 거제시 연초면 거제대로 4477, 맑은샘병원 건물지(연사리) 1층 하호"
1064,거제면쉼터점,CU,경상남도 거제시 거제면 동상명진길 3-1 축협축산물판매장 (동상리) 축협축산물판매장
1065,거제미라주점,CU,"부산광역시 연제구 세병로 74 (거제동, 거제일동미라주상가) 1층 107동 102호"
1066,거제미진오션점,CU,경상남도 거제시 옥포대첩로2길 66
1067,거제바다그리고점,CU,경상남도 거제시 일운면 거제대로 1488
1068,거제바람의언덕점,CU,"경상남도 거제시 남부면 도장포1길 2, (갈곶리)"
1069,거제벽산솔렌스힐점,CU,"경상남도 거제시 상동5길 75-40, (상동동, 벽산이솔렌스힐1차)"
1070,거제사등덕진점,CU,"경상남도 거제시 사등면 지석2길 47, (지석리, 덕진봄아파트)"
1071,거제사등등대점,CU,경상남도 거제시 사등면 거제대로 5460 (사등리)
1072,거제삼성중공업점,CU,경상남도 거제시 장평3로 80 삼성중공업(주)거제조선소 (장평동) 삼성중공업(주)거제조선소
1073,거제삼성휴게소점,CU,"경상남도 거제시 사등면 거제대로 5731, (성포리)"
1074,거제상동베스트점,CU,경상남도 거제시 상동1길 15-11 1층 320동 203호
1075,거제상문점,CU,"경상남도 거제시 수양로 40, (문동동)"
1076,거제성내공단점,CU,"경상남도 거제시 사등면 언양로 570, (사등리)"
1077,거제성포점,CU,"경상남도 거제시 사등면 성포로 127, (성포리)"
1078,거제센텀점,CU,"경상남도 거제시 거제대로 3806-1, (옥포동)"
1079,거제센트럴푸르지오점,CU,"경상남도 거제시 문동1길 42, (문동동) 1층 302동 105호"
1080,거제수양센텀점,CU,경상남도 거제시 제산윗길 2
1081,거제수양점,CU,"경상남도 거제시 수양로 465, (수월동) 1층"
1082,거제수월더블점,CU,"경상남도 거제시 수양로 440-1, (수월동)"
1083,거제수월자이점,CU,"경상남도 거제시 해명로 22, (수월동)"
1084,거제수월점,CU,"경상남도 거제시 수양로 435, (수월동, 거제신현두산위브)"
1085,거제시티점,CU,"경상남도 거제시 거제중앙로23길 16, (고현동) 1층"
1086,거제신우점,CU,"경상남도 거제시 상동1길 31, (상동동, 신우스위트빌1차아파트) 1층 1동 101호"
1087,거제신정점,CU,"경상남도 거제시 장평로4길 18, (장평동)"
1088,거제신현점,CU,"경상남도 거제시 거제중앙로26길 5, (고현동)"
1089,거제아주내곡점,CU,경상남도 거제시 아주2로 115 (아주동) 101호 1층
1090,거제아주반딧불점,CU,경상남도 거제시 아주동 300-7번지
1091,거제아주이지비아점,CU,"경상남도 거제시 아주로 63, (아주동, 미진이지비아)"
1092,거제아주잘생긴점,CU,경상남도 거제시 아주동 542번지
1093,거제아주조은점,CU,경상남도 거제시 아주1로 90 (아주동) 1층
1094,거제아주행복한점,CU,"경상남도 거제시 아주1길 22, (아주동)"
1095,거제아주행운점,CU,"경상남도 거제시 아주1로 48, (아주동)"
1096,거제연초강변점,CU,경상남도 거제시 연하해안로 194 (연초면) 1층
1097,거제오비산단점,CU,"경상남도 거제시 연초면 연하해안로 427, (오비리) 1층"
1098,거제오션호텔점,CU,"경상남도 거제시 옥포로2길 13, (옥포동)"
1099,거제옥포성은점,CU,"경상남도 거제시 옥포로 315-2, (옥포동, 성은)"
1100,거제옥포아름점,CU,"경상남도 거제시 성산로4길 15, 상가동(옥포동, 협동아름아파트) 1층 104동"
1101,거제옥포원룸점,CU,"경상남도 거제시 국산6길 20, (옥포동)"
1102,거제옥포이편한점,CU,"경상남도 거제시 성산로 42 이편한세상옥포아파트2단지상가 제205동 제1층 제103호, 제104호"
1103,거제옥포점,CU,"경상남도 거제시 옥포로 182, (옥포동)"
1104,거제옥포조은점,CU,"경상남도 거제시 옥포로 227, (옥포동)"
1105,거제유로아일랜드후문,CU,경상남도 거제시 고현항로8(고현동) 이편한세상 거제유로아일랜드
1106,거제유림노르웨이점,CU,경상남도 거제시 장평동 1212-2번지 1층 103동 111호
1107,거제유림아시아드점,CU,부산광역시 연제구 해맞이로 23 거제유림아시아드 1층
1108,거제일운스타점,CU,경상남도 거제시 일운면 소동8길 18
1109,거제장승포차점,CU,경상남도 거제시 장승포로2길 17 (장승포동)
1110,거제장승포해안점,CU,"경상남도 거제시 장승포로 61-1, (장승포동)"
1111,거제장평도서관점,CU,"경상남도 거제시 장평3로2길 7, (장평동) 1층"
1112,거제장평스타점,CU,"경상남도 거제시 장평1로16길 35, (장평동) 1층"
1113,거제장평아네점,CU,"경상남도 거제시 장평3로4길 40-1, (장평동)"
1114,거제장평점,CU,"경상남도 거제시 장평3로 46, (장평동)"
1115,거제중곡원룸점,CU,"경상남도 거제시 중곡1로2길 14, (고현동) 1층"
1116,거제지세포라티움점,CU,경상남도 거제시 일운면 지세포해안로 100
1117,거제지세포점,CU,"경상남도 거제시 일운면 거제대로 2480, (지세포리)"
1118,거제학동몽돌점,CU,"경상남도 거제시 동부면 거제대로 965, (학동리)"
1119,거제학동바다점,CU,"경상남도 거제시 동부면 학동4길 2, (학동리)"
1120,거제한내공단점,CU,"경상남도 거제시 연초면 연하해안로 842, (한내리)"
1121,거제해금강점,CU,"경상남도 거제시 중곡로 15, (고현동)"
1122,거제홈타운점,CU,"부산광역시 연제구 법원북로 45, (거제동)"
1123,거제힐스테이트점,CU,"경상남도 거제시 상동3길 15, 403동 101, 102호(상동동, 힐스테이트 거제) 1층"
1124,거진마추깡점,CU,강원도 고성군 거진읍 해오름해변길 117 (거진리)
1125,거진점,CU,강원도 고성군 거진읍 거탄진로 103 반도낚시할인마트
1126,거진항점,CU,"강원도 고성군 거진읍 거탄진로 191-1, (거진리) 1층"
1127,거창가조점,CU,경상남도 거창군 가조면 가조가야로 1094 1층
1128,거창가지점,CU,경상남도 거창군 거열로4길 152 (거창읍)
1129,거창거고점,CU,경상남도 거창군 거창읍 죽전7길 23 홍익미술피아노 (중앙리) 홍익미술피아노
1130,거창궁전점,CU,"경상남도 거창군 거창읍 거열로4길 82, (중앙리, 궁전) 1호"
1131,거창대동점,CU,"경상남도 거창군 거창읍 거창대로 93, (대동리)"
1132,거창드림점,CU,"경상남도 거창군 거창읍 중앙로 98-1, (상림리)"
1133,거창마리점,CU,"경상남도 거창군 마리면 거안로 838, (말흘리)"
1134,거창상림점,CU,"경상남도 거창군 거창읍 상동길 50, (상림리)"
1135,거창송정점,CU,경상남도 거창군 거창읍 강남로 78 부농원 (송정리) 부농원
1136,거창아림점,CU,"경상남도 거창군 거창읍 거열로7길 43, 동 (상림리, 상동주공아파트)"
1137,거창점,CU,경상남도 거창군 거창읍 강변로 127 한성CITY타워 (상림리) 한성CITY타워
1138,거창정장산업단지점,CU,경상남도 거창군 밤티재로 1281 (거창읍)
1139,거창창남점,CU,"경상남도 거창군 거창읍 수남로 2270-7, (김천리)"
1140,거창코아루점,CU,경상남도 거창군 거창읍 강남로 260 (대평리)
1141,건강보험심사평가원2,CU,강원도 원주시 입춘로 130 건강보험심사평가원
1142,건강보험심사평가원점,CU,강원도 원주시 혁신로 60 건강보험심사평가원 (반곡동) 건강보험심사평가원 26층
1143,건국타운점,CU,서울특별시 광진구 능동로16길 35 (화양동)
1144,건대경영관점,CU,서울특별시 광진구 능동로 120 건국대학교 경영관
1145,건대로데오점,CU,"서울특별시 광진구 동일로20길 44, (자양동) 1층"
1146,건대상허도서관점,CU,서울특별시 광진구 능동로 120 건국대학교 상허기념도서관
1147,건대으뜸점,CU,"충청북도 충주시 충열4길 6, (단월동) 1층"
1148,건대의생명과학연구관,CU,서울특별시 광진구 능동로 120 건국대학교 의생명과학연구관
1149,건대입구역점,CU,서울특별시 광진구 아차산로 244 (자양동) 1층 나1의 1/3호
1150,건대정문점,CU,"서울특별시 광진구 아차산로39길 28, (자양동)"
1151,건대학생회관점,CU,서울특별시 광진구 능동로 120 건국대학교 학생회관
1152,건대한림타워점,CU,"서울특별시 광진구 아차산로 229, 한림타워 제(화양동)"
1153,건대화양점,CU,"서울특별시 광진구 아차산로 241, (화양동)"
1154,건대후문점,CU,"서울특별시 광진구 광나루로24길 31-17, (화양동)"
1155,건대힐스점,CU,서울특별시 광진구 광나루로20길 13-10
1156,건양대경상학관점,CU,"충청남도 논산시 대학로 121, (내동)"
1157,건양대대전점,CU,대전광역시 서구 대학동로 158 1층
1158,건양대명곡정보관점,CU,"충청남도 논산시 대학로 121, (내동) 1층"
1159,건양대생활관점,CU,"충청남도 논산시 대학로 121, (내동) 1층"
1160,건양대의학공학관점,CU,"충청남도 논산시 대학로 121, (내동)"
1161,건양대인문학관점,CU,"충청남도 논산시 대학로 121, (내동)"
1162,건양대후문점,CU,충청남도 논산시 중앙로 132 (내동) 1층 102호
1163,건영캐스빌점,CU,대구광역시 동구 신암남로 20-2 (신암동)
1164,건영타운점,CU,"서울특별시 금천구 독산로10길 96 (시흥동, 건영아파트) 건영아파트"
1165,검단SK점,CU,인천광역시 서구 독정로 17
1166,검단공단점,CU,대구광역시 북구 검단동로 14
1167,검단대림점,CU,"인천광역시 서구 완정로165번안길 1, (왕길동)"
1168,검단동아점,CU,"인천광역시 서구 완정로64번길 64, (마전동)"
1169,검단블루텍점,CU,"인천광역시 서구 보듬로 158, 공장동 (오류동, 블루텍) 1층 1동 142호"
1170,검단산업제일점,CU,"인천광역시 서구 검단천로356번길 5, 지케이에스 (오류동) 1층 101호"
1171,검단산업중앙점,CU,인천광역시 서구 이든로 43 (오류동) 1층 104호
1172,검단새샘점,CU,인천광역시 서구 이음5로 70 (원당동) 새샘프라자 1층 103호
1173,검단서해점,CU,"인천광역시 서구 검단로529번길 21, (마전동) 1층"
1174,검단시그니처점,CU,인천광역시 서구 이음5로 39
1175,검단신명점,CU,"인천광역시 서구 봉수대로1440번길 29, (왕길동, 신명스카이뷰드림)"
1176,검단신안점,CU,"인천광역시 서구 이음1로 173 신안안스빌 어반퍼스트 1층 근린생활시설동 103호,104호"
1177,검단아라점,CU,"인천광역시 서구 이음5로 60, JS메디컬프라자"
1178,검단예미지점,CU,인천광역시 서구 서로4로 89 (원당동) 예미지 트리플에듀 아파트 단지내상가 1층 112호
1179,검단우방1차점,CU,인천광역시 서구 완정로 208 (금곡동) 1층 1동 105호
1180,검단원룸점,CU,인천광역시 서구 완정로156번안길 11
1181,검단제이원점,CU,"인천광역시 서구 완정로 179, 제이원검단메디컬프라자 (왕길동)"
1182,검단초교점,CU,"인천광역시 서구 검단로623번길 17, 동인빌딩 (마전동)"
1183,검단탑병원점,CU,"인천광역시 서구 청마로 17, 준성빌딩 (당하동)"
1184,검단플러스점,CU,"인천광역시 서구 이음1로 389, 검단A+프라자"
1185,검단피오레점,CU,"인천광역시 서구 완정로65번안길 8 (마전동) 검단1차피오레 1층 상가A동 101, 102호"
1186,검단한내들정문점,CU,"인천광역시 서구 이음3로 130 (당하동) 유승한내들 3층 1225동 308,309호"
1187,검단한내들후문점,CU,인천광역시 서구 이음3로 130 (당하동) 근린생활시설 후문
1188,검단호반써밋점,CU,인천광역시 서구 이음5로 15 (원당동) 호반써밋1차
1189,검단힐스테이트점,CU,"인천광역시 서구 청마로 92, (당하동, 검단힐스테이트4차)"
1190,검배5단지점,CU,경기도 구리시 벌말로 226-2 토평주공아파트 상가동 1층 103호
1191,검사빌리지점,CU,"대구광역시 동구 동촌역사로4길 25(검사동,예그린) 예그린 1층 104호"
1192,검암골드점,CU,인천광역시 서구 승학로483번길 22-3 (검암동)
1193,검암세실리아점,CU,"인천광역시 서구 승학로434번길 1, 신명프라자 (검암동)"
1194,검암센터점,CU,인천광역시 서구 도요지로224번길 9 (검암동)
1195,검암신명점,CU,"인천광역시 서구 승학로572번길 12 (검암동, 동양아트빌) 동양아트빌"
1196,검암엘레강스점,CU,인천광역시 서구 승학로506번길 89
1197,검암중앙점,CU,"인천광역시 서구 허암길 5-13, (검암동) 1층"
1198,격포로드점,CU,"전라북도 부안군 변산면 격포로 196, 변산면 (격포리)"
1199,경기과학기술대점,CU,경기도 시흥시 경기과기대로 269 경기과학기술대학 (정왕동) 경기과학기술대학
1200,경기광주역점,CU,경기도 광주시 역동로63번길 6
1201,경기대사거리점,CU,"서울특별시 서대문구 경기대로 62, (충정로2가) 2층"
1202,경기대학교점,CU,"경기도 수원시 영통구 광교산로 154-42, 경기대학교 제복지관(이의동)"
1203,경기도청점,CU,경기도 수원시 팔달구 고화로 100
1204,경기수정점,CU,경기도 오산시 내삼미로 85 (수청동) 1층 104호
1205,경남대교육관점,CU,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교 교육관(월영동)"
1206,경남대도서관점,CU,"경상남도 창원시 마산합포구 경남대학로 7, 경남대학교 중앙도서관(월영동) 1층"
1207,경남대한마관점,CU,"경상남도 창원시 마산합포구 경남대학로 7, 한마관(월영동, 경남대학교) 1,2층"
1208,경대대학로,CU,"대구광역시 북구 대학로 145, (산격동)"
1209,경대정문점,CU,"대구광역시 북구 대현로19길 86, (대현동) 1층"
1210,경대테크노점,CU,대구광역시 북구 경대로서19길 47 (복현동)
1211,경대후문점,CU,"경상남도 진주시 가좌길 18, (가좌동) 1층"
1212,경동사거리점,CU,"서울특별시 동대문구 천호대로27길 73, (용두동)"
1213,경마공원점,CU,"경상남도 김해시 가락대로 929-1, (수가동)"
1214,경북경찰청앞점,CU,경상북도 안동시 풍천면 풍요5길 30-3 (갈전리)
1215,경북대로점,CU,경상북도 군위군 군위읍 경북대로 3137 (무성리)
1216,경북대북문점,CU,"대구광역시 북구 대동로6길 39, (산격동)"
1217,경북도청우방점,CU,"경상북도 예천군 호명면 행복로 230, 우방아이유셀상가 1층 212동 105,106호"
1218,경북도청코아루점,CU,경상북도 안동시 풍천면 천년숲동로 46
1219,경북보건대학교점,CU,경상북도 김천시 대학로 168 (삼락동)
1220,경산경안로점,CU,경상북도 경산시 경안로 142
1221,경산계양점,CU,"경상북도 경산시 원효로28길 14, (계양동)"
1222,경산계양주공점,CU,경상북도 경산시 장산로 234 (계양동) (주)대제건설
1223,경산공단점,CU,"경상북도 경산시 진량읍 공단9로 76, (신제리)"
1224,경산남매점,CU,"경상북도 경산시 남매로6길 9 (상방동) 상방주공상가 103호, 104호"
1225,경산남산점,CU,경상북도 경산시 남산면 하남로 306 (산양리)
1226,경산남천로드점,CU,경상북도 경산시 남천면 삼성1길 1-2 경산남천우체국 (삼성리) 경산남천우체국
1227,경산남촌네거리점,CU,경상북도 경산시 자인면 일연로 186 (남촌리)
1228,경산뉴임당점,CU,경상북도 경산시 둥지로 74 (임당동)
1229,경산대동하나점,CU,"경상북도 경산시 대동안길 9, (대동) 1층"
1230,경산대평점,CU,"경상북도 경산시 경안로65길 5, (대평동) 1층"
1231,경산대평타운점</span>,CU,경상북도 경산시 대평길1길 1 (대평동)
1232,경산메디스퀘어점,CU,경상북도 경산시 중앙로 66 (중방동) 105호 1층 105호
1233,경산백천동화점,CU,"경상북도 경산시 경청로221길 9, (백천동) 대성빌딩 1층 101호"
1234,경산백천원룸점,CU,"경상북도 경산시 경청로217길 13, (백천동)"
1235,경산부영사랑점,CU,"경상북도 경산시 백자로20길 53 (사동, 부영1차아파트) 부영1차아파트"
1236,경산사동부영점,CU,"경상북도 경산시 박물관로 11, (사동) 1층 1동 1호"
1237,경산사동팰리스점,CU,경상북도 경산시 삼성현로91길 9 (사동) 팰리스부영1단지 1층 상가동 102호
1238,경산삼성현점,CU,"경상북도 경산시 백양로33길 10, (사동) 1층"
1239,경산삼풍점,CU,"경상북도 경산시 삼풍로 22, (삼풍동)"
1240,경산상림점,CU,"경상북도 경산시 진량읍 상림2길 13, (상림리) 1층"
1241,경산선화점,CU,경상북도 경산시 선화로 11 (진량읍)
1242,경산신대부적지점,CU,"경상북도 경산시 압량면 압독2로2길 33, (신대리) 1층"
1243,경산역점,CU,"경상북도 경산시 중앙로 2, (사정동) 1층"
1244,경산옥곡점,CU,경상북도 경산시 경산로7길 8 (옥곡동)
1245,경산옥산포스코점,CU,"경상북도 경산시 삼성현로15길 24, (옥산동)"
1246,경산용성점,CU,경상북도 경산시 용성면 원효로 1438 (곡신리)
1247,경산용암로드점,CU,경상북도 경산시 압량면 대학로 528 (용암리)
1248,경산윤성타운점,CU,경상북도 경산시 백천길 34 (백천동)
1249,경산임당센터점,CU,"경상북도 경산시 청운2로7길 6, (임당동)"
1250,경산장미타운점,CU,"경상북도 경산시 진량읍 초원길 53-4, 초원장미타운 상가동 (문천리)"
1251,경산정평점,CU,경상북도 경산시 대학로10길 24 (정평동) 1층
1252,경산정평현대점,CU,"경상북도 경산시 강변서로51길 11, (정평동) 1층"
1253,경산중방대로점,CU,경상북도 경산시 중방로 29 (중방동)
1254,경산중앙로점,CU,경상북도 경산시 중앙로17길 51 (중방동) 1층
1255,경산진명초원점,CU,"경상북도 경산시 백양로 91 (사동, 초원파크) 초원파크"
1256,경산파크드림점,CU,"경상북도 경산시 삼성현로91길 45, 113 사동2지구호(사동, 화성파크드림) 1층 113동 7-8호"
1257,경산평사점,CU,"경상북도 경산시 진량읍 대구대로60길 2, (내리리)"
1258,경산현대타운점,CU,"경상북도 경산시 대학로 59-10, (정평동) 1층"
1259,경상대느티마루점,CU,"경상남도 진주시 진주대로 501, 경상대학교 가좌동 가6(가좌동) 900호"
1260,경상대정문점,CU,"경상남도 진주시 가좌안골길10번길 7, (가좌동) 1층"
1261,경상대학교생활관점,CU,"경상남도 진주시 진주대로 501, 경상대학교 기숙사(가좌동) 1층"
1262,경서1지구점,CU,"인천광역시 서구 경서로 70, (경서동)"
1263,경서해피트리점,CU,"인천광역시 서구 도요지로 188, (경서동) 1층"
1264,경성대2호점,CU,"부산광역시 남구 수영로325번길 11, (대연동, 마로니에타운)"
1265,경성대건학관점,CU,부산광역시 남구 수영로 309 경성대학교 (대연동) 경성대학교
1266,경성대센츄리점,CU,"부산광역시 남구 수영로 312, 센츄리시티오피스텔 21 대연동(대연동) 2층 203동 1호"
1267,경성부경점,CU,"부산광역시 남구 용소로7번길 6, (대연동)"
1268,경성점,CU,"대구광역시 동구 동부로26길 28, (신천동)"
1269,경성큰마을점,CU,"대전광역시 서구 대덕대로162번길 43, (갈마동) 1층 102, 109, 110호"
1270,경안행복점,CU,경기도 광주시 역동로10번길 20-2
1271,경암대로점,CU,"전라북도 군산시 구암31로 88, (경암동) 1층"
1272,경운대생활관앞점,CU,경상북도 구미시 산동면 강동로 724-1 1층
1273,경운대학교본점,CU,"경상북도 구미시 산동면 강동로 730, (인덕리) 경운대학교"
1274,경원대점,CU,"경기도 성남시 수정구 성남대로 1334, 경원프라자 (태평동) 1층 109호"
1275,경인교대문화점,CU,"인천광역시 계양구 향교로 28, (계산동, 청호탑스빌)"
1276,경인드림점,CU,인천광역시 계양구 계양산로 52
1277,경주강동벽산점,CU,경상북도 경주시 강동면 강동로 66-16 (유금리) 벽산반도 1층 104동 101호
1278,경주강동점,CU,"경상북도 경주시 강동면 강동로 14, (인동리)"
1279,경주건천선덕점,CU,"경상북도 경주시 건천읍 작원3길 39, (건천리) 1층"
1280,경주구어산업로점,CU,경상북도 경주시 외동읍 산업로 2193
1281,경주냉천공단점,CU,"경상북도 경주시 외동읍 내외로 265, (냉천리)"
1282,경주냉천중앙점,CU,경상북도 경주시 외동읍 내외로 294 (냉천리)
1283,경주노동점,CU,"경상북도 경주시 원효로 100, (노동동)"
1284,경주노서점,CU,"경상북도 경주시 금성로259번길 38, (노서동)"
1285,경주노서중앙점,CU,"경상북도 경주시 원효로 28, (노서동)"
1286,경주뉴건천원룸점,CU,경상북도 경주시 건천읍 작원1길 64-3 1층
1287,경주대학로점,CU,"경상북도 경주시 한빛길10번길 27, (성건동)"
1288,경주더테라스점,CU,경상북도 경주시 광중길 11 (황성동)
1289,경주동국대점,CU,"경상북도 경주시 석장1길 1, (석장동) 1층"
1290,경주동산병원점,CU,경상북도 경주시 금성로318번길 27 (서부동)
1291,경주동천선덕2호점,CU,"경상북도 경주시 동천로 52, (동천동)"
1292,경주동천선덕점,CU,"경상북도 경주시 탈해로 27, (동천동)"
1293,경주동천센터점,CU,경상북도 경주시 동천로 72 (동천동)
1294,경주동천월성점,CU,경상북도 경주시 초당길15번길 23 (동천동)
1295,경주동천점,CU,"경상북도 경주시 백률로 34, (동천동)"
1296,경주두산트레지움점,CU,경상북도 경주시 유림로 107 (용강동) 두산위브트레지움 근린생활시설
1297,경주모화점,CU,"경상북도 경주시 외동읍 모화남2길 7-1, (모화리)"
1298,경주문산로드점,CU,경상북도 경주시 문구로 86 (외동읍) 1층
1299,경주민속공예촌점,CU,경상북도 경주시 보불로 230 (하동)
1300,경주보문상가점,CU,경상북도 경주시 보문로 424-33 (신평동)
1301,경주불국사앞점,CU,경상북도 경주시 진현로2길 61-3 (진현동)
1302,경주불국사입구점,CU,경상북도 경주시 진현동 785번지
1303,경주불국사점,CU,"경상북도 경주시 산업로 3004, (시래동) 1층"
1304,경주산내점,CU,경상북도 경주시 산내면 단석로 699 (의곡리) 1층
1305,경주산내큐브S점,CU,"경상북도 경주시 산내면 외칠일부길 278-182, (신원리)"
1306,경주삼보타운점,CU,경상북도 경주시 용담로54번길 30-3 (황성동) 삼보타운 1층 106동 101호
1307,경주삼환나우빌점,CU,"경상북도 경주시 다불로 49, 삼환나우빌(용강동, 삼환나우빌)"
1308,경주석장점,CU,"경상북도 경주시 석장1길 26-13, (석장동) 1층"
1309,경주성건봉황로점,CU,"경상북도 경주시 금성로368번길 31, 상건물 (성건동) 1층"
1310,경주성건원룸점,CU,경상북도 경주시 봉황로 175
1311,경주성건화랑점,CU,"경상북도 경주시 화랑로49번길 15, (성건동)"
1312,경주시래그린점,CU,"경상북도 경주시 구매3길 22, (시래동) 1층"
1313,경주시래불국점,CU,"경상북도 경주시 구매2길 35-23, (시래동)"
1314,경주아화터미널점,CU,"경상북도 경주시 서면 내서로 432, (아화리)"
1315,경주양정로점,CU,경상북도 경주시 양정로 344 성훈빌딩
1316,경주외동서라벌점,CU,경상북도 경주시 외동읍 내외로 589
1317,경주외동점,CU,"경상북도 경주시 외동읍 입실로 67, (입실리) 1층"
1318,경주용강원룸K점,CU,경상북도 경주시 양정로314번길 6 동호원룸 (용강동) 동호원룸
1319,경주용강주공점,CU,"경상북도 경주시 승삼1길 27, (용강동)"
1320,경주용담로점,CU,경상북도 경주시 용담로116번길 50 (황성동)
1321,경주용황점,CU,경상북도 경주시 용황구획4길 39 (용강동) 1층 105호
1322,경주월드점,CU,경상북도 경주시 보문로 549 1층 105호
1323,경주입실원룸점,CU,경상북도 경주시 외동읍 순금1길 3-2
1324,경주정일문산점,CU,경상북도 경주시 외동읍 관문로 1246
1325,경주천북산단점,CU,"경상북도 경주시 천북면 천북산단로 155, (오야리)"
1326,경주천북점,CU,경상북도 경주시 동산3길 1-1 (천북면) 1층
1327,경주초당길점,CU,경상북도 경주시 초당길43번길 1 (동천동)
1328,경주하나점,CU,"경상북도 경주시 원효로 178, (황오동)"
1329,경주현곡새한점,CU,"경상북도 경주시 현곡면 안현로 68-7, (금장리, 새한센시빌) 1층 상가동 102호"
1330,경주황리단길점,CU,경상북도 경주시 포석로 1091-2 (황남동)
1331,경주황성공원점,CU,경상북도 경주시 원화로 428 (동천동) 1층 101호
1332,경주황성대로점,CU,"경상북도 경주시 용담로 84, (황성동)"
1333,경주황성점,CU,"경상북도 경주시 황성로27번길 2, (황성동)"
1334,경주황성중앙점,CU,"경상북도 경주시 원지길12번길 39, (황성동, 성호마루한) 1층 102호"
1335,경주황오사랑점,CU,"경상북도 경주시 계림로 110-1, (황오동)"
1336,경포공원점,CU,"강원도 강릉시 해안로 557, (안현동)"
1337,경포비치점,CU,"강원도 강릉시 해안로 501, (안현동)"
1338,경포스카이베이점,CU,강원도 강릉시 해안로 476 (강문동) 경포스카이베이 호텔 1층 11호
1339,경포하나점,CU,"강원도 강릉시 해안로 513, (안현동)"
1340,경희궁자이행복점,CU,서울특별시 종로구 경교장길 35 (경희궁자이) 1층 상가동 3101호
1341,경희당점,CU,서울특별시 종로구 경희궁길 36 (신문로2가) 경희당
1342,경희대점,CU,서울특별시 동대문구 경희대로4길 15
1343,경희대정문점,CU,"경기도 수원시 영통구 덕영대로 1707, (영통동) 1층"
1344,경희스타점,CU,"서울특별시 동대문구 경희대로3길 38, (회기동)"
1345,경희의료원점,CU,서울특별시 동대문구 경희대로 23
1346,계동현대점,CU,"서울특별시 종로구 계동길 23, (계동) 1층"
1347,계룡공단점,CU,충청남도 계룡시 왕대로 98 (두마면) 1층
1348,계룡두마점,CU,"충청남도 계룡시 엄사면 번영3길 73-17, (엄사리)"
1349,계룡미소지움2차점,CU,"충청남도 계룡시 서금암5길 9, 상가동(금암동, 신성미소지움2차) 1층 상가동동 105호"
1350,계룡양정삼거리점,CU,충청남도 계룡시 엄사면 양정향한길 7 (엄사리)
1351,계룡엄사타운점,CU,"충청남도 계룡시 엄사면 번영로 55, (엄사리) 1층"
1352,계룡점,CU,"충청남도 계룡시 서금암3길 5, (금암동) 쉐리움 1층"
1353,계림성공점,CU,광주광역시 동구 중흥로227번길 18
1354,계림신화점,CU,"광주광역시 동구 무등로307번길 9, (계림동)"
1355,계명대명교생활관점,CU,대구광역시 달서구 달구벌대로 1095 (신당동) 계명대학교 명교생활관
1356,계명대의과대학점,CU,대구광역시 달서구 달구벌대로 1095 계명대학교 의과대학 1층
1357,계명대학교동산병원점,CU,대구광역시 달서구 달구벌대로 1035 계명대학교동산의료원 (신당동) 계명대학교동산의료원
1358,계산그랜드점,CU,"인천광역시 계양구 주부토로 581, (계산동) 1층"
1359,계산명가점,CU,인천광역시 계양구 계산새로 31 명가프라자 (계산동) 명가프라자
1360,계산삼보점,CU,"인천광역시 계양구 주부토로 530, (계산동)"
1361,계산센터점,CU,"인천광역시 계양구 경명대로 1074 (계산동) 삼환1빌딩 B1층 B01, B06호"
1362,계산시장길점,CU,인천광역시 계양구 계산시장길 27 (계산동)
1363,계산안남점,CU,"인천광역시 계양구 주부토로532번길 43, (계산동)"
1364,계산열망점,CU,인천광역시 계양구 주부토로 507 (계산동) 삼천리열망아파트 1층 3호
1365,계산월드점,CU,인천광역시 계양구 계양문화로59번길 13 월드텔 (계산동) 월드텔
1366,계산제일점,CU,인천광역시 계양구 경명대로1079번길 6-1
1367,계산중앙점,CU,인천광역시 계양구 계수로 6 (계산동)
1368,계산태양점,CU,인천광역시 계양구 경명대로 1017 창선1빌딩
1369,계산태평점,CU,"인천광역시 계양구 용종로 14, 태평아파트 상가(계산동) 1층 115호"
1370,계산하나점,CU,"인천광역시 계양구 경명대로1114번길 21, (계산동) 1층"
1371,계산하이베라스점,CU,인천광역시 계양구 계산새로 71 하이베라스빌딩 1층 A동 104호
