MAPIDX,STORENAME,WHICHCVS,ADDRESS
19379,궐동승리점,GS25,경기 오산시 대호로71번길3-1 (궐동 702-6)
19380,궐동우진점,GS25,경기 오산시 법원로15번길63(궐동 705-9)
19381,궐동중앙점,GS25,경기 오산시 대호로76 (궐동 689-3)
19382,궐동타운점,GS25,경기 오산시 궐리사로59번길12 (궐동 630-1)
19383,귤현중앙점,GS25,"인천 계양구 형제봉길57, 1층 (귤현동 500-14)"
19384,그라시움샘터점,GS25,"서울 강동구 고덕동217 고덕그라시움 3상가 107,108호 일부"
19385,그랑드비체점,GS25,"경기 화성시 봉담읍 상리3길89, 101호,102호 (수영리 685)"
19386,그랑메종3점,GS25,"경기 성남시 중원구 금광로40, A3블록 203 204호 (금광동 1008, e편한세상금빛그랑메종)"
19387,그랑메종4점,GS25,"경기 성남시 중원구 금광로71, 상가 105호 (104호 일부) (금광동 1016)"
19388,그랑메종5점,GS25,"경기 성남시 중원구 금광로72, 단지내상가A5블록 102호 (금광동 1020)"
19389,그랑블루점,GS25,강원 강릉시 창해로271 (강문동 308-9)
19390,그랑서울본점,GS25,"서울 종로구 종로33, 102호 (청진동 70, 그랑서울)"
19391,그랜드신협점,GS25,서울 강남구 테헤란로521 (삼성동 159-8)
19392,그랜드엘시티점,GS25,"부산 해운대구 달맞이길30, 상가동 1층 (중동 1829)"
19393,극동정보대점,GS25,충북 음성군 감곡면 대학길266 (단평리 155-1)
19394,금강로하스점,GS25,"대전 대덕구 대덕대로1587, 석봉동, 금강로하스 엘크루 아파트 상가동 107,108호 (석봉동 771)"
19395,금강서희점,GS25,"대전 대덕구 대덕대로1585번길44, 상가동 106호 107호 (석봉동 483, 금강서희아파트)"
19396,금강스마트점,GS25,"경기 안양시 동안구 시민대로311, 112호 (관양동 1746, 금강스마트빌딩)"
19397,금곡CM점,GS25,"경기 수원시 권선구 금곡로196번길68, 104호 (금곡동 1124-2)"
19398,금곡대로점,GS25,"부산 북구 금곡대로550번길30, 101호,102호,103호 (금곡동 812-6)"
19399,금곡뜨란채점,GS25,부산 북구 효열로37번길26 (금곡동 1112-3)
19400,금곡로드점,GS25,"경기 남양주시 석실로703, 5호 GS25금곡로드점 (금곡동 638-7)"
19401,금곡삼익점,GS25,"경기 수원시 권선구 금호로45, 상가동 103,104호 (금곡동 241, 삼익아파트)"
19402,금곡삼정점,GS25,"부산 북구 효열로135, 301호,302호 (금곡동 832, 동원역삼정그린코아)"
19403,금곡센트럴점,GS25,"경기 수원시 권선구 금곡로137 (금곡동 1072, 수원호매실휴먼시아4단지아파트)"
19404,금곡승민점,GS25,"경기 남양주시 홍유릉로325번길17, 2동 101호 (금곡동 678-32)"
19405,금곡신성점,GS25,"경기 남양주시 홍유릉로248번길52, 상가동 (금곡동 628)"
19406,금곡우성점,GS25,"경기 수원시 권선구 금곡로106, 112호 (금곡동 1085-2, 우성메디피아)"
19407,금곡자이점,GS25,"경기 수원시 권선구 금곡로31번길7, 상가 1층 (금곡동 648)"
19408,금곡주공점,GS25,"부산 북구 금곡대로616번길10-7, 금곡2단지종합상가 105호 108호 (금곡동 98-1)"
19409,금곡파크점,GS25,"경기 수원시 권선구 금호로83-8, 111호 (금곡동 1141)"
19410,금광사랑점,GS25,경기 성남시 중원구 산성대로408번길10 (금광동 4260)
19411,금광중앙점,GS25,경기 성남시 중원구 산성대로382번길26 (금광2동 3729)
19412,금광현대점,GS25,경기 성남시 중원구 광명로395번길2(금광2동 2620-1)
19413,금구삼거리점,GS25,전북 김제시 금구면 봉두4길13 (금구리 358-3)
19414,금구오아시스점,GS25,전북 김제시 금구면 선비로1150 (대화리 260-9)
19415,금능해변점,GS25,제주 제주시 한림읍 금능길92 (금능리 1480)
19416,금당대광점,GS25,"전남 순천시 해룡면 연향로166, 상가동 지하1층 102호 (상삼리 929)"
19417,금당사랑점,GS25,전남 순천시 기적의도서관1길13 (조례동 1602-16)
19418,금당우미점,GS25,"전남 순천시 해룡면 기적의도서관길95, 상가동 108호 (상삼리 654, 우미1차아파트)"
19419,금당중앙점,GS25,"전남 순천시 대석3길12-4, 1층 (연향동 1473-1)"
19420,금당지구점,GS25,전남 순천시 해룡면 상대석길54 (상삼리 630-10)
19421,금동중앙점,GS25,광주 동구 백서로115-1 (금동 211-6)
19422,금릉타운점,GS25,"경기 파주시 금릉이길42, 1층 (금촌동 795-2, 송학연립)"
19423,금사공단로점,GS25,부산 금정구 공단로21 (금사동 85-15)
19424,금사대우점,GS25,부산 금정구 삼어로206(금사동 46-2)
19425,금사사랑점,GS25,부산 금정구 금사로100 (금사동 50-9)
19426,금산군청점,GS25,충남 금산군 금산읍 비호로47(상리 29-19)
19427,금산번영점,GS25,경남 진주시 금산면 중천로79(장사리 962-3)
19428,금산비례점,GS25,충남 금산군 추부면 서대산로194 (비례리 195-3)
19429,금산상리점,GS25,충남 금산군 금산읍 비단로326-11 (상리 287-7)
19430,금산스타점,GS25,"충남 금산군 금산읍 금산로1516, 1층 (상리 46-10)"
19431,금산신대점,GS25,충남 금산군 금산읍 인삼로174 (신대리 646-3)
19432,금산추부점,GS25,충남 금산군 추부면 마전로60 (마전리 571-3)
19433,금석원룸점,GS25,충북 음성군 금왕읍 금석택지1길9-1 (금석리 514)
19434,금악중앙점,GS25,제주 제주시 한림읍 중산간서로4287 (금악리 2141-1)
19435,금암나래점,GS25,"전북 전주시 덕진구 거북바우3길15, 상가 103호,104호 (금암동 1564, 중앙하이츠아파트)"
19436,금암스위트점,GS25,전북 전주시 덕진구 떡전4길12 (금암동 750-9)
19437,금오2단지점,GS25,경기 의정부시 하금로41 (금오동 292-11)
19438,금오공대점,GS25,"경북 구미시 대학로39, 가동 101호(거의동 456)"
19439,금오그린빌점,GS25,"경기 의정부시 청사로48번길26, 상가동 101호, 102호 (금오동 476-1, 주공그린빌아파트)"
19440,금오브래뉴점,GS25,"경기 의정부시 호국로1369, 상가동103,104호 (금오동 370, 신도브래뉴아파트)"
19441,금오산점,GS25,경북 구미시 금오산상가길9-8(남통동 270-3)
19442,금오신도점,GS25,"경기 의정부시 동일로660, 상가동 101호 (금오동 344-17,금오2차신도브래뉴UP아파트)"
19443,금오종합점,GS25,"경기 의정부시 장곡로626, A동 110호(신곡2동 765-1, 금오종합상가)"
19444,금오주공점,GS25,경기 의정부시 부용로214번길14(신곡2동 788-8)
19445,금오퍼스트점,GS25,경기 의정부시 금오로109 (금오동 117-15)
19446,금오행정타운점,GS25,"경기 의정부시 호국로1519번길20-34, 1층 (금오동 447-8)"
19447,금오현대점,GS25,"경기 의정부시 부용로95, 110호(금오동 471-4, 현대프라자)"
19448,금왕광일점,GS25,"충북 음성군 금왕읍 신내로519 (본대리 산23-1, 광일아파트)"
19449,금왕내곡점,GS25,충북 음성군 금왕읍 금일로418 (내곡리 15-1)
19450,금왕드림점,GS25,충북 음성군 금왕읍 음성로1213(무극리 368)
19451,금왕로얄점,GS25,충북 음성군 금왕읍 음성로1147(금석리 258)
19452,금왕무극센터점,GS25,충북 음성군 금왕읍 응천동길50-1 (무극리 77-70)
19453,금왕사거리점,GS25,충북 음성군 금왕읍 금석로99(무극리 144)
19454,금왕터미널점,GS25,충북 음성군 금왕읍 금석로80(무극리 100-17)
19455,금왕테크노밸리점,GS25,"충북 음성군 금왕읍 금왕테크노2길79, 지번미확정 (유촌리 582)"
19456,금왕프라디움점,GS25,충북 음성군 금왕읍 금석택지2길6 (금석리 490)
19457,금왕행복점,GS25,충북 음성군 금왕읍 무극로338 (무극리 116-12)
19458,금정AK점,GS25,"경기 군포시 엘에스로143, 상가 1013호 (금정동 689, 힐스테이트금정역오피스텔)"
19459,금정구청점,GS25,부산 금정구 무학송로134(부곡3동 15-11)
19460,금정삼성점,GS25,경기 군포시 군포로719번길49 (산본동 1029-11)
19461,금정센타점,GS25,"경기 군포시 군포로759-1, 1층(산본1동 98)"
19462,금정역점,GS25,"경기 군포시 군포로743-1, 1층(산본1동 266-4)"
19463,금정점,GS25,"부산 금정구 금정로149번길8 (장전1동 213-9, LG25)"
19464,금정주공점,GS25,"경기 군포시 광정로25-58, 상가동 1층 (금정동 875-13)"
19465,금정중앙점,GS25,"경기 군포시 군포로745번길62, 1층 (산본동 236-15)"
19466,금정타운점,GS25,경기 군포시 당산로125번길18 (금정동 761-11)
19467,금천가온점,GS25,서울 금천구 독산로35길13 (시흥동 848)
19468,금천경희점,GS25,충북 청주시 상당구 꽃산동로4-2 (금천동 50-3)
19469,금천광장점,GS25,"충북 청주시 상당구 산성로98번길23, 101호 (용담동 372)"
19470,금천구청점,GS25,"서울 금천구 시흥대로73길11, 상가동 1층 5,6,7호 (시흥동 109-1)"
19471,금천나래점,GS25,"서울 금천구 독산로41길69, 1층 (시흥동 854)"
19472,금천뉴타운점,GS25,충북 청주시 상당구 영운천로127번길39 (금천동 77-15)
19473,금천능선점,GS25,"서울 금천구 독산로159, 1층 (시흥동 863-51, 한성빌딩)"
19474,금천다온점,GS25,"서울 금천구 독산로6가길18, 1층 (시흥동 923)"
19475,금천독산로점,GS25,"서울 금천구 독산로24길15, 1층 (시흥4동 818-6)"
19476,금천르네상스점,GS25,"서울 금천구 시흥대로152길11-43, 208동 1호(독산3동 953, 삼부르네상스)"
19477,금천무지개점,GS25,서울 금천구 시흥대로84마길21 (독산동 1071)
19478,금천문일점,GS25,"서울 금천구 시흥대로51길23, 1층 104호 (시흥동 991-47)"
19479,금천벽산타운점,GS25,"서울 금천구 금하로793, 404호B상가동 (시흥동 1010, 벽산아파트)"
19480,금천사랑점,GS25,"서울 금천구 범안로12길15, 상가 105동 101호 (독산1동 1006-132, 삼환아파트)"
19481,금천삼익점,GS25,서울 금천구 독산로50다길2 (시흥4동 796)
19482,금천센트럴점,GS25,"충북 청주시 상당구 쇠내로48, 상가 112호 (금천동 149-11, 단지)"
19483,금천수정점,GS25,충북 청주시 상당구 쇠내로135번길13 (금천동 115-33)
19484,금천스타점,GS25,"충북 청주시 상당구 중고개로333, 1층 105호 (금천동 199-2, 연세유정산부인과)"
19485,금천스타즈점,GS25,"서울 금천구 시흥대로315, 1층 호텔부대시설 (독산동 441-6, 스타즈호텔)"
19486,금천영림점,GS25,"서울 금천구 시흥대로26길37, 1층 1호 (시흥동 953-9, 영림팰리스)"
19487,금천왕창점,GS25,서울 금천구 독산로106길19 (독산3동 878-41)
19488,금천우림점,GS25,"서울 금천구 가산디지털1로168, 외4필지 지상1층104(가산동 371-28)"
19489,금천은하수점,GS25,"서울 금천구 시흥대로90길16, 1층 (독산동 1065-50)"
19490,금천은행점,GS25,서울 금천구 독산로42 (시흥동 908-24)
19491,금천장자점,GS25,"충북 청주시 상당구 호미로281, 상가동 102호,103호 (금천동 324)"
19492,금천제일점,GS25,서울 금천구 가산로3길54 (가산동 235-34)
19493,금천주원점,GS25,"서울 금천구 시흥대로123길47, 101동 102호,103호 (독산동 295-6)"
19494,금천중앙점,GS25,"서울 금천구 시흥대로406, 13호 (독산동 286-8)"
19495,금천초교점,GS25,서울 금천구 독산로22가길18 (시흥동 204-1)
19496,금천타운점,GS25,서울 금천구 가산디지털2로169-31(가산동 494-4)
19497,금천탑골점,GS25,서울 금천구 금하로29길15 (시흥동 263-11)
19498,금천태양점,GS25,서울 금천구 시흥대로141길47(독산1동 144-49)
19499,금천패션점,GS25,"서울 금천구 디지털로9길33, 101호(가산동 60-21, 아이티타워)"
19500,금천하늘정원점,GS25,"서울 금천구 시흥대로39길48-16, 1층 (시흥동 492-15)"
19501,금천한빛점,GS25,서울 금천구 독산로40길45(시흥4동 799-36)
19502,금천해가든점,GS25,"서울 금천구 벚꽃로6길3, 101동 지1층 비04호 (독산동 1143, 이랜드해가든아파트)"
19503,금천햇빛점,GS25,서울 금천구 시흥대로80길17 (독산동 1075-23)
19504,금천현대점,GS25,"충북 청주시 상당구 수영로312, 상가 107호 (금천동 270, 현대장자마을아파트)"
19505,금촌2동귀빈점,GS25,"경기 파주시 쇠재로133, 분산상가동 101호 (금촌2동 1003, 쇠재마을뜨란채)"
19506,금촌감사점,GS25,"경기 파주시 금정2길37, 1층 (금촌동 785-11)"
19507,금촌로타리점,GS25,경기 파주시 동산8길25(금촌2동 938-17)
19508,금촌사랑점,GS25,"경기 파주시 동산길9, 1층 전부(금촌2동 933-14)"
19509,금촌스쿨점,GS25,"경기 파주시 쇠재안길25, 1층 (금릉동 437-7)"
19510,금촌역점,GS25,경기 파주시 새꽃로194(금촌1동 329-19)
19511,금촌원앙점,GS25,"경기 파주시 원앙길51, 1층 금촌할인마트 (아동동 355-5)"
19512,금촌은혜점,GS25,경기 파주시 금정로8 (금촌동 786-23)
19513,금촌전통시장점,GS25,"경기 파주시 명동길45, 1층 (금촌동 323-10)"
19514,금촌중앙점,GS25,"경기 파주시 후곡로50 (금촌2동 992, 분산상가동105,106호)"
19515,금촌초교점,GS25,"경기 파주시 새꽃로119, 1층 전체 (금촌동 288-4, 두뇌계발집중력)"
19516,금촌터미널점,GS25,경기 파주시 아동로9(금촌1동 50-25)
19517,금촌팜스프링점,GS25,"경기 파주시 송화로13, 상가 169동 111호 (아동동 283, 팜스프링아파트)"
19518,금촌한별점,GS25,"경기 파주시 한마음2길5, 101,102호 (금촌2동 234-17, 두보아파트)"
19519,금촌행복점,GS25,경기 파주시 정담길23 (아동동 275-18)
19520,금호극동점,GS25,"서울 성동구 난계로67, 상가동 104호,105호 (왕십리2동 1058, 극동미라주아파트)"
19521,금호로자이점,GS25,"서울 성동구 금호로127, 상가동 B3 - 2호 (금호동2가 1215)"
19522,금호베스트빌점,GS25,서울 성동구 난계로114-31 (하왕십리동 1052)
19523,금호벽산점,GS25,"서울 성동구 금호로102 (금호동1가 633, 벽산아파트상가동502-2호)"
19524,금호사거리점,GS25,"서울 성동구 독서당로335, 2층 (금호동1가 1558, 서희빌딩)"
19525,금호시영점,GS25,"광주 서구 운천로43, 상가 101호 (금호동 741-1)"
19526,금호역점,GS25,"서울 성동구 매봉길50, 상가동 B201호 (옥수동 528, 이편한세상옥수파크힐스)"
19527,금호예향점,GS25,서울 성동구 독서당로265 (금호동4가 1028)
19528,금호원룸점,GS25,광주 서구 화개중앙로16 (금호동 838-10)
19529,금호일신점,GS25,광주 서구 금호운천길52 (금호동 723-16)
19530,금호종원점,GS25,"광주 서구 화개1로59-2, 105호 (금호동 240-2, 종원아파트)"
19531,금호주은점,GS25,"광주 서구 마재로59, 102호 (금호동 786,상가동)"
19532,금호타운점,GS25,광주 서구 화개1로1번길24(금호동 922-16)
19533,금호파크점,GS25,광주 서구 금화로85번길20 (금호동 751-9)
19534,기산대우점,GS25,"경기 화성시 동탄지성로409, 101호 (기산동 466, 화성태안푸르지오아파트)"
19535,기산래미안점,GS25,"경기 화성시 동탄지성로335, 상가동 108호 (기산동 464, 행림마을삼성래미안1차)"
19536,기산뷰파크점,GS25,"경기 화성시 효행로1177, GS25기산뷰파크점 (기산동 44-7)"
19537,기숙사후문점,GS25,경남 진주시 가좌길29번길54(가좌동 1171-2)
19538,기안아이유점,GS25,"경기 화성시 기배로29, 근생1(217동) 108,109호 (화성우방아이유쉘메가시티2단지) (기안동 373-4)"
19539,기안우방점,GS25,"경기 화성시 기배로30번길7-30, 111동(근생) 110호,111호 (기안동 454-1)"
19540,기업도시중앙점,GS25,"강원 원주시 지정면 신지정로153-48, 1층 (가곡리 1427-1)"
19541,기장고교점,GS25,"부산 기장군 기장읍 차성서로80, 1층 전체 (대라리 1005-4)"
19542,기장골드점,GS25,부산 기장군 기장읍 차성동로88(동부리 284-10)
19543,기장교리1호점,GS25,"부산 기장군 기장읍 차성동로167-10 (교리 343-1, 가화만사성)"
19544,기장교리유림점,GS25,부산 기장군 기장읍 차성동로172번길22 (교리 361-2)
19545,기장대로점,GS25,"부산 기장군 기장읍 대청로71번길13, 1층 전체 (청강리 294-3)"
19546,기장대청점,GS25,"부산 기장군 기장읍 대청로45번길19, 101호, 102호 (대라리 148-9)"
19547,기장도서관점,GS25,부산 기장군 기장읍 차성동로126번길15 (동부리 377-6)
19548,기장동부점,GS25,"부산 기장군 기장읍 읍내로101 (동부리 274-29, GS25)"
19549,기장삼정그린점,GS25,"부산 기장군 기장읍내리 791-5번지 101호,102호"
19550,기장서부점,GS25,"부산 기장군 기장읍 배산로8번길72, 1층 전체 (서부리 409)"
19551,기장우신점,GS25,"부산 기장군 기장읍 청강로76, 107동 103호, 105호 (청강리)"
19552,기장원자력의학원점,GS25,부산 기장군 장안읍 좌동길40 (좌동리 591)
19553,기장의학원위성점,GS25,부산 기장군 장안읍 좌동길40 (좌동리 591)
19554,기장점,GS25,"부산 기장군 기장읍 차성남로65번길3 (대라리 126-6, LG25)"
19555,기장차성로점,GS25,"부산 기장군 기장읍 차성로461, 108동 101호 (교리 2, 이진캐스빌블루1차아파트)"
19556,기장차성점,GS25,부산 기장군 기장읍 차성로218 (대라리 166-25)
19557,기장창기점,GS25,"부산 기장군 기장읍 대청로72번길9(청강리 703-4, 성문타일도기상사)"
19558,기장청강점,GS25,"부산 기장군 기장읍 차성남로91, 104호, 105호 (청강리 52-4)"
19559,기장캐스빌점,GS25,"부산 기장군 기장읍 차성서로51, 1층 (대라리 240)"
19560,기장한길점,GS25,"부산 기장군 기장읍 대변로14 (청강리 285-3, 해리빌라)"
19561,기장한신점,GS25,"부산 기장군 기장읍 차성로340, 1층 (동부리 150-16, 명성빌딩)"
19562,기장햇살점,GS25,부산 기장군 기장읍 차성동로157(교리 347-4)
19563,기전여고점,GS25,전북 전주시 완산구 황강서원4길15(효자동3가 1604-9)
19564,기흥AK점,GS25,"경기 용인시 기흥구 기흥역로63, 301동 103호 (구갈동 234, 힐스테이트)"
19565,기흥IC본점,GS25,"경기 용인시 기흥구 기흥단지로6, 1층 (고매동 485-1, MINISTOP)"
19566,기흥가나점,GS25,경기 용인시 기흥구 농서로236 (농서동 279-1)
19567,기흥구성점,GS25,"경기 용인시 기흥구 구성로63번길10-1, 1층 (언남동 371-6)"
19568,기흥금화점,GS25,경기 용인시 기흥구 금화로58번길8 (상갈동 463-1)
19569,기흥농서점,GS25,경기 용인시 기흥구 농서로159 (농서동 149-4)
19570,기흥더시티점,GS25,"경기 용인시 기흥구 구성로78번길9, 1층 (언남동 408)"
19571,기흥도서관점,GS25,"경기 용인시 기흥구 기흥로116번길5, 상가동 104호 (신갈동 166, 새릉골아파트)"
19572,기흥롯데점,GS25,"경기 용인시 기흥구 신정로25, 1층 121호 (신갈동 736, 신흥덕롯데캐슬레이시티)"
19573,기흥마북점,GS25,"경기 용인시 기흥구 마북로248, 101호 (마북동 66)"
19574,기흥민속마을점,GS25,"경기 용인시 기흥구 사은로126번길48, 1층 (보라동 570)"
19575,기흥밸리점,GS25,"경기 용인시 기흥구 기흥로58-1, 기흥ICT밸리(SKV1) B동 B102호 (구갈동 259-1)"
19576,기흥보라마을점,GS25,"경기 용인시 기흥구 용구대로1844, 상가동 101,102호 (보라동 564)"
19577,기흥상갈점,GS25,"경기 용인시 기흥구 상갈로31, 102호(상갈동 119-8)"
19578,기흥상하점,GS25,"경기 용인시 기흥구 중부대로788번길20, 주상가 101.102,103,b01호 (상하동 621)"
19579,기흥서천점,GS25,"경기 용인시 기흥구 서천동로60, 상가 101호 (서천동 823, 서천마을4단지)"
19580,기흥성원점,GS25,"경기 용인시 기흥구 기흥로116번길102, 1층 (언남동 500)"
19581,기흥세무서점,GS25,"경기 용인시 기흥구 흥덕2로117번길15, 1층 (영덕동 974-3)"
19582,기흥센트럴점,GS25,"경기 용인시 기흥구 중부대로494, 1동 110호 (구갈동 234,상가)"
19583,기흥써니점,GS25,"경기 용인시 기흥구 고매로16, 상가(고매동 883, 기흥써니밸리)"
19584,기흥예현마을점,GS25,경기 용인시 기흥구 예현로35번길21 (서천동 705)
19585,기흥이안점,GS25,"경기 용인시 기흥구 중부대로376, 1층 (신갈동 68-6)"
19586,기흥초당타운점,GS25,"경기 용인시 기흥구 동백중앙로55, 103호 (중동 1042-2)"
19587,기흥파크뷰점,GS25,"경기 용인시 기흥구 기흥로116번길58, 나상가동 101호, 102호 (신갈동 697)"
19588,기흥푸르지오점,GS25,"경기 용인시 기흥구 기흥역로16, 119동 101호, 102호 (구갈동 227-34, 기흥역지웰푸르지오)"
19589,기흥풍림점,GS25,"경기 용인시 기흥구 관곡로15, 상가동 GS25기흥풍림점 (신갈동 158)"
19590,기흥프라자점,GS25,"경기 용인시 기흥구 마북로132, 상가 (마북동 170-2)"
19591,기흥한성점,GS25,"경기 용인시 기흥구 마북로159, 103호 (마북동 181-2, 한성프라자)"
19592,기흥한양점,GS25,"경기 용인시 기흥구 구갈로28번길21-13, 상가동 108호 (구갈동 396, 한양아파트)"
19593,기흥해링턴가점,GS25,"경기 용인시 기흥구 덕영대로2077번길33, C동 105호,106호 (영덕동 1267, 기흥효성해링턴플레이스)"
19594,기흥해링턴나점,GS25,"경기 용인시 기흥구 덕영대로2077번길33, A동 101,102호(기흥효성해링턴플레이스) (영덕동 1267)"
19595,기흥흥덕로점,GS25,경기 용인시 기흥구 흥덕4로30번길28-25 (영덕동 1123-1)
19596,기흥힉스점,GS25,경기 용인시 기흥구 영덕동95-39번지 지산 1층
19597,길동미래점,GS25,"서울 강동구 양재대로110길8, 1층 (길동 432)"
19598,길동베네치아점,GS25,"서울 강동구 명일로201, 101호 (길동 143-4, 서한베네치아)"
19599,길동삼익점,GS25,"서울 강동구 명일로275, 1층 (길동 48)"
19600,길동오네뜨점,GS25,"서울 강동구 양재대로124길32, 102호 (길동 339-1, 동서울오네뜨)"
19601,길동우림점,GS25,"서울 강동구 양재대로124길70, 1층 (길동 342-8)"
19602,길동우성점,GS25,서울 강동구 양재대로116길30 (길동 392-5)
19603,길동타운점,GS25,서울 강동구 양재대로1518 (길동 347-14)
19604,길동퍼스트점,GS25,"서울 강동구 양재대로113길14, 1층(길동 379-14)"
19605,길동하이브점,GS25,"서울 강동구 진황도로100, 외1필지 1층 108호(길동 456-2, 길동하이브)"
19606,길음뉴타운점,GS25,"서울 성북구 삼양로13길45, 111,112호(길음동 1281-6, 길음뉴타운)"
19607,길음동부점,GS25,"서울 성북구 삼양로66, 지하 104호(길음2동 1141, 동부클리닉센타)"
19608,길음래미안,GS25,"서울 성북구 길음로9길50, 상가 112호 (길음동 1286, 길음뉴타운9단지)"
19609,길음본점,GS25,"서울 성북구 길음로33, B동 19호(길음동 1284, 상가)"
19610,길음센터피스점,GS25,"서울 성북구 숭인로50, 108,109,110동 하부근생시설 근생36호 (길음동 498-1)"
19611,길음역점,GS25,"서울 성북구 동소문로248, 105동 125~6호(길음1동 1276, 삼부아파트)"
19612,길천산단점,GS25,울산 울주군 상북면 산전후리로4 (산전리 1054-1)
19613,김대중센터점,GS25,광주 서구 상무화원로11번길7 (치평동 1282-2)
19614,김유정역점,GS25,"강원 춘천시 신동면 김유정로1417, A동 101호 (증리 938-2)"
19615,김제검산점,GS25,전북 김제시 도작로30(검산동 828)
19616,김제대방점,GS25,"전북 김제시 금성8길42, 상가동 101호 (신풍동 605, 대방아파트)"
19617,김제만경점,GS25,전북 김제시 만경읍 만경로809 (만경리 478-44)
19618,김제비사벌점,GS25,전북 김제시 도작로97 (신풍동 586-4)
19619,김제소방서점,GS25,전북 김제시 복죽로582 (교동 314-117)
19620,김제신광점,GS25,전북 김제시 중앙로121(요촌동 594)
19621,김제오거리점,GS25,전북 김제시 중앙로70 (요촌동 368-31)
19622,김제주공점,GS25,"전북 김제시 금성로140, 상가 103호(검산동 1050, 검산3차휴먼시아아파트)"
19623,김제진우점,GS25,전북 김제시 요촌동길61 (요촌동 547-11)
19624,김제터미널점,GS25,전북 김제시 동서로241 (요촌동 47-24)
19625,김천KTX점,GS25,"경북 김천시 혁신3로46 (율곡동 811, 영무메트로오피스텔)"
19626,김천공단점,GS25,경북 김천시 어모면 산업단지6로79 (남산리 2003-5)
19627,김천교동점,GS25,"경북 김천시 대학로82, 1층 코너 (교동 744-10)"
19628,김천남면점,GS25,"경북 김천시 남면 농남로1073, 1층 오복마트 (부상리 260)"
19629,김천남산점,GS25,"경북 김천시 노실고개길46, 1층 (남산동 172-2)"
19630,김천대기숙사점,GS25,"경북 김천시 대학로214, 내 (삼락동 754-1, 남자기숙사)"
19631,김천대로점,GS25,경북 김천시 영남대로2042 (덕곡동 995-9)
19632,김천대신센터점,GS25,"경북 김천시 부거리길14, 1층 코너 (신음동 991-4)"
19633,김천대신점,GS25,경북 김천시 신양4길1 (신음동 1008-2)
19634,김천대흥점,GS25,"경북 김천시 환경로202, 상가 2호 (대광동 1318-2)"
19635,김천덕곡점,GS25,경북 김천시 영남대로2106(덕곡동 760)
19636,김천동보점,GS25,"경북 김천시 양금로194, (동보수정상가101,102)(황금동 129-3, 동보수정아파트)"
19637,김천목화점,GS25,"경북 김천시 문지왈길68, 104호 (부곡동 1328, 부곡3주공아파트)"
19638,김천문화점,GS25,경북 김천시 문화1길39-3 (평화동 150-32)
19639,김천부곡드림점,GS25,"경북 김천시 부곡중앙4길33, 1층 일부 (부곡동 420-2)"
19640,김천부곡센타점,GS25,경북 김천시 문지왈길9 (부곡동 1057-3)
19641,김천산단점,GS25,경북 김천시 공단로268 (응명동 706-1)
19642,김천삼도점,GS25,"경북 김천시 시청7길64, 141동 104호 (신음동 1318, 김천 삼도뷰엔빌W아파트 1단지 상가동)"
19643,김천성내점,GS25,경북 김천시 자산로160(성내동 35-12)
19644,김천시청대로점,GS25,"경북 김천시 시청로95, 상가 105호 (신음동 1313, 휴먼시아)"
19645,김천신부곡점,GS25,"경북 김천시 부곡맛고을2길62, 1층 상가 (부곡동 1492)"
19646,김천실라점,GS25,"경북 김천시 영남대로1274, 상가 1층 (다수동 126, 실라1차아파트)"
19647,김천아포대로점,GS25,"경북 김천시 아포읍 아포대로1060, 왼쪽끝 칸 상가 (국사리 567-7)"
19648,김천어모점,GS25,경북 김천시 어모면 어모로251 (중왕리 531-1)
19649,김천역점,GS25,경북 김천시 김천로105-1 (평화동 264-77)
19650,김천율곡점,GS25,"경북 김천시 혁신6로2, 105호,GS25김천율곡점 (율곡동)"
19651,김천으뜸점,GS25,경북 김천시 시청3길16(신음동 1282-5)
19652,김천자이점,GS25,"경북 김천시 부곡길145, 102,103호 (부곡동 526-3)"
19653,김천장미점,GS25,경북 김천시 평화장미길52 (평화동 72-53)
19654,김천주공점,GS25,경북 김천시 신음새동네길76(신음동 1301-3)
19655,김천지례점,GS25,"경북 김천시 지례면 장터길99, 좌청용 (교리 697)"
19656,김천지좌점,GS25,경북 김천시 지좌길1 (지좌동 440-104)
19657,김천천년나무점,GS25,"경북 김천시 용전3로12, 상가 103호, 104호 (율곡동 768)"
19658,김천타운점,GS25,경북 김천시 고래실3길1(부곡동 990-6)
19659,김천혁신점,GS25,경북 김천시 혁신5로9 (율곡동 408)
19660,김천현대점,GS25,"경북 김천시 시청로42, 1층 101호 (신음동 394-9, 현대A상가)"
19661,김천황금점,GS25,경북 김천시 김천로244 (황금동 25-12)
19662,김포1동점,GS25,"경기 김포시 봉화로182번길26, 102호(북변동 757, 산호프라자)"
19663,김포갈산점,GS25,경기 김포시 월곶면 김포대로2515-9 (갈산리 465-43)
19664,김포고정점,GS25,경기 김포시 통진읍 고정1로32 (고정리 207-2)
19665,김포구래점,GS25,"경기 김포시 김포한강8로378, 110호 (구래동 6885-3, 웅신프라자)"
19666,김포누산점,GS25,경기 김포시 양촌읍 김포대로1592 (누산리 303)
19667,김포대로점,GS25,경기 김포시 월곶면 김포대로3010 (포내리 27-13)
19668,김포대림점,GS25,"경기 김포시 김포한강11로287, 101호 (운양동 1250-3, 풍경마을e편한세상아파트)"
