"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000958","용암초등학교","02","공립","N","","3","74","24.7","3","75","25","4","95","23.8","4","100","25","4","98","24.5","5","106","21.2","2","11","5.5","0","0","0","25","559","22.4","29","19.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000960","우암초등학교","02","공립","N","","2","33","16.5","2","39","19.5","2","26","13","1","23","23","2","33","16.5","2","33","16.5","1","6","6","0","0","0","12","193","16.1","14","13.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000961","운동초등학교","02","공립","N","","6","128","21.3","6","130","21.7","4","98","24.5","4","79","19.8","4","81","20.3","4","81","20.3","2","9","4.5","0","0","0","30","606","20.2","33","18.4"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000962","운천초등학교","02","공립","N","","5","76","15.2","4","61","15.3","4","62","15.5","4","83","20.8","4","83","20.8","4","83","20.8","2","12","6","0","0","0","27","460","17","30","15.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000964","원봉초등학교","02","공립","N","","3","72","24","3","70","23.3","3","77","25.7","4","94","23.5","4","100","25","5","115","23","1","6","6","0","0","0","23","534","23.2","27","19.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000965","원평초등학교","02","공립","N","","4","87","21.8","3","72","24","3","69","23","4","87","21.8","4","96","24","4","101","25.3","2","9","4.5","0","0","0","24","521","21.7","30","17.4"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000966","율량초등학교","02","공립","N","","4","81","20.3","4","84","21","4","78","19.5","5","115","23","4","85","21.3","5","115","23","1","7","7","0","0","0","27","565","20.9","37","15.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000967","주성초등학교","02","공립","N","","2","30","15","2","29","14.5","2","38","19","2","42","21","2","33","16.5","2","40","20","2","8","4","0","0","0","14","220","15.7","16","13.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110000968","중앙초등학교","02","공립","N","","10","265","26.5","10","270","27","12","296","24.7","10","261","26.1","11","279","25.4","11","286","26","2","10","5","0","0","0","66","1667","25.3","77","21.6"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000969","증안초등학교","02","공립","N","","5","110","22","4","96","24","5","126","25.2","6","139","23.2","6","158","26.3","5","131","26.2","2","11","5.5","0","0","0","33","771","23.4","41","18.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000970","진흥초등학교","02","공립","N","","5","110","22","4","100","25","5","108","21.6","4","99","24.8","5","112","22.4","6","153","25.5","2","13","6.5","0","0","0","31","695","22.4","37","18.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000971","창신초등학교","02","공립","N","","7","180","25.7","7","188","26.9","7","190","27.1","9","234","26","9","224","24.9","8","216","27","2","9","4.5","0","0","0","49","1241","25.3","59","21"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110000972","청남초등학교","02","공립","N","","2","49","24.5","2","38","19","3","63","21","3","49","16.3","3","59","19.7","3","72","24","2","13","6.5","0","0","0","18","343","19.1","21","16.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000974","풍광초등학교","02","공립","N","","3","77","25.7","3","70","23.3","3","75","25","3","80","26.7","3","77","25.7","4","86","21.5","1","5","5","0","0","0","20","470","23.5","24","19.6"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000975","한벌초등학교","02","공립","N","","2","26","13","2","32","16","2","44","22","3","57","19","2","36","18","4","80","20","2","12","6","0","0","0","17","287","16.9","18","15.9"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110000976","한솔초등학교","02","공립","N","","2","32","16","2","40","20","2","40","20","2","44","22","3","53","17.7","2","33","16.5","2","10","5","0","0","0","15","252","16.8","17","14.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110000978","흥덕초등학교","02","공립","N","","2","40","20","2","30","15","2","42","21","3","53","17.7","2","45","22.5","3","59","19.7","2","14","7","0","0","0","16","283","17.7","17","16.6"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110000998","가흥초등학교","02","공립","N","","1","8","8","1","10","10","1","7","7","1","3","3","1","9","9","1","2","2","0","0","0","0","0","0","6","39","6.5","6","6.5"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001003","금가초등학교","02","공립","N","","1","23","23","1","26","26","2","32","16","1","20","20","1","24","24","1","18","18","1","2","2","0","0","0","8","145","18.1","9","16.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001006","노은초등학교","02","공립","N","","1","10","10","1","8","8","1","6","6","1","10","10","1","11","11","1","9","9","0","0","0","0","0","0","6","54","9","6","9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001011","단월초등학교","02","공립","N","","1","7","7","1","9","9","1","4","4","1","10","10","1","13","13","1","6","6","0","0","0","0","0","0","6","49","8.2","7","7"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001012","달천초등학교","02","공립","N","","1","11","11","1","9","9","1","4","4","1","9","9","1","7","7","1","15","15","0","0","0","0","0","0","6","55","9.2","7","7.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001013","달천초등학교매현분교장","02","공립","N","","1","4","4","1","2","2","1","8","8","1","6","6","1","6","6","1","5","5","0","0","0","0","0","0","6","31","5.2","7","4.4"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001015","대미초등학교","02","공립","N","","1","12","12","1","5","5","1","10","10","1","6","6","1","13","13","1","9","9","1","1","1","0","0","0","7","56","8","8","7"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001017","덕신초등학교","02","공립","N","","1","14","14","1","19","19","1","13","13","1","12","12","1","10","10","1","12","12","1","6","6","0","0","0","7","86","12.3","9","9.6"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001020","동량초등학교","02","공립","N","","1","12","12","1","6","6","1","5","5","1","9","9","1","6","6","1","9","9","1","1","1","0","0","0","7","48","6.9","7","6.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001031","목행초등학교","02","공립","N","","2","52","26","2","48","24","3","55","18.3","3","77","25.7","3","75","25","3","79","26.3","1","2","2","0","0","0","17","388","22.8","20","19.4"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001034","산척초등학교","02","공립","N","","1","7","7","1","7","7","1","2","2","1","5","5","1","7","7","1","8","8","1","3","3","0","0","0","7","39","5.6","8","4.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001045","세성초등학교","02","공립","N","","1","10","10","1","10","10","1","11","11","1","2","2","1","7","7","1","8","8","1","2","2","0","0","0","7","50","7.1","8","6.3"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001049","소태초등학교","02","공립","N","","0","0","0","1","2","2","1","4","4","1","7","7","1","3","3","1","5","5","0","0","0","0","0","0","5","21","4.2","7","3"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001053","수안보초등학교","02","공립","N","","1","5","5","1","6","6","1","5","5","1","8","8","1","7","7","1","5","5","0","0","0","0","0","0","6","36","6","7","5.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001057","수회초등학교","02","공립","N","","1","2","2","1","7","7","1","5","5","1","5","5","1","6","6","1","3","3","1","3","3","0","0","0","7","31","4.4","7","4.4"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001060","앙성초등학교","02","공립","N","","1","5","5","1","10","10","1","4","4","1","8","8","1","9","9","1","4","4","1","1","1","0","0","0","7","41","5.9","8","5.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001064","엄정초등학교","02","공립","N","","1","9","9","1","4","4","1","10","10","1","10","10","1","7","7","1","5","5","0","0","0","0","0","0","6","45","7.5","8","5.6"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001065","연수초등학교","02","공립","N","","1","14","14","2","29","14.5","1","17","17","1","18","18","2","32","16","2","28","14","1","3","3","0","0","0","10","141","14.1","12","11.8"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001068","오석초등학교","02","공립","N","","1","4","4","1","4","4","1","8","8","1","5","5","1","5","5","1","5","5","0","0","0","0","0","0","6","31","5.2","6","5.2"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001069","충주용산초등학교","02","공립","N","","3","73","24.3","4","90","22.5","4","95","23.8","5","127","25.4","5","109","21.8","6","142","23.7","1","8","8","0","0","0","28","644","23","34","18.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001070","용원초등학교","02","공립","N","","1","7","7","1","8","8","1","7","7","1","6","6","1","1","1","1","7","7","1","2","2","0","0","0","7","38","5.4","8","4.8"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001075","주덕초등학교","02","공립","N","","1","14","14","1","4","4","1","6","6","1","8","8","1","14","14","1","10","10","1","1","1","0","0","0","7","57","8.1","8","7.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001079","충주교현초등학교","02","공립","N","","2","44","22","2","48","24","1","28","28","2","45","22.5","2","42","21","2","44","22","1","2","2","0","0","0","12","253","21.1","14","18.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001080","충주남산초등학교","02","공립","N","","5","108","21.6","5","117","23.4","6","128","21.3","7","155","22.1","7","169","24.1","8","176","22","2","9","4.5","0","0","0","40","862","21.6","50","17.2"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001081","충주대림초등학교","02","공립","N","","2","31","15.5","2","33","16.5","2","34","17","2","27","13.5","2","47","23.5","2","48","24","1","5","5","0","0","0","13","225","17.3","16","14.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001082","충주삼원초등학교","02","공립","N","","2","33","16.5","2","32","16","2","42","21","2","34","17","2","45","22.5","2","46","23","2","13","6.5","0","0","0","14","245","17.5","16","15.3"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001083","충주성남초등학교","02","공립","N","","3","83","27.7","3","72","24","4","92","23","3","74","24.7","5","114","22.8","5","111","22.2","2","7","3.5","0","0","0","25","553","22.1","30","18.4"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001087","충주예성초등학교","02","공립","N","","1","13","13","1","16","16","2","22","11","2","21","10.5","1","19","19","2","24","12","2","10","5","0","0","0","11","125","11.4","13","9.6"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001089","충주중앙초등학교","02","공립","N","","3","57","19","2","43","21.5","2","43","21.5","2","49","24.5","3","69","23","2","49","24.5","1","4","4","0","0","0","15","314","20.9","17","18.5"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001090","칠금초등학교","02","공립","N","","3","59","19.7","2","51","25.5","3","61","20.3","3","79","26.3","3","62","20.7","4","82","20.5","1","6","6","0","0","0","19","400","21.1","23","17.4"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001091","탄금초등학교","02","공립","N","","4","101","25.3","5","110","22","5","115","23","5","124","24.8","6","143","23.8","7","163","23.3","1","3","3","0","0","0","33","759","23","42","18.1"
"충청북도교육청","충청북도영동교육지원청","충청북도 영동군","S110001837","초강초등학교","02","공립","N","","0","0","0","1","3","3","1","5","5","1","3","3","1","6","6","1","5","5","1","3","3","0","0","0","6","25","4.2","7","3.6"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110001845","장락초등학교","02","공립","N","","5","125","25","6","162","27","7","167","23.9","7","163","23.3","7","168","24","6","153","25.5","2","11","5.5","0","0","0","40","949","23.7","48","19.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001857","죽림초등학교","02","공립","N","","4","89","22.3","3","79","26.3","4","95","23.8","4","91","22.8","4","104","26","4","101","25.3","1","2","2","0","0","0","24","561","23.4","29","19.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001858","산성초등학교","02","공립","N","","7","194","27.7","9","234","26","9","250","27.8","9","253","28.1","10","262","26.2","9","243","27","1","3","3","0","0","0","54","1439","26.6","65","22.1"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110001859","주중초등학교","02","공립","N","","6","148","24.7","5","120","24","6","150","25","7","162","23.1","6","160","26.7","6","162","27","1","6","6","0","0","0","37","908","24.5","46","19.7"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110001860","사천초등학교","02","공립","N","","5","113","22.6","5","125","25","5","124","24.8","6","141","23.5","5","123","24.6","5","109","21.8","2","9","4.5","0","0","0","33","744","22.5","39","19.1"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001861","서경초등학교","02","공립","N","","5","131","26.2","4","106","26.5","4","106","26.5","5","128","25.6","5","129","25.8","5","135","27","1","8","8","0","0","0","29","743","25.6","37","20.1"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001862","봉덕초등학교","02","공립","N","","4","89","22.3","4","101","25.3","4","84","21","5","105","21","4","97","24.3","4","103","25.8","2","10","5","0","0","0","27","589","21.8","31","19"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110001863","용성초등학교","02","공립","N","","4","88","22","4","96","24","4","100","25","6","155","25.8","6","147","24.5","7","174","24.9","3","14","4.7","0","0","0","34","774","22.8","42","18.4"
"충청북도교육청","충청북도제천교육지원청","충청북도 제천시","S110001865","내토초등학교","02","공립","N","","2","32","16","2","33","16.5","2","37","18.5","2","35","17.5","2","46","23","3","54","18","1","4","4","0","0","0","14","241","17.2","16","15.1"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001872","충주금릉초등학교","02","공립","N","","4","96","24","5","116","23.2","5","105","21","5","112","22.4","5","111","22.2","5","99","19.8","2","11","5.5","0","0","0","31","650","21","37","17.6"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001874","산남초등학교","02","공립","N","","5","112","22.4","5","124","24.8","4","103","25.8","6","160","26.7","7","169","24.1","6","135","22.5","1","5","5","0","0","0","34","808","23.8","41","19.7"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001878","샛별초등학교","02","공립","N","","5","112","22.4","4","105","26.3","5","119","23.8","7","163","23.3","6","138","23","6","143","23.8","1","1","1","0","0","0","34","781","23","41","19"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110001886","비봉초등학교","02","공립","N","","5","119","23.8","5","108","21.6","5","115","23","6","139","23.2","6","143","23.8","6","157","26.2","2","7","3.5","0","0","0","35","788","22.5","41","19.2"
"충청북도교육청","충청북도옥천교육지원청","충청북도 옥천군","S110001889","장야초등학교","02","공립","N","","3","54","18","3","69","23","3","64","21.3","4","84","21","5","103","20.6","4","86","21.5","2","9","4.5","0","0","0","24","469","19.5","29","16.2"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 서원구","S110001891","성화초등학교","02","공립","N","","5","88","17.6","5","96","19.2","6","117","19.5","7","124","17.7","7","116","16.6","8","141","17.6","3","15","5","0","0","0","41","697","17","50","13.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110001919","국원초등학교","02","공립","N","","7","180","25.7","7","175","25","7","185","26.4","7","185","26.4","7","185","26.4","8","211","26.4","0","0","0","0","0","0","43","1121","26.1","52","21.6"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001951","서현초등학교","02","공립","N","","6","162","27","6","168","28","7","188","26.9","7","184","26.3","7","213","30.4","7","202","28.9","2","12","6","0","0","0","42","1129","26.9","51","22.1"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001955","직지초등학교","02","공립","N","","4","101","25.3","5","111","22.2","5","113","22.6","5","114","22.8","5","111","22.2","5","114","22.8","1","3","3","0","0","0","30","667","22.2","34","19.6"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110001958","솔밭초등학교","02","공립","N","","10","282","28.2","10","286","28.6","10","316","31.6","11","348","31.6","10","314","31.4","9","291","32.3","0","0","0","0","0","0","60","1837","30.6","71","25.9"
"충청북도교육청","충청북도음성교육지원청","충청북도 음성군","S110001998","동성초등학교","02","공립","N","","7","165","23.6","6","140","23.3","6","143","23.8","6","158","26.3","6","156","26","5","137","27.4","1","5","5","0","0","0","37","904","24.4","44","20.5"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002003","양청초등학교","02","공립","N","","4","87","21.8","4","99","24.8","4","84","21","3","77","25.7","2","53","26.5","2","53","26.5","1","4","4","0","0","0","20","457","22.9","23","19.9"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002005","창리초등학교","02","공립","N","","12","320","26.7","11","260","23.6","10","261","26.1","8","214","26.8","7","189","27","7","176","25.1","2","8","4","0","0","0","57","1428","25.1","67","21.3"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110002199","청주소로초등학교","02","공립","N","","7","172","24.6","6","145","24.2","6","157","26.2","5","122","24.4","4","98","24.5","4","87","21.8","1","2","2","0","0","0","33","783","23.7","39","20.1"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 흥덕구","S110002200","청주내곡초등학교","02","공립","N","","10","296","29.6","8","246","30.8","8","240","30","8","237","29.6","6","189","31.5","5","143","28.6","2","8","4","0","0","0","47","1359","28.9","56","24.3"
"충청북도교육청","충청북도진천교육지원청","충청북도 진천군","S110002201","진천상신초등학교","02","공립","N","","9","233","25.9","8","203","25.4","8","201","25.1","8","195","24.4","5","122","24.4","5","137","27.4","2","10","5","0","0","0","45","1101","24.5","53","20.8"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110002202","단재초등학교","02","공립","N","","9","216","24","8","197","24.6","9","206","22.9","8","204","25.5","7","167","23.9","6","150","25","2","10","5","0","0","0","49","1150","23.5","60","19.2"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002213","충주중앙탑초등학교","02","공립","N","","7","188","26.9","6","148","24.7","7","187","26.7","7","179","25.6","7","166","23.7","5","124","24.8","2","8","4","0","0","0","41","1000","24.4","49","20.4"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 청원구","S110002234","생명초등학교","02","공립","N","","8","200","25","7","174","24.9","6","149","24.8","6","139","23.2","4","83","20.8","3","68","22.7","1","3","3","0","0","0","35","816","23.3","41","19.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002236","충주대소원초등학교","02","공립","N","","2","52","26","2","48","24","2","30","15","2","30","15","2","42","21","2","42","21","2","11","5.5","0","0","0","14","255","18.2","16","15.9"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002238","충주남한강초등학교","02","공립","N","","8","195","24.4","7","176","25.1","8","197","24.6","7","178","25.4","7","174","24.9","6","153","25.5","2","9","4.5","0","0","0","45","1082","24","54","20"
"충청북도교육청","충청북도청주교육지원청","충청북도 청주시 상당구","S110002253","용아초등학교","02","공립","N","","11","282","25.6","9","234","26","9","233","25.9","9","226","25.1","7","177","25.3","6","154","25.7","1","5","5","0","0","0","52","1311","25.2","61","21.5"
"충청북도교육청","충청북도충주교육지원청","충청북도 충주시","S110002320","용원초등학교동락분교장","02","공립","N","","0","0","0","0","0","0","0","0","0","1","2","2","1","2","2","1","2","2","0","0","0","0","0","0","3","6","2","3","2"
"충청북도교육청","충청북도단양교육지원청","충청북도 단양군","S110002321","영춘초등학교별방분교장","02","공립","N","","0","0","0","0","0","0","1","2","2","0","0","0","1","3","3","1","1","1","0","0","0","0","0","0","3","6","2","5","1.2"
"충청북도교육청","충청북도보은교육지원청","충청북도 보은군","S110002322","판동초등학교송죽분교장","02","공립","N","","0","0","0","1","3","3","0","0","0","0","0","0","1","2","2","1","2","2","1","3","3","0","0","0","4","10","2.5","3","3.3"
"충청남도교육청","교육부","충청남도 공주시","S000003499","공주교육대학교부설초등학교","02","국립","N","","4","80","20","4","78","19.5","4","77","19.3","4","80","20","4","78","19.5","4","86","21.5","1","4","4","0","0","0","25","483","19.3","29","16.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000293","경천초등학교","02","공립","N","","1","5","5","1","5","5","1","5","5","1","5","5","1","5","5","1","8","8","0","0","0","0","0","0","6","33","5.5","7","4.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000294","계룡초등학교","02","공립","N","","1","4","4","1","9","9","1","10","10","1","12","12","1","13","13","1","11","11","0","0","0","0","0","0","6","59","9.8","8","7.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000295","공주교동초등학교","02","공립","N","","1","22","22","1","24","24","1","20","20","2","31","15.5","1","22","22","1","25","25","1","6","6","0","0","0","8","150","18.8","9","16.7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000296","공주금학초등학교","02","공립","N","","1","8","8","1","8","8","1","9","9","1","10","10","1","17","17","1","14","14","1","7","7","0","0","0","7","73","10.4","8","9.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000297","공주봉황초등학교","02","공립","N","","1","14","14","1","15","15","1","11","11","1","17","17","1","13","13","1","13","13","1","6","6","0","0","0","7","89","12.7","9","9.9"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000298","공주신월초등학교","02","공립","N","","8","195","24.4","7","191","27.3","8","202","25.3","7","204","29.1","7","181","25.9","7","199","28.4","2","6","3","0","0","0","46","1178","25.6","53","22.2"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000299","공주중동초등학교","02","공립","N","","2","32","16","1","17","17","2","32","16","2","34","17","2","47","23.5","2","35","17.5","2","9","4.5","0","0","0","13","206","15.8","17","12.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000302","구산초등학교","02","공립","N","","1","2","2","1","6","6","1","7","7","1","9","9","1","12","12","1","7","7","0","0","0","0","0","0","6","43","7.2","7","6.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000304","귀산초등학교","02","공립","N","","1","8","8","1","10","10","1","9","9","1","8","8","1","12","12","1","13","13","0","0","0","0","0","0","6","60","10","7","8.6"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000312","덕암초등학교","02","공립","N","","1","5","5","1","5","5","1","2","2","1","5","5","1","9","9","1","5","5","1","3","3","0","0","0","7","34","4.9","8","4.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000315","마곡초등학교","02","공립","N","","1","1","1","1","3","3","1","4","4","1","6","6","1","10","10","1","6","6","0","0","0","0","0","0","6","30","5","7","4.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000317","반포초등학교","02","공립","N","","1","5","5","1","7","7","1","5","5","1","7","7","1","14","14","1","13","13","1","3","3","0","0","0","7","54","7.7","8","6.8"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000323","상서초등학교","02","공립","N","","1","18","18","1","16","16","1","17","17","1","17","17","1","11","11","1","16","16","0","0","0","0","0","0","6","95","15.8","7","13.6"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000326","석송초등학교","02","공립","N","","1","10","10","1","10","10","1","8","8","1","4","4","1","6","6","1","6","6","0","0","0","0","0","0","6","44","7.3","7","6.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000330","수촌초등학교","02","공립","N","","1","9","9","1","11","11","1","10","10","1","10","10","1","12","12","1","15","15","2","9","4.5","0","0","0","8","76","9.5","9","8.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000331","신관초등학교","02","공립","N","","5","98","19.6","4","82","20.5","4","100","25","6","149","24.8","5","129","25.8","6","144","24","2","12","6","0","0","0","32","714","22.3","37","19.3"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000332","신풍초등학교","02","공립","N","","1","3","3","1","3","3","1","7","7","1","4","4","1","7","7","1","5","5","0","0","0","0","0","0","6","29","4.8","7","4.1"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000338","우성초등학교","02","공립","N","","1","9","9","1","9","9","1","7","7","1","5","5","1","10","10","1","12","12","1","3","3","0","0","0","7","55","7.9","8","6.9"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000343","유구초등학교","02","공립","N","","1","8","8","1","19","19","2","28","14","1","21","21","1","21","21","1","19","19","1","2","2","0","0","0","8","118","14.8","10","11.8"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000345","의당초등학교","02","공립","N","","1","9","9","1","11","11","1","16","16","1","18","18","1","21","21","1","13","13","0","0","0","0","0","0","6","88","14.7","7","12.6"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000348","이인초등학교","02","공립","N","","1","5","5","1","6","6","1","11","11","1","5","5","1","9","9","1","9","9","0","0","0","0","0","0","6","45","7.5","7","6.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000353","정안초등학교","02","공립","N","","1","13","13","1","8","8","1","8","8","1","11","11","1","13","13","1","6","6","0","0","0","0","0","0","6","59","9.8","7","8.4"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000360","탄천초등학교","02","공립","N","","1","4","4","1","8","8","1","4","4","1","10","10","1","6","6","1","7","7","1","5","5","0","0","0","7","44","6.3","8","5.5"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000361","태봉초등학교","02","공립","N","","1","6","6","1","10","10","1","13","13","1","7","7","1","4","4","1","9","9","0","0","0","0","0","0","6","49","8.2","7","7"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000362","학봉초등학교","02","공립","N","","1","10","10","1","5","5","1","9","9","1","8","8","1","13","13","1","10","10","0","0","0","0","0","0","6","55","9.2","8","6.9"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000364","호계초등학교","02","공립","N","","1","1","1","1","8","8","1","7","7","1","5","5","1","5","5","1","5","5","0","0","0","0","0","0","6","31","5.2","8","3.9"
"충청남도교육청","충청남도공주교육지원청","충청남도 공주시","S120000366","효포초등학교","02","공립","N","","1","6","6","1","9","9","1","13","13","1","6","6","1","3","3","1","8","8","0","0","0","0","0","0","6","45","7.5","7","6.4"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000376","군북초등학교","02","공립","N","","1","2","2","1","7","7","1","9","9","1","8","8","1","9","9","1","4","4","1","1","1","0","0","0","7","40","5.7","7","5.7"
"충청남도교육청","충청남도금산교육지원청","충청남도 금산군","S120000378","금성초등학교금계분교장","02","공립","N","","0","0","0","0","0","0","1","3","3","0","0","0","1","6","6","0","0","0","0","0","0","0","0","0","2","9","4.5","3","3"
