"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001414","서울신묵초등학교","02","공립","N","","3","58","19.3","3","62","20.7","3","49","16.3","4","71","17.8","3","69","23","3","60","20","1","5","5","0","0","0","20","374","18.7","24","15.6"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001415","서울신현초등학교","02","공립","N","","4","76","19","4","84","21","3","66","22","4","76","19","4","88","22","4","87","21.8","1","5","5","0","0","0","24","482","20.1","27","17.9"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001416","서울안평초등학교","02","공립","N","","7","191","27.3","7","166","23.7","7","166","23.7","7","178","25.4","8","181","22.6","7","169","24.1","1","9","9","0","0","0","44","1060","24.1","56","18.9"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001417","서울용두초등학교","02","공립","N","","4","77","19.3","3","65","21.7","3","73","24.3","4","78","19.5","3","68","22.7","3","70","23.3","1","2","2","0","0","0","21","433","20.6","25","17.3"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001418","서울원묵초등학교","02","공립","N","","7","148","21.1","7","145","20.7","9","201","22.3","8","194","24.3","7","162","23.1","8","204","25.5","1","7","7","0","0","0","47","1061","22.6","57","18.6"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001419","서울이문초등학교","02","공립","N","","6","114","19","5","105","21","6","125","20.8","6","138","23","6","144","24","7","145","20.7","3","15","5","0","0","0","39","786","20.2","46","17.1"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001420","서울장평초등학교","02","공립","N","","8","182","22.8","8","198","24.8","6","150","25","8","200","25","6","169","28.2","8","187","23.4","2","9","4.5","0","0","0","46","1095","23.8","56","19.6"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001421","서울전곡초등학교","02","공립","N","","2","43","21.5","2","37","18.5","3","49","16.3","3","61","20.3","3","62","20.7","4","66","16.5","2","7","3.5","0","0","0","19","325","17.1","23","14.1"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001422","서울전농초등학교","02","공립","N","","8","204","25.5","7","190","27.1","7","163","23.3","7","180","25.7","6","156","26","6","135","22.5","2","8","4","0","0","0","43","1036","24.1","55","18.8"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001423","서울전동초등학교","02","공립","N","","5","105","21","6","119","19.8","5","102","20.4","5","116","23.2","5","120","24","6","126","21","2","8","4","0","0","0","34","696","20.5","43","16.2"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001424","서울종암초등학교","02","공립","N","","4","75","18.8","4","64","16","4","77","19.3","4","70","17.5","4","76","19","5","97","19.4","1","5","5","0","0","0","26","464","17.8","30","15.5"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001425","서울중곡초등학교","02","공립","N","","7","142","20.3","5","106","21.2","7","145","20.7","7","150","21.4","7","152","21.7","7","140","20","2","7","3.5","0","0","0","42","842","20","51","16.5"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001426","서울중랑초등학교","02","공립","N","","5","109","21.8","5","109","21.8","5","103","20.6","6","126","21","5","100","20","5","100","20","2","9","4.5","0","0","0","33","656","19.9","40","16.4"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001427","서울중목초등학교","02","공립","N","","4","90","22.5","3","75","25","3","63","21","3","66","22","3","48","16","3","57","19","2","6","3","0","0","0","21","405","19.3","24","16.9"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001428","서울중화초등학교","02","공립","N","","8","188","23.5","8","177","22.1","8","195","24.4","9","223","24.8","9","206","22.9","9","226","25.1","2","7","3.5","0","0","0","53","1222","23.1","63","19.4"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 중랑구","S010001429","서울중흥초등학교","02","공립","N","","2","31","15.5","2","29","14.5","2","41","20.5","2","25","12.5","2","27","13.5","2","37","18.5","3","13","4.3","0","0","0","15","203","13.5","18","11.3"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001430","서울청량초등학교","02","공립","N","","5","106","21.2","4","83","20.8","5","108","21.6","5","113","22.6","6","115","19.2","6","126","21","2","4","2","0","0","0","33","655","19.8","41","16"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001431","서울홍릉초등학교","02","공립","N","","3","62","20.7","3","54","18","3","50","16.7","3","68","22.7","3","64","21.3","3","51","17","1","4","4","0","0","0","19","353","18.6","22","16"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001432","서울홍파초등학교","02","공립","N","","2","30","15","2","33","16.5","2","38","19","3","40","13.3","3","37","12.3","2","33","16.5","2","9","4.5","0","0","0","16","220","13.8","21","10.5"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001433","서울휘경초등학교","02","공립","N","","3","47","15.7","2","50","25","2","36","18","2","46","23","3","52","17.3","3","48","16","2","12","6","0","0","0","17","291","17.1","21","13.9"
"서울특별시교육청","서울특별시동부교육지원청","서울특별시 동대문구","S010001434","은석초등학교","02","사립","N","","4","121","30.3","4","121","30.3","4","122","30.5","4","121","30.3","4","98","24.5","4","93","23.3","0","0","0","0","0","0","24","676","28.2","63","10.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001576","서울강남초등학교","02","공립","N","","7","149","21.3","5","103","20.6","6","134","22.3","6","135","22.5","6","134","22.3","5","120","24","2","10","5","0","0","0","37","785","21.2","43","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001577","서울관악초등학교","02","공립","N","","6","103","17.2","4","84","21","4","94","23.5","5","95","19","4","96","24","4","85","21.3","2","14","7","0","0","0","29","571","19.7","33","17.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001578","서울구암초등학교","02","공립","N","","9","229","25.4","8","204","25.5","9","227","25.2","10","262","26.2","10","258","25.8","11","276","25.1","2","8","4","0","0","0","59","1464","24.8","75","19.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001579","서울난곡초등학교","02","공립","N","","3","58","19.3","2","44","22","3","61","20.3","2","46","23","4","68","17","3","63","21","2","8","4","0","0","0","19","348","18.3","22","15.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001580","서울난우초등학교","02","공립","N","","5","103","20.6","5","106","21.2","5","103","20.6","7","135","19.3","5","113","22.6","6","136","22.7","2","11","5.5","0","0","0","35","707","20.2","42","16.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001581","서울난향초등학교","02","공립","N","","5","103","20.6","6","123","20.5","6","132","22","7","150","21.4","6","139","23.2","6","123","20.5","2","9","4.5","0","0","0","38","779","20.5","45","17.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001582","서울남부초등학교","02","공립","N","","5","100","20","3","73","24.3","4","85","21.3","4","78","19.5","4","78","19.5","4","75","18.8","2","7","3.5","0","0","0","26","496","19.1","31","16"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001583","서울남사초등학교","02","공립","N","","5","104","20.8","4","91","22.8","4","78","19.5","4","84","21","4","88","22","4","77","19.3","1","5","5","0","0","0","26","527","20.3","30","17.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001584","서울남성초등학교","02","공립","N","","5","80","16","4","93","23.3","4","81","20.3","4","88","22","5","95","19","5","90","18","2","10","5","0","0","0","29","537","18.5","34","15.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001585","서울노량진초등학교","02","공립","N","","2","33","16.5","3","42","14","2","31","15.5","2","39","19.5","2","37","18.5","3","51","17","2","9","4.5","0","0","0","16","242","15.1","21","11.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001586","서울당곡초등학교","02","공립","N","","7","127","18.1","4","92","23","4","86","21.5","5","99","19.8","5","100","20","5","106","21.2","2","6","3","0","0","0","32","616","19.3","37","16.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001587","서울대림초등학교","02","공립","N","","9","189","21","7","157","22.4","8","164","20.5","8","173","21.6","9","171","19","9","185","20.6","0","0","0","0","0","0","50","1039","20.8","58","17.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001588","서울동작초등학교","02","공립","N","","6","114","19","4","99","24.8","4","90","22.5","4","78","19.5","3","72","24","3","72","24","1","2","2","0","0","0","25","527","21.1","29","18.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001589","서울문창초등학교","02","공립","N","","6","88","14.7","3","51","17","3","62","20.7","3","50","16.7","5","86","17.2","4","66","16.5","2","10","5","0","0","0","26","413","15.9","31","13.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001590","서울미성초등학교","02","공립","N","","7","131","18.7","6","122","20.3","5","105","21","6","139","23.2","5","114","22.8","5","115","23","2","5","2.5","0","0","0","36","731","20.3","41","17.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001591","서울본동초등학교","02","공립","N","","2","27","13.5","2","23","11.5","1","22","22","1","16","16","1","12","12","1","15","15","1","5","5","0","0","0","9","120","13.3","13","9.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001592","서울봉천초등학교","02","공립","N","","6","117","19.5","5","112","22.4","5","113","22.6","6","127","21.2","6","131","21.8","6","124","20.7","2","5","2.5","0","0","0","36","729","20.3","44","16.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001593","서울사당초등학교","02","공립","N","","6","108","18","5","113","22.6","4","82","20.5","5","94","18.8","5","109","21.8","4","74","18.5","2","10","5","0","0","0","31","590","19","37","15.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001594","서울삼성초등학교","02","공립","N","","2","40","20","3","49","16.3","4","74","18.5","3","59","19.7","4","79","19.8","3","51","17","1","6","6","0","0","0","20","358","17.9","24","14.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001595","서울상도초등학교","02","공립","N","","7","135","19.3","6","127","21.2","6","133","22.2","7","144","20.6","7","146","20.9","8","172","21.5","2","11","5.5","0","0","0","43","868","20.2","51","17"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001596","서울신길초등학교","02","공립","N","","6","135","22.5","6","153","25.5","7","152","21.7","7","174","24.9","9","222","24.7","10","250","25","2","11","5.5","0","0","0","47","1097","23.3","57","19.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001597","서울신남성초등학교","02","공립","N","","5","94","18.8","4","97","24.3","4","78","19.5","4","73","18.3","4","90","22.5","4","82","20.5","1","3","3","0","0","0","26","517","19.9","30","17.2"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001598","서울신림초등학교","02","공립","N","","5","87","17.4","4","83","20.8","5","110","22","4","98","24.5","5","97","19.4","4","98","24.5","2","8","4","0","0","0","29","581","20","35","16.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001599","서울신봉초등학교","02","공립","N","","2","38","19","3","47","15.7","2","45","22.5","3","54","18","2","43","21.5","3","38","12.7","2","12","6","0","0","0","17","277","16.3","20","13.9"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001600","서울신상도초등학교","02","공립","N","","10","264","26.4","9","246","27.3","9","227","25.2","10","264","26.4","9","227","25.2","9","221","24.6","2","14","7","0","0","0","58","1463","25.2","68","21.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001601","서울신성초등학교","02","공립","N","","5","98","19.6","3","71","23.7","4","91","22.8","4","78","19.5","5","103","20.6","5","103","20.6","2","10","5","0","0","0","28","554","19.8","34","16.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001602","서울신우초등학교","02","공립","N","","3","45","15","3","47","15.7","3","56","18.7","3","50","16.7","2","47","23.5","3","57","19","1","7","7","0","0","0","18","309","17.2","23","13.4"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001603","서울영본초등학교","02","공립","N","","7","130","18.6","5","123","24.6","7","161","23","6","151","25.2","5","121","24.2","7","166","23.7","1","6","6","0","0","0","38","858","22.6","46","18.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001604","서울영화초등학교","02","공립","N","","4","59","14.8","3","69","23","4","74","18.5","3","77","25.7","4","75","18.8","4","71","17.8","2","11","5.5","0","0","0","24","436","18.2","29","15"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001605","서울원당초등학교","02","공립","N","","2","20","10","2","21","10.5","2","25","12.5","2","35","17.5","2","32","16","2","29","14.5","2","11","5.5","0","0","0","14","173","12.4","18","9.6"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001606","서울원신초등학교","02","공립","N","","2","33","16.5","2","30","15","2","18","9","2","43","21.5","2","28","14","2","31","15.5","2","13","6.5","0","0","0","14","196","14","17","11.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001607","서울은로초등학교","02","공립","N","","8","159","19.9","6","128","21.3","5","123","24.6","5","113","22.6","4","98","24.5","4","89","22.3","2","4","2","0","0","0","34","714","21","39","18.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001608","서울은천초등학교","02","공립","N","","8","152","19","8","166","20.8","7","152","21.7","7","154","22","7","159","22.7","8","173","21.6","3","24","8","0","0","0","48","980","20.4","55","17.8"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001609","서울인헌초등학교","02","공립","N","","8","127","15.9","7","142","20.3","7","153","21.9","7","154","22","7","161","23","8","168","21","0","0","0","0","0","0","44","905","20.6","55","16.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 관악구","S010001610","서울청룡초등학교","02","공립","N","","3","51","17","3","55","18.3","3","61","20.3","4","76","19","3","61","20.3","3","68","22.7","1","2","2","0","0","0","20","374","18.7","23","16.3"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001611","서울행림초등학교","02","공립","N","","2","41","20.5","2","44","22","2","35","17.5","3","43","14.3","3","44","14.7","2","34","17","0","0","0","0","0","0","14","241","17.2","19","12.7"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001612","서울흑석초등학교","02","공립","N","","5","91","18.2","4","86","21.5","4","79","19.8","5","107","21.4","4","89","22.3","4","87","21.8","2","6","3","0","0","0","28","545","19.5","33","16.5"
"서울특별시교육청","서울특별시동작관악교육지원청","서울특별시 동작구","S010001613","중앙대학교사범대학부속초등학교","02","사립","N","","5","121","24.2","5","123","24.6","5","122","24.4","5","120","24","5","120","24","5","121","24.2","0","0","0","0","0","0","30","727","24.2","31","23.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001733","동북초등학교","02","사립","N","","4","128","32","4","129","32.3","4","128","32","4","128","32","4","117","29.3","4","112","28","0","0","0","0","0","0","24","742","30.9","24","30.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001734","상명초등학교","02","사립","N","","4","122","30.5","4","121","30.3","4","121","30.3","4","120","30","4","120","30","4","109","27.3","0","0","0","0","0","0","24","713","29.7","23","31"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001735","서울계상초등학교","02","공립","N","","3","62","20.7","4","67","16.8","4","70","17.5","6","103","17.2","4","78","19.5","5","93","18.6","2","10","5","0","0","0","28","483","17.3","33","14.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001736","서울공릉초등학교","02","공립","N","","3","45","15","3","56","18.7","3","59","19.7","3","62","20.7","3","60","20","3","57","19","0","0","0","0","0","0","18","339","18.8","21","16.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001737","서울공연초등학교","02","공립","N","","4","80","20","4","74","18.5","3","60","20","5","93","18.6","4","83","20.8","3","62","20.7","2","10","5","0","0","0","25","462","18.5","29","15.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001738","서울노원초등학교","02","공립","N","","3","49","16.3","3","47","15.7","2","40","20","3","53","17.7","3","58","19.3","2","43","21.5","2","7","3.5","0","0","0","18","297","16.5","22","13.5"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001739","서울노일초등학교","02","공립","N","","4","77","19.3","4","81","20.3","3","76","25.3","4","80","20","4","77","19.3","4","88","22","0","0","0","0","0","0","23","479","20.8","28","17.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001740","서울녹천초등학교","02","공립","N","","3","49","16.3","2","37","18.5","2","36","18","3","46","15.3","3","44","14.7","4","57","14.3","1","4","4","0","0","0","18","273","15.2","21","13"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001741","서울누원초등학교","02","공립","N","","7","140","20","6","119","19.8","6","118","19.7","7","132","18.9","7","139","19.9","7","125","17.9","2","11","5.5","0","0","0","42","784","18.7","48","16.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001742","서울당현초등학교","02","공립","N","","4","88","22","4","78","19.5","5","71","14.2","4","90","22.5","4","86","21.5","7","117","16.7","1","5","5","0","0","0","29","535","18.4","33","16.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001743","서울도봉초등학교","02","공립","N","","3","61","20.3","3","59","19.7","3","53","17.7","4","66","16.5","3","65","21.7","4","81","20.3","2","10","5","0","0","0","22","395","18","26","15.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001744","서울동일초등학교","02","공립","N","","5","106","21.2","5","103","20.6","5","108","21.6","5","122","24.4","5","115","23","5","110","22","0","0","0","0","0","0","30","664","22.1","35","19"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001745","서울방학초등학교","02","공립","N","","4","86","21.5","4","81","20.3","4","79","19.8","5","105","21","5","112","22.4","5","107","21.4","2","11","5.5","0","0","0","29","581","20","34","17.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001746","서울백운초등학교","02","공립","N","","6","134","22.3","6","121","20.2","5","115","23","7","149","21.3","7","135","19.3","7","135","19.3","2","7","3.5","0","0","0","40","796","19.9","47","16.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001747","서울불암초등학교","02","공립","N","","6","105","17.5","5","106","21.2","6","139","23.2","7","159","22.7","8","175","21.9","9","198","22","1","3","3","0","0","0","42","885","21.1","50","17.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001748","서울상경초등학교","02","공립","N","","6","114","19","5","117","23.4","5","91","18.2","6","112","18.7","6","111","18.5","5","92","18.4","2","9","4.5","0","0","0","35","646","18.5","41","15.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001749","서울상계초등학교","02","공립","N","","3","40","13.3","2","42","21","2","35","17.5","3","44","14.7","3","47","15.7","3","47","15.7","2","13","6.5","0","0","0","18","268","14.9","21","12.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001750","서울상곡초등학교","02","공립","N","","4","90","22.5","4","83","20.8","4","86","21.5","4","92","23","4","81","20.3","4","91","22.8","0","0","0","0","0","0","24","523","21.8","28","18.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001751","서울상수초등학교","02","공립","N","","5","85","17","5","108","21.6","6","98","16.3","6","122","20.3","6","117","19.5","6","114","19","0","0","0","0","0","0","34","644","18.9","42","15.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001752","서울상원초등학교","02","공립","N","","4","64","16","4","71","17.8","3","54","18","4","69","17.3","4","65","16.3","5","83","16.6","1","3","3","0","0","0","25","409","16.4","29","14.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001753","서울상월초등학교","02","공립","N","","3","43","14.3","3","41","13.7","2","22","11","2","26","13","2","37","18.5","1","16","16","1","1","1","0","0","0","14","186","13.3","18","10.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001754","서울상천초등학교","02","공립","N","","4","68","17","4","66","16.5","3","62","20.7","3","50","16.7","3","59","19.7","3","61","20.3","2","10","5","0","0","0","22","376","17.1","27","13.9"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001755","서울선곡초등학교","02","공립","N","","5","94","18.8","6","122","20.3","6","110","18.3","6","115","19.2","6","112","18.7","6","128","21.3","2","7","3.5","0","0","0","37","688","18.6","43","16"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001756","서울수락초등학교","02","공립","N","","4","81","20.3","4","68","17","4","69","17.3","4","81","20.3","5","90","18","5","103","20.6","2","10","5","0","0","0","28","502","17.9","33","15.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001757","서울수암초등학교","02","공립","N","","4","79","19.8","3","66","22","3","83","27.7","4","103","25.8","4","107","26.8","6","139","23.2","2","5","2.5","0","0","0","26","582","22.4","33","17.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001758","서울숭미초등학교","02","공립","N","","5","102","20.4","6","114","19","5","101","20.2","6","121","20.2","6","126","21","6","126","21","2","9","4.5","0","0","0","36","699","19.4","42","16.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001759","서울신계초등학교","02","공립","N","","3","40","13.3","2","34","17","3","46","15.3","2","40","20","3","50","16.7","3","59","19.7","2","8","4","0","0","0","18","277","15.4","22","12.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001760","서울신방학초등학교","02","공립","N","","3","52","17.3","3","55","18.3","3","58","19.3","3","66","22","4","79","19.8","3","61","20.3","1","5","5","0","0","0","20","376","18.8","24","15.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001761","서울신상계초등학교","02","공립","N","","4","70","17.5","3","62","20.7","3","62","20.7","3","60","20","4","67","16.8","4","67","16.8","2","8","4","0","0","0","23","396","17.2","27","14.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001762","서울신창초등학교","02","공립","N","","3","47","15.7","3","42","14","2","43","21.5","3","48","16","2","40","20","3","53","17.7","0","0","0","0","0","0","16","273","17.1","20","13.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001763","서울신학초등학교","02","공립","N","","3","61","20.3","3","69","23","3","52","17.3","4","73","18.3","4","77","19.3","4","68","17","2","9","4.5","0","0","0","23","409","17.8","27","15.1"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001764","서울신화초등학교","02","공립","N","","3","61","20.3","3","49","16.3","3","61","20.3","3","61","20.3","4","64","16","4","64","16","2","9","4.5","0","0","0","22","369","16.8","28","13.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001765","서울쌍문초등학교","02","공립","N","","5","108","21.6","5","95","19","5","100","20","5","101","20.2","5","112","22.4","5","94","18.8","2","10","5","0","0","0","32","620","19.4","36","17.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001766","서울연지초등학교","02","공립","N","","3","48","16","2","47","23.5","3","47","15.7","3","52","17.3","2","40","20","3","46","15.3","2","9","4.5","0","0","0","18","289","16.1","21","13.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001767","서울연촌초등학교","02","공립","N","","4","72","18","4","78","19.5","5","90","18","4","89","22.3","5","121","24.2","6","109","18.2","2","2","1","0","0","0","30","561","18.7","35","16"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001768","서울오봉초등학교","02","공립","N","","3","55","18.3","3","66","22","2","38","19","3","53","17.7","3","57","19","3","45","15","1","2","2","0","0","0","18","316","17.6","21","15"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001769","서울온곡초등학교","02","공립","N","","5","90","18","4","93","23.3","4","79","19.8","5","96","19.2","5","117","23.4","6","132","22","0","0","0","0","0","0","29","607","20.9","35","17.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001770","서울용동초등학교","02","공립","N","","3","44","14.7","2","30","15","2","38","19","3","55","18.3","3","53","17.7","3","69","23","2","9","4.5","0","0","0","18","298","16.6","23","13"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001771","서울용원초등학교","02","공립","N","","4","80","20","5","90","18","5","106","21.2","6","113","18.8","5","99","19.8","5","102","20.4","2","9","4.5","0","0","0","32","599","18.7","39","15.4"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001772","서울원광초등학교","02","공립","N","","4","94","23.5","4","87","21.8","5","122","24.4","5","116","23.2","6","145","24.2","7","167","23.9","0","0","0","0","0","0","31","731","23.6","38","19.2"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001773","서울월계초등학교","02","공립","N","","3","57","19","3","54","18","2","36","18","3","48","16","3","49","16.3","2","42","21","0","0","0","0","0","0","16","286","17.9","20","14.3"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001774","서울월천초등학교","02","공립","N","","3","61","20.3","3","49","16.3","3","53","17.7","4","68","17","4","72","18","3","56","18.7","2","10","5","0","0","0","22","369","16.8","27","13.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001775","서울을지초등학교","02","공립","N","","7","190","27.1","8","208","26","8","216","27","11","298","27.1","11","298","27.1","12","321","26.8","0","0","0","0","0","0","57","1531","26.9","71","21.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 도봉구","S010001776","서울자운초등학교","02","공립","N","","5","105","21","6","123","20.5","5","84","16.8","6","127","21.2","6","134","22.3","6","132","22","0","0","0","0","0","0","34","705","20.7","38","18.6"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001777","서울중계초등학교","02","공립","N","","6","136","22.7","6","140","23.3","6","139","23.2","6","161","26.8","7","163","23.3","6","141","23.5","1","4","4","0","0","0","38","884","23.3","47","18.8"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001778","서울중원초등학교","02","공립","N","","4","85","21.3","3","50","16.7","4","71","17.8","4","72","18","4","76","19","4","71","17.8","0","0","0","0","0","0","23","425","18.5","27","15.7"
"서울특별시교육청","서울특별시북부교육지원청","서울특별시 노원구","S010001779","서울중평초등학교","02","공립","N","","9","193","21.4","9","223","24.8","9","221","24.6","10","244","24.4","10","253","25.3","12","284","23.7","1","6","6","0","0","0","60","1424","23.7","72","19.8"
